id_cliente,id_emprestimo,id_historico,idade_cliente,salario_cliente,tipo_propriedade,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros,salario_emprestimo,tempo_como_cliente,INADIMPLENTE,POSSIBILIDADE_INADIMPLENCIA
iDog39su-Kk3o,zADMm8b0-evi0,Xo6yhsi4-xdKY,24.0,70000.0,alugado,1.0,pessoal,B,9000.0,12.21,0.11,8.0,0,0.0
Wp8eHrMa-WygA,nLmGh7SY-uLUH,ywHTR0wF-EP1k,30.0,65000.0,alugado,3.0,ensino,B,15000.0,10.25,0.23,13.0,0,0.0
K1HuKNWB-Dh1i,8hJc1jBk-Qr3Q,9IgZdbFU-Y9a1,41.0,45600.0,alugado,18.0,pessoal,A,6000.0,5.42,0.09,2.0,0,0.0
v5bWKyj1-qyBN,wnUcPUMG-YGwk,QnZNZj8i-J59O,22.0,82000.0,alugado,6.0,saude,C,6500.0,11.34,0.26,15.0,0,0.0
IEoqq6Yy-YI63,2PEAm3Nv-1049,5mUuqhaP-BCAi,29.0,160000.0,alugado,0.0,ensino,C,10000.0,14.65,0.23,4.0,0,0.0
mqaHYvb8-Ohbq,4G7Qk1TQ-f73u,4crZ9QQP-9mGO,22.0,50000.0,alugado,0.0,saude,C,1600.0,13.57,0.13,2.0,0,0.0
ix680q8N-3qv9,S1H6qaHy-JJWo,eOGDlD6b-3hX4,22.0,72000.0,alugado,6.0,pessoal,A,13600.0,6.03,0.13,3.0,0,0.0
tAHu3NCQ-vZ7m,u0wwUORg-tZls,k7D2tG8j-8exm,25.0,78000.0,financiado,7.0,pessoal,D,20200.0,14.74,0.67,14.0,1,1.0
XNqcczvy-GHhJ,hADvCGiJ-KpZu,zXswQo7z-7vlm,22.0,43500.0,alugado,0.0,quitar,B,1000.0,10.0,0.07,9.0,0,1.0
aOdU0A00-sQ2K,r0RJKnQ2-J3X5,RIGCX5en-iWn8,24.0,31000.0,alugado,2.0,pessoal,B,3000.0,9.99,0.16,4.0,0,1.0
oEcu9Joa-oGSN,ZPSvYdID-1q1r,UeDB8Gqd-hHmA,42.0,62900.0,financiado,26.0,saude,B,1800.0,12.42,0.03,14.0,0,0.0
fFBMH2eI-QIy4,1prXCOX3-cP2b,HLUIeOvX-mLwq,30.0,30475.0,alugado,2.0,pessoal,B,24000.0,9.99,0.21,2.0,0,0.0
WvRp4Sef-YKZQ,POG3SmcF-Zr9G,4FJo7oo6-ahhF,27.0,42000.0,alugado,9.0,ensino,C,12000.0,12.53,0.27,4.0,0,1.0
PhraRXdA-pj6m,qgx0DX3F-Fg0Q,8keGUxaY-5Yvt,23.0,33996.0,alugado,1.0,ensino,B,7000.0,10.62,0.25,4.0,0,0.0
wZs63o0t-GhOz,xz8ZijSY-j1Xp,amHd2PB1-IDNo,39.0,28650.0,financiado,1.0,quitar,C,7600.0,12.23,0.15,4.0,0,0.0
Q2e8bbhJ-Upu6,oLS7p8L6-9lKi,WIjioYNF-qtPF,34.0,45000.0,alugado,17.0,pessoal,A,10425.0,8.49,0.17,4.0,0,0.0
pGwMhSr3-lSgr,v3Shc9D8-tFHK,kK7oLsYh-X1j9,37.0,40000.0,alugado,8.0,saude,A,3000.0,9.63,0.1,10.0,1,0.0
uF9eXL5x-k2Tg,S9MiSKGZ-g0Oz,pbQwp3Ct-g5hH,21.0,72000.0,financiado,5.0,ensino,C,9600.0,13.57,0.16,6.0,0,0.0
gJcx1TDN-vRTJ,kA1EEsfp-ZDkM,WeesS4nD-Ny3l,29.0,140000.0,financiado,12.0,pessoal,A,20000.0,8.9,0.17,2.0,1,0.0
6YGfnUPK-TKqQ,k18WQB4N-xznU,vsX2cB0L-JhlJ,23.0,30000.0,alugado,1.0,reforma,D,6000.0,15.62,0.08,4.0,0,0.0
aE7w8IOD-j4fO,EmPTuS2S-vKGB,OxTDwImw-D6ui,42.0,2039784.0,alugado,0.0,pessoal,A,10000.0,7.51,0.08,2.0,0,0.0
K4RYwCfJ-BgMx,U0EniEZ5-kfzX,CbzkA8WB-hlXz,30.0,34000.0,alugado,0.0,reforma,B,9000.0,11.71,0.17,3.0,0,0.0
sIiOKHnp-SOz4,Zfj1Ijxd-EDUz,BhzwIbT0-ZAN0,25.0,109000.0,financiado,9.0,pessoal,B,1500.0,10.65,0.04,3.0,0,0.0
qvpkvkxp-iczN,gAb7h0Lc-04fZ,m0ngwD30-Tizy,42.0,224000.0,financiado,16.0,saude,B,5000.0,12.42,0.11,4.0,1,0.0
q4dg7Pg6-YvZq,oBI90gW9-dUFf,6mbca2v6-8bSz,41.0,45840.0,alugado,5.0,reforma,A,8000.0,7.9,0.13,9.0,0,0.0
gTuN6mXA-uWvf,lTmeRqwu-hNRZ,DvqkElGs-3Pg9,33.0,42000.0,alugado,0.0,risco,B,13000.0,10.99,0.27,4.0,0,0.0
LphGrRaC-2iNx,teQLoQlS-o46k,YClNR1TP-kmIm,21.0,15600.0,alugado,2.0,saude,B,5000.0,11.48,0.22,9.0,0,0.0
CXDRMHSB-BT8G,ZEHJNWIP-EhDd,xurACCGE-ot2i,30.0,43200.0,financiado,5.0,pessoal,A,7000.0,7.4,0.17,8.0,0,0.0
7itf5gSk-kl8K,72fr2wCD-HUEr,q3CDY0gB-130t,24.0,86000.0,alugado,8.0,quitar,A,1875.0,8.0,0.04,9.0,0,0.0
tys95yYC-NdPl,2lQRnYpd-oBYy,aUC0PUhk-NR3g,65.0,76000.0,alugado,3.0,saude,B,3000.0,10.99,0.03,5.0,1,0.0
nd6uL3CG-5d73,IWQLuUbE-lUFx,K1vi5eR1-nLcs,31.0,201000.0,financiado,3.0,ensino,A,12000.0,7.9,0.17,4.0,0,0.0
qfJM40S1-dYHU,RFiIuyId-01aI,8NZOBFkk-0gsI,62.0,60000.0,financiado,5.0,pessoal,C,18200.0,14.26,0.33,4.0,0,0.0
uwJoTiID-IgYu,dQ3U5l1g-DjAC,Pfrii9hv-jZPY,40.0,63996.0,financiado,8.0,risco,D,4000.0,14.09,0.1,3.0,0,0.0
Ra9nW2Je-Pr8F,ccN9WZKR-GtKR,9vc3i5QA-ghgd,25.0,100000.0,financiado,9.0,quitar,C,5100.0,12.99,0.14,2.0,0,0.0
P7joLS9b-bcEk,jOMmvvzc-3ubO,qrJOZ4NG-z6fY,24.0,45600.0,financiado,0.0,reforma,C,8875.0,14.27,0.3,4.0,0,0.0
fKGen2qR-pKL8,RddQfEIm-kiQI,06q9rktH-vaMW,30.0,38000.0,financiado,5.0,saude,B,15000.0,10.59,0.21,3.0,1,0.0
JaGqnqUt-z6JX,42qgYULI-8x3f,9HSdldTv-sMdY,25.0,123996.0,proprio,9.0,risco,D,25000.0,15.21,0.31,6.0,1,1.0
ZwI8JTO0-PNlg,Uglf9lQZ-M3Sj,81FaCwGE-6xr2,24.0,72000.0,financiado,1.0,risco,D,5575.0,15.2,0.05,8.0,0,0.0
piqsviho-mISP,djNtMEnJ-LKgr,WN0F5YTj-BLSq,23.0,51000.0,alugado,4.0,reforma,C,6000.0,12.29,0.17,4.0,0,0.0
raBp54L1-KOSp,qYR5FCaA-iQBm,o6D2H7Tm-GKhS,38.0,30000.0,alugado,2.0,quitar,A,8000.0,7.51,0.17,10.0,0,0.0
ZH5GxSkw-Kw5m,I5yAxEsl-9jQk,6m2lhUzm-Mvw3,26.0,50000.0,alugado,10.0,quitar,C,3500.0,13.98,0.07,17.0,0,0.0
3ri5NbZ6-Y362,3bqUCoNf-oJ0M,830ZaopE-JEfj,32.0,90000.0,alugado,7.0,quitar,A,10000.0,5.79,0.14,13.0,0,0.0
JmcHMWYd-mYZW,ZMIkZU67-c2v8,iPDKDS0m-JYXJ,29.0,60000.0,financiado,0.0,reforma,D,9000.0,15.05,0.19,2.0,1,1.0
SefJw1Dr-SZ7p,vtESgAvX-fFNA,U6Z5OAQd-A9RD,26.0,93492.0,alugado,0.0,risco,C,10000.0,12.41,0.14,4.0,0,0.0
NRXEPo2T-HOFA,t0gjZXud-J23M,kOUYXnos-kbHd,22.0,75000.0,alugado,6.0,pessoal,C,10800.0,13.99,0.26,4.0,0,1.0
Szmcd0dZ-mOpG,fgFlvQE0-1y9P,giRrJTOA-d4vi,29.0,140000.0,financiado,13.0,saude,C,18000.0,13.49,0.3,10.0,0,0.0
nk6x97nt-AQIa,wwKDFSrN-ZYYX,k41SYzYl-DaGJ,21.0,70553.0,financiado,2.0,saude,A,17500.0,8.49,0.12,16.0,1,0.0
CiANamjQ-1M0K,o4P4s9g8-zrLp,9TNMw8Os-skxC,35.0,70000.0,proprio,6.0,quitar,A,1500.0,9.63,0.06,7.0,1,0.0
aHoIM2gG-aDJZ,HBi7LQeB-mbdB,JC0ABRwy-yNAD,24.0,44000.0,alugado,1.0,risco,B,20000.0,12.42,0.25,7.0,0,0.0
znQRWJ89-MMsf,NFRnXtuz-Z0lZ,1onQknX2-2iAJ,26.0,43200.0,financiado,10.0,saude,A,15000.0,7.88,0.27,14.0,0,0.0
0wd2vduY-UeOc,RW5Qi5KD-G6bN,8GYA7cA4-9Nti,35.0,58788.0,financiado,8.0,quitar,D,35000.0,18.25,0.45,5.0,0,1.0
UGM6twAO-TQFp,MYPTCOmT-kSaq,jl9XhZIJ-zKWC,26.0,105000.0,financiado,0.0,ensino,A,4000.0,7.49,0.05,3.0,1,0.0
omM0bb6L-Gw5A,oar1ZMCu-ECcO,N82UqqbG-NfNh,22.0,102996.0,financiado,6.0,quitar,B,5000.0,11.86,0.21,11.0,0,0.0
Al60WQYD-iqD0,CoFkbOdP-m9mz,k28OSETa-7bn2,25.0,93000.0,alugado,3.0,quitar,B,21000.0,11.99,0.23,4.0,0,0.0
hnI8Sx7N-YQeK,YsHIHcqG-5E5E,5pCLO2oH-v1Pw,24.0,68000.0,financiado,8.0,saude,C,6250.0,12.87,0.23,10.0,1,0.0
XdOQz2kh-UKyn,F8IXk8kA-pOcT,7NuZPymI-PlWi,42.0,58752.0,alugado,8.0,ensino,A,6000.0,6.62,0.1,9.0,0,0.0
FRL5cYCx-44ft,mHAY3Nj9-0f0z,6q46pt6T-aMtU,28.0,140000.0,financiado,4.0,ensino,B,12000.0,12.42,0.32,3.0,0,1.0
HpZbx5B0-Kun4,2zEMbHIm-dBwC,umgxbnXS-GgxH,31.0,72000.0,alugado,15.0,pessoal,E,2000.0,18.39,0.08,3.0,0,1.0
F8dcE07I-JSyn,hfFAp2wb-1oN8,ioPbJ14q-ThC7,25.0,52000.0,alugado,1.0,ensino,B,23000.0,11.99,0.27,3.0,0,0.0
oqqfZ432-dh4h,no8ENk7Q-MEau,wM6wZWUN-qjUH,30.0,56952.0,alugado,3.0,saude,C,14500.0,12.73,0.19,17.0,1,0.0
mCLekitf-zEyk,bgJwvd0b-vSiy,fdSZYDzn-qTh2,29.0,40000.0,alugado,2.0,pessoal,B,10000.0,11.36,0.18,2.0,0,0.0
Wc7yQHyp-DT9B,hbPXCvOT-YnoR,S6wlfWqz-7LNo,24.0,79000.0,financiado,4.0,saude,B,11700.0,11.71,0.39,3.0,1,1.0
a9FI8qLW-6BdH,UDuG6qyx-vS9a,oJG2ZZeq-mkLx,44.0,48000.0,alugado,0.0,saude,B,10000.0,10.59,0.29,13.0,0,0.0
D0O3otQj-qzxu,2lROXTyK-mamK,Qcylqanp-SeBL,25.0,73000.0,financiado,9.0,quitar,B,5000.0,9.76,0.11,14.0,0,0.0
aRiEvil6-2Ne8,TFiuQZei-Ta3A,Eu0yP7NC-1KnS,23.0,46000.0,financiado,2.0,saude,C,4000.0,14.22,0.02,4.0,1,0.0
mqvmQoI3-iSLd,8zyZN9TR-KldI,LvOE3h8H-OgyP,23.0,113000.0,alugado,2.0,risco,B,7500.0,12.69,0.19,8.0,0,0.0
uLHLbGkm-304c,lGBjsEEH-Gf3R,Xz0LzLbx-hTsP,28.0,70254.0,proprio,12.0,pessoal,B,5000.0,9.91,0.16,11.0,0,1.0
7mcSh5rE-Qgqm,wDCrIbYR-9WdJ,El9tvkpD-xNRe,22.0,55250.0,financiado,2.0,risco,C,10000.0,12.87,0.21,3.0,0,0.0
mcQYalQq-X6Sl,uoWCYKb9-yfdZ,ozMNJLwk-F7Je,22.0,40499.0,financiado,7.0,saude,B,8975.0,11.83,0.37,2.0,0,1.0
ytbpcKTH-tlBB,QPusrlek-04U9,GUSpAcv9-7ieh,24.0,101000.0,proprio,5.0,saude,B,10000.0,11.89,0.22,5.0,0,0.0
ru54sbJY-0At6,5BGsFc53-Rf9t,eHKfgonI-0558,37.0,117000.0,alugado,10.0,ensino,B,5000.0,12.69,0.2,5.0,0,0.0
2qrs4lRR-X4OP,fBE5lwgt-n1iN,haIi05Cd-ltlB,27.0,35000.0,alugado,4.0,quitar,A,10000.0,7.29,0.21,4.0,0,0.0
N3HlXbZv-PfB6,Qjc1pwEu-Ybxq,Huc8wJ2F-LWCS,25.0,80000.0,financiado,6.0,risco,C,4000.0,12.68,0.18,6.0,0,0.0
FF743YEH-Qq5i,OCbzZo1B-msES,TsG4Hnxb-rlnH,22.0,48000.0,alugado,6.0,pessoal,A,5000.0,7.88,0.14,9.0,0,0.0
FQzYvspa-W3vs,5LKBraBi-UKsG,Bop8CjJk-RGw0,22.0,54000.0,financiado,0.0,ensino,A,9000.0,6.92,0.14,3.0,0,0.0
zO1ztO1I-EP8l,TQ37mIM9-nRKT,kCTcL9Fh-rQmj,21.0,72000.0,financiado,5.0,quitar,A,5000.0,5.99,0.08,4.0,0,0.0
GOk6KS0O-kDdd,cEeCyjBs-kZEQ,RyIJUaNA-J2gv,44.0,62000.0,alugado,11.0,risco,B,28000.0,11.71,0.19,6.0,0,0.0
5HUt6HRC-hTg4,xvRsBzpU-F7sK,yyJt4j9A-yQ1A,25.0,85000.0,financiado,9.0,risco,A,10000.0,7.14,0.09,5.0,0,0.0
txXunnzx-bk4P,b20ezUIH-68uj,8Kr84x0i-KakK,27.0,72000.0,financiado,6.0,risco,A,30000.0,7.9,0.19,10.0,0,0.0
Wq0d9PA3-G8AZ,LI2jqfG0-yo9C,1cfg0YrT-N0XH,26.0,39000.0,alugado,1.0,risco,A,2500.0,8.49,0.02,2.0,0,0.0
JcwfM0RW-KqzS,r5KT2EZ5-2m5S,YUqpoqHc-g0KQ,34.0,25000.0,alugado,3.0,risco,B,12000.0,10.62,0.22,2.0,1,0.0
eB24owMN-bs00,FeZvRLwC-9u05,hzwaLwDQ-M51Z,22.0,45000.0,financiado,1.0,ensino,B,10000.0,11.86,0.21,11.0,0,0.0
L6nq3uLx-1ZEK,8ysQUBSl-ySnO,BbPh8mUu-Mh6Q,41.0,71500.0,alugado,4.0,risco,D,10000.0,14.54,0.33,3.0,1,1.0
wTPiFm9a-wmR3,n5h2RFXT-gqSJ,oQjXsdAl-eZaz,29.0,145000.0,financiado,0.0,ensino,A,5000.0,5.79,0.04,7.0,1,0.0
CWrDJjoH-Sb79,m0MKwbKX-o7Rl,ejLjHOjl-sb9G,24.0,47480.0,alugado,8.0,ensino,A,5000.0,7.29,0.13,8.0,0,0.0
OfSyjqUd-eDiy,KWbU8w7k-Dht8,CSCloFZi-YbCL,23.0,37000.0,financiado,2.0,pessoal,A,12000.0,6.91,0.19,6.0,0,0.0
cDfX92Wx-L1Yf,Dq8AQ6wL-skyT,kCQLYgBR-OpBE,27.0,100000.0,financiado,11.0,risco,B,4400.0,11.71,0.12,8.0,0,0.0
uYIQUkQr-U3LR,xSTOj7tO-wAOq,M59qsgkZ-oTBD,42.0,97600.0,alugado,0.0,quitar,C,16000.0,13.06,0.22,2.0,0,0.0
DClJUxi9-X0Hq,FAJgySOr-qhBH,20r0iFjx-MGum,23.0,30000.0,alugado,3.0,pessoal,B,8000.0,10.0,0.15,8.0,0,0.0
03gQN1Nm-6qQ7,mXNLmokr-ukFA,K20meQGK-o4s3,29.0,65000.0,financiado,13.0,pessoal,A,11500.0,7.88,0.27,8.0,1,0.0
KLncA7rD-lWdq,XTm9HLfL-IvqH,WagWLmyc-w5xs,25.0,108000.0,financiado,8.0,quitar,A,6250.0,7.9,0.3,7.0,0,0.0
W4eb8BWC-hA7j,ivZielgC-crOA,wuoH5cD2-MKdd,23.0,120000.0,alugado,0.0,reforma,B,3500.0,10.99,0.06,3.0,0,0.0
OLy7Yx5J-LzPe,Tf5PhANT-Np2G,F0ityjEL-jymg,32.0,135000.0,financiado,1.0,saude,B,25000.0,10.99,0.21,4.0,0,1.0
3bGxupKz-PfmI,gQF4b9Qh-Ua84,T5zfGKEZ-laRc,32.0,30000.0,alugado,5.0,reforma,B,20000.0,11.36,0.42,2.0,1,0.0
829yHXds-2nox,SRikeiKu-Qz1X,3P6ECkNb-KGgH,28.0,37620.0,financiado,5.0,risco,E,8000.0,18.79,0.09,7.0,0,0.0
SYNuDgL0-ib4k,QO50s4c5-gtM8,8gox9aHE-Hyj8,23.0,55000.0,financiado,7.0,pessoal,A,15000.0,7.66,0.12,3.0,1,0.0
pFCQyhPk-ufsy,4Hc82x4l-Nv0b,pibq4tdM-EWDl,27.0,26400.0,alugado,0.0,ensino,B,6500.0,10.62,0.14,9.0,0,0.0
q5F0APmB-iE88,6mfU1DAW-Hl9D,ILwp3CAI-akJk,27.0,31200.0,alugado,3.0,risco,D,12000.0,16.77,0.19,4.0,0,0.0
KuBxqY8o-v9Z6,Z1w6aine-YnfL,x7BXsY2R-LYGW,26.0,62500.0,alugado,7.0,pessoal,D,20000.0,15.58,0.31,4.0,0,1.0
jlQ1dTvg-AvlS,r1R0GO2h-Q6iF,XLMIDvI0-0ZxQ,36.0,45000.0,alugado,12.0,saude,A,3000.0,7.51,0.06,7.0,0,0.0
vRnqhrUW-iZBQ,HBKfFm7Z-Majy,cokb9hbi-7SeE,22.0,45000.0,financiado,0.0,ensino,A,5750.0,8.94,0.13,4.0,1,0.0
2xCAJgKM-IKk9,DBSm7qeF-0Jj0,PQmtpldR-DWtN,40.0,28000.0,proprio,3.0,ensino,C,14400.0,13.48,0.13,3.0,0,0.0
KXCYa3J2-b2Qw,DJ2rSHRh-4m9C,1tCGtQRu-EcDf,22.0,44000.0,financiado,1.0,quitar,A,10000.0,8.63,0.33,2.0,0,1.0
wvqTLjgv-i9ko,9weDeavu-ywWu,hZUSoN04-OKtZ,27.0,56400.0,alugado,9.0,pessoal,C,6000.0,14.22,0.14,9.0,0,0.0
T6Fpexwi-NxHj,eQeJIQaN-mpyW,kbQoZd0w-zwDd,26.0,50000.0,financiado,5.0,risco,A,6000.0,7.51,0.11,5.0,0,0.0
DGD7xYdp-LC12,aFggzpue-jXTE,KNSKOXtR-iMuK,25.0,51000.0,alugado,1.0,pessoal,F,13200.0,18.67,0.12,4.0,0,1.0
KfHGXZ6C-IaZj,DqWn4QtB-2j7Y,WNQtoxxb-18sw,35.0,30000.0,alugado,5.0,quitar,B,15000.0,12.42,0.19,8.0,0,1.0
NwPFcI7l-bMj3,h6FLyIt1-0GUx,CZvZhQ2R-b0ts,22.0,45000.0,alugado,4.0,risco,B,3000.0,10.65,0.1,9.0,0,0.0
UNonkO6U-K1fj,KELH5AiB-a5XH,TKxelkCO-kxAl,23.0,30000.0,alugado,0.0,risco,C,8400.0,12.98,0.16,7.0,0,0.0
bndB2nrG-3Qek,AcgNsxG4-m8CE,istTxQIc-gFro,23.0,65000.0,alugado,6.0,saude,B,5600.0,9.25,0.17,4.0,0,0.0
0rFoYLpj-4EQH,Inol3G2r-BLPr,dI3ih0cL-KDYL,28.0,56056.0,alugado,3.0,ensino,B,2400.0,9.91,0.16,9.0,0,1.0
ZKbnkY0r-NbYf,eKxL00nF-lH1F,jred7zQT-btNd,46.0,51600.0,financiado,16.0,pessoal,C,9600.0,12.23,0.2,9.0,0,0.0
2W34c6Qu-8Uez,3CHfk6Er-oq3q,b8xMfFNU-r40o,25.0,75000.0,financiado,8.0,risco,C,6000.0,13.22,0.2,3.0,0,0.0
cHFmwaKf-wEGR,QDJaeQIz-7COp,6PTIeQPo-wg7P,39.0,38500.0,alugado,0.0,saude,B,7750.0,11.12,0.09,11.0,0,0.0
gtDgEZZH-NSri,DgnSk5XS-nbQg,3w1jaCFu-GSaG,32.0,81000.0,financiado,1.0,saude,B,4100.0,10.59,0.07,4.0,1,0.0
atC1MkUS-ufIx,e8qET2yD-USJv,CqEKduW4-ejeg,30.0,42000.0,alugado,4.0,quitar,A,1050.0,8.49,0.02,3.0,0,0.0
hw9HwidM-bZMq,fd98fYZL-KuzY,lm28knnu-G88m,23.0,57000.0,financiado,6.0,quitar,A,10000.0,6.54,0.17,2.0,0,0.0
mYis2y3J-XFE1,K0z8mwjh-FP9j,llxKlyIp-FHlf,37.0,67600.0,financiado,6.0,risco,B,3000.0,12.21,0.05,2.0,0,0.0
TfeZy56R-qilp,LyUfQTZW-zxhq,elSa9wL8-bip2,26.0,160000.0,alugado,6.0,reforma,A,6000.0,9.63,0.08,2.0,1,0.0
HcN9nfPQ-RrnH,IZf1MA4y-bDpd,cMEF8NLw-A2Mi,33.0,50000.0,proprio,1.0,pessoal,A,16500.0,6.54,0.12,5.0,0,0.0
2NlqqIEW-QrQ1,79nUMU65-WF1v,5yCsTgGs-EkEf,34.0,103000.0,financiado,5.0,pessoal,C,5000.0,15.96,0.09,9.0,0,0.0
cveMUzQ6-Q43h,moFCRylc-0IIO,m72fseya-5PZw,33.0,87000.0,financiado,1.0,saude,A,8000.0,6.91,0.32,4.0,0,1.0
T3IlpBG5-3oby,sU0y4dyL-lChr,YJarQv63-tvWF,26.0,50000.0,alugado,0.0,quitar,A,10000.0,8.49,0.2,9.0,0,0.0
5QD6BL3Z-kJpq,HDPFDsYW-BSSU,pk7TIC05-ttu7,25.0,40000.0,proprio,3.0,saude,D,15000.0,15.33,0.18,3.0,1,0.0
Y1bJHctI-8yK3,uFEzOzce-4byM,KyDQgUTg-Gevr,22.0,32000.0,alugado,1.0,saude,B,20000.0,12.18,0.26,4.0,1,0.0
1HAgNH3n-MnnU,MwgXMOzs-JnTO,CYyv8vjy-aWOt,44.0,42000.0,financiado,4.0,risco,C,3000.0,14.22,0.06,9.0,0,0.0
6ijnhrC5-fDl3,yz9HKxOX-uLRH,Adss2W0e-jsCj,23.0,95000.0,financiado,7.0,pessoal,A,10000.0,7.51,0.22,2.0,0,0.0
lluspI5q-L3gU,EU0z3e7N-k3tD,dyeW4Fbu-cqb8,35.0,31577.0,alugado,6.0,pessoal,C,20000.0,13.06,0.2,3.0,0,0.0
ClxoH0jO-8Rdh,Xnx9yuTG-gOIY,PBUn8EgJ-feAk,29.0,36000.0,proprio,2.0,ensino,B,18000.0,10.75,0.24,13.0,0,0.0
aOuSKEZq-GH0H,Dr2LUQFU-Sgbn,cMmc3hTA-SvsO,22.0,62364.0,alugado,2.0,saude,C,3200.0,13.99,0.11,3.0,0,0.0
AtIQ5EvL-7Fll,aCvxYvg3-1uQU,DCeY5vKK-GJDq,25.0,90000.0,financiado,2.0,risco,A,12000.0,5.42,0.08,7.0,0,0.0
DF3dxlca-okIu,QDRG6oaX-23Wr,nBhC4Svi-oERy,30.0,198171.0,financiado,4.0,saude,A,12000.0,7.66,0.13,4.0,0,0.0
FUyQfWEg-p12F,2w45fz5R-PyQB,63Ngyw3z-rt4v,25.0,68000.0,alugado,2.0,pessoal,C,3750.0,12.99,0.15,2.0,0,0.0
mjvOCLn5-f0WJ,nDylWx0g-Z1Jk,dwBrzKIQ-BGcQ,28.0,24000.0,alugado,0.0,quitar,B,20000.0,10.62,0.21,5.0,0,0.0
rpMhSsNi-kazF,yKPrRPUM-J1Lt,046EE4cP-1295,24.0,37000.0,alugado,2.0,risco,C,2400.0,14.72,0.03,8.0,1,0.0
XyBRnMpW-dduL,xPoYKJca-PKlQ,EqmHwsca-NDpZ,28.0,42000.0,alugado,7.0,pessoal,B,7000.0,9.88,0.22,24.0,0,0.0
G7IkfTQT-J3Jq,AFYIYGoz-MK3Q,YOQt4iyt-PDxb,22.0,60000.0,alugado,6.0,quitar,C,7500.0,12.22,0.19,2.0,0,0.0
t9RaU03P-0Yjw,Oq7UNfOb-Phzi,jjzxZp0z-CISQ,25.0,19200.0,alugado,0.0,quitar,B,5000.0,10.59,0.09,7.0,1,0.0
2I4WWAUn-wRJG,z0eucEfY-g2Ex,TlMyMwh9-KP8d,23.0,35000.0,financiado,4.0,saude,B,7700.0,12.42,0.26,6.0,0,0.0
Zw1zOmM5-Ok70,JuBtfqWG-e8Pp,z4ROtXLx-NnBE,24.0,48000.0,financiado,8.0,risco,B,3500.0,9.96,0.04,4.0,0,0.0
jWZSSZ2A-k1Rk,0MDLrRbn-gmlQ,I2P6Kuub-nnz8,23.0,16800.0,alugado,2.0,ensino,A,10800.0,5.42,0.25,2.0,0,0.0
Lv6z2Yu6-m4F0,k0Oxk07c-ygPb,cjSxFB0f-hZ6n,23.0,37148.0,alugado,4.0,quitar,C,5000.0,11.26,0.08,3.0,0,0.0
czrfApfp-wSEU,bWJg8aaH-95Gv,U6pkaJyu-6ugo,27.0,50000.0,financiado,7.0,risco,D,24000.0,16.29,0.5,4.0,0,1.0
zc5eb9hQ-6TJg,ZSFk9hKh-M1NE,L0WWveIj-hcUN,24.0,57000.0,financiado,0.0,quitar,A,5200.0,7.9,0.08,3.0,1,0.0
31afBD7v-rRCC,FbZozIGS-MdF9,Wkxu5Mkq-9eri,25.0,33600.0,financiado,9.0,saude,A,10000.0,8.94,0.01,2.0,1,0.0
WXqkgy4i-lLX0,rszXdAl9-BcE1,K7r6oo7N-RM9J,25.0,58020.0,alugado,9.0,reforma,A,8000.0,9.63,0.16,9.0,0,0.0
IYYBJ102-bpcD,0iNcXybz-j3Ra,HjyD0Zl5-yDE4,22.0,69996.0,proprio,2.0,risco,A,18650.0,7.9,0.37,6.0,0,0.0
xqBMCHXg-LwMp,KHhibig1-OkoF,Mtoel69b-GeFd,23.0,42000.0,alugado,0.0,reforma,A,4200.0,6.62,0.14,3.0,1,1.0
kUGNNJq3-JEYj,pP5wJyZU-deia,Bojocr4E-97SP,24.0,54000.0,alugado,2.0,ensino,B,20000.0,11.48,0.08,6.0,0,0.0
FwxBJgT5-P6TM,NzGiG1wH-pjE9,IbgDRiDI-0ZLD,36.0,34000.0,financiado,2.0,ensino,C,7750.0,13.16,0.3,6.0,0,0.0
uBSDDG5a-n4Z7,UBxYoYqe-LNbD,nnwBZp6c-Gyrp,27.0,113400.0,proprio,6.0,quitar,B,20050.0,10.59,0.26,16.0,1,0.0
cgxEk5bT-M3XJ,WOyMxRkg-nXO9,yj8uY9IC-fbGf,25.0,120000.0,alugado,3.0,pessoal,D,6400.0,15.99,0.09,3.0,0,0.0
zGS4eYPB-WgHZ,u8Y9d94f-cdMx,PhgEkPRk-G5Sj,22.0,80000.0,financiado,0.0,risco,C,4500.0,13.11,0.09,8.0,0,0.0
GR3sTRya-dx5e,Zrk2du4D-6RSC,oULnMbQ3-BMWe,26.0,39000.0,alugado,2.0,ensino,C,8000.0,13.22,0.08,6.0,0,0.0
7yj2jgF9-JqN1,gspbf1Wu-ijHq,pPBB8Jwf-dpd7,25.0,50000.0,financiado,9.0,ensino,D,8800.0,14.42,0.19,9.0,0,0.0
4CFwjEGE-Mc3b,aA62eSti-Wxf8,fGNYnQBm-e9oC,35.0,77040.0,financiado,8.0,pessoal,A,18800.0,7.51,0.23,2.0,1,0.0
Gg7dzUxL-pNns,bLhkb89s-MoqX,DYOBZYCF-ZAf4,23.0,115000.0,financiado,4.0,ensino,E,5000.0,17.74,0.13,16.0,0,1.0
AW5TGIre-jwxf,FK0vQcI8-BLvp,5c5eM18Q-6JHS,40.0,75600.0,financiado,9.0,risco,A,14000.0,7.51,0.23,9.0,0,0.0
