loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_id
glQ9oxoS-Hhlv,Medical,A,3000,8.9,0,0.04,glQ9oxoS-Hhlv
mI8AmH0u-flJt,Education,C,11200,10.78,0,0.19,mI8AmH0u-flJt
4JstsrLD-DEde,Debtconsolidation,B,12075,12.42,0,0.07,4JstsrLD-DEde
QqElj1Hy-kCr8,Debtconsolidation,B,20000,10.25,1,0.34,QqElj1Hy-kCr8
iiJymx0k-T8Og,Debtconsolidation,E,18000,NULL,1,0.14,iiJymx0k-T8Og
T4xWrY4f-szhO,Personal,B,15000,11.83,0,0.21,T4xWrY4f-szhO
oxpLYc6a-xImp,Homeimprovement,D,15000,15.7,1,0.3,oxpLYc6a-xImp
iX4epWCQ-5kBO,Homeimprovement,B,7000,11.89,0,0.13,iX4epWCQ-5kBO
hlu3kEpK-IbKA,Education,A,6300,6.99,0,0.15,hlu3kEpK-IbKA
bg1n1rb6-aoDJ,Debtconsolidation,A,28000,7.49,0,0.37,bg1n1rb6-aoDJ
t38JzU2S-WJkG,Medical,C,12000,15.27,0,0.12,t38JzU2S-WJkG
0KFBYY1q-ofoC,Homeimprovement,B,14400,NULL,0,0.08,0KFBYY1q-ofoC
K4q2TnHC-Ku9K,Medical,C,9000,13.85,0,0.07,K4q2TnHC-Ku9K
A2eoZAUw-exrY,Personal,A,8000,7.49,0,0.16,A2eoZAUw-exrY
3jmfhoAs-afjr,Venture,C,10000,13.48,0,0.14,3jmfhoAs-afjr
dHAnrz2k-vwLa,Medical,B,35000,11.11,1,0.44,dHAnrz2k-vwLa
rT9eAuOF-rAna,Homeimprovement,D,25000,14.96,0,0.25,rT9eAuOF-rAna
mSqF9YzF-y7I8,Medical,A,4800,5.99,0,0.24,mSqF9YzF-y7I8
0r9h84TW-h5ho,Homeimprovement,D,22000,14.09,0,0.34,0r9h84TW-h5ho
m2BJFjZl-vOik,Venture,B,10000,11.71,0,0.19,m2BJFjZl-vOik
5jJq6OAs-3PEv,Personal,D,10000,15.2,1,0.26,5jJq6OAs-3PEv
5nwgRtbx-DMNd,Medical,B,3000,11.12,1,0.11,5nwgRtbx-DMNd
GABN2WdK-b79F,Venture,B,20000,12.21,1,0.39,GABN2WdK-b79F
klyf3QsA-OvDC,Personal,A,12000,7.51,0,0.23,klyf3QsA-OvDC
BN2ASACN-1Bkk,Medical,B,10000,10.37,0,0.13,BN2ASACN-1Bkk
Su4T57eo-5Hxq,Venture,B,5000,10.99,0,0.06,Su4T57eo-5Hxq
DcqzcdbJ-D6ai,Medical,A,6000,5.42,0,0.07,DcqzcdbJ-D6ai
HYscI6aT-Xn0h,Debtconsolidation,A,6000,NULL,0,0.17,HYscI6aT-Xn0h
Uk9E7kzq-z94v,Medical,A,10000,7.29,0,0.24,Uk9E7kzq-z94v
num7iFFz-gTqy,Homeimprovement,C,4800,NULL,0,0.05,num7iFFz-gTqy
S6FhkU3A-Lkn0,Homeimprovement,F,25000,18.3,0,0.07,S6FhkU3A-Lkn0
okewM4QF-LrNc,Debtconsolidation,A,5050,6.99,0,0.07,okewM4QF-LrNc
zKYvMPws-kufH,Homeimprovement,B,8000,12.69,0,0.08,zKYvMPws-kufH
TiIONiEf-RZLZ,Medical,D,30000,15.62,1,0.27,TiIONiEf-RZLZ
5miE7mTB-iPzI,Education,A,1500,NULL,0,0.04,5miE7mTB-iPzI
giY4m2iv-4NcE,Homeimprovement,B,9000,11.11,0,0.16,giY4m2iv-4NcE
NN7y1Hvr-0jx3,Venture,B,12000,NULL,0,0.25,NN7y1Hvr-0jx3
gD2jbflH-d0HX,Education,C,8000,12.68,0,0.23,gD2jbflH-d0HX
6whJpSSb-6scB,Venture,A,10000,8.59,0,0.1,6whJpSSb-6scB
OK5nEfdQ-ENcf,Medical,C,7500,15.27,0,0.17,OK5nEfdQ-ENcf
DON1zp6E-5te4,Homeimprovement,A,3000,7.49,1,0.07,DON1zp6E-5te4
UAwzTCiE-EUG0,Venture,C,15600,NULL,0,0.21,UAwzTCiE-EUG0
1d6HliID-WuPz,Medical,B,8000,10.99,0,0.12,1d6HliID-WuPz
7LTOZnaH-bj5X,Education,C,25000,12.84,0,0.29,7LTOZnaH-bj5X
H23kjItw-57a4,Education,A,11500,8.49,1,0.52,H23kjItw-57a4
yRxjJejU-zy2b,Education,A,15000,6.99,0,0.3,yRxjJejU-zy2b
lzYpi8vJ-Mwu2,Education,B,15000,11.14,1,0.19,lzYpi8vJ-Mwu2
x110SZqu-f1HW,Education,B,6400,10.71,0,0.12,x110SZqu-f1HW
RLqQTAzP-zpFY,Venture,C,20000,12.53,0,0.37,RLqQTAzP-zpFY
tmeYuodL-eetk,Personal,A,14000,6.03,0,0.23,tmeYuodL-eetk
vFxYwnTF-wUFY,Personal,D,1000,15.58,1,0.02,vFxYwnTF-wUFY
vR1nnsmU-BfPS,Personal,B,25000,10.08,0,0.26,vR1nnsmU-BfPS
97GFZxI4-4i0z,Education,A,20000,6.54,0,0.22,97GFZxI4-4i0z
WtSDR4fT-Hk9k,Personal,B,3500,11.58,0,0.1,WtSDR4fT-Hk9k
xensBHle-7fFs,Education,C,7000,NULL,0,0.11,xensBHle-7fFs
TvRj4mfA-zNSq,Education,A,5600,7.9,0,0.22,TvRj4mfA-zNSq
Ws4ZbFiw-KIHD,Personal,A,12000,7.51,0,0.33,Ws4ZbFiw-KIHD
b4Y9TO7G-sRjz,Medical,A,3625,8.49,1,0.19,b4Y9TO7G-sRjz
FeZvRLwC-9u05,Education,B,10000,11.86,0,0.21,FeZvRLwC-9u05
Hb4QAJxo-kW1a,Education,C,700,12.29,0,0.04,Hb4QAJxo-kW1a
A1WfFuW2-joYl,Medical,B,10000,NULL,1,0.09,A1WfFuW2-joYl
SJutEFKf-1aZa,Venture,A,5000,9.38,0,0.15,SJutEFKf-1aZa
XS0j6Z3L-CWhb,Medical,B,4000,NULL,NULL,0.03,XS0j6Z3L-CWhb
lLSI3Frs-nig7,Venture,E,25000,15.25,0,0.17,lLSI3Frs-nig7
d9H1nQuN-wqTE,Homeimprovement,A,6000,7.51,0,0.05,d9H1nQuN-wqTE
adEsHgOn-6hGm,Medical,A,6075,6.03,0,0.09,adEsHgOn-6hGm
HqELlHY3-yekS,Homeimprovement,A,12000,8.94,0,0.17,HqELlHY3-yekS
sMwPD90O-882f,Venture,B,5000,12.53,0,0.13,sMwPD90O-882f
herbRZc1-lOe3,Homeimprovement,A,14000,8.9,0,0.23,herbRZc1-lOe3
vXF6BcQ4-HksM,Homeimprovement,E,6000,16.45,1,0.09,vXF6BcQ4-HksM
h0GLhgR4-GK0C,Medical,A,6200,8.59,0,0.1,h0GLhgR4-GK0C
r9LY0YWa-EIQR,Homeimprovement,D,8000,15.99,0,0.25,r9LY0YWa-EIQR
QSIbmGhM-IdxJ,Medical,C,1200,14.26,1,0.25,QSIbmGhM-IdxJ
24kydDZb-0eBh,Homeimprovement,A,4000,6.39,0,0.07,24kydDZb-0eBh
p4OOR5zE-ZPvu,Education,B,NULL,16.07,0,0.12,p4OOR5zE-ZPvu
k07qhdsQ-gsaf,Education,C,3500,13.61,0,0.16,k07qhdsQ-gsaf
UnktfuhZ-FEwS,Venture,B,12000,10.74,0,0.13,UnktfuhZ-FEwS
OkWlRUFO-1Y8G,Education,B,6000,10,0,0.12,OkWlRUFO-1Y8G
0J5LLNNS-okqv,Education,B,15000,NULL,0,0.13,0J5LLNNS-okqv
AAFgzNM1-XGRh,Venture,A,8800,7.51,0,0.15,AAFgzNM1-XGRh
ehlfDkha-fWit,Venture,A,5500,8.59,0,0.1,ehlfDkha-fWit
RHz1K4t0-fGl3,Venture,C,1000,14.27,0,0.01,RHz1K4t0-fGl3
LAIXcRkP-CDx3,Education,D,9000,14.46,1,0.16,LAIXcRkP-CDx3
RDY6GO1u-O3QD,Debtconsolidation,B,7200,10,NULL,0.11,RDY6GO1u-O3QD
5TuUEHJu-tSbs,Personal,B,4000,11.12,1,0.2,5TuUEHJu-tSbs
2P1Sbo0d-c702,Venture,B,5500,11.11,0,0.22,2P1Sbo0d-c702
eS660j1E-AFI8,Venture,B,12000,12.42,1,0.4,eS660j1E-AFI8
N7EQItP6-Jixd,Medical,B,1200,10.37,0,0.03,N7EQItP6-Jixd
m7Wxnrtt-SRdx,Debtconsolidation,A,5000,7.49,0,0.16,m7Wxnrtt-SRdx
A1oMz4Gy-7x7X,Venture,B,7300,11.14,0,0.27,A1oMz4Gy-7x7X
HAjzMQWr-QJ3l,Venture,A,5000,7.14,0,0.08,HAjzMQWr-QJ3l
rNKoKmzj-XMCu,Medical,A,18000,8.9,0,0.47,rNKoKmzj-XMCu
ePUb7Kss-U6YT,Homeimprovement,A,16000,5.79,0,0.17,ePUb7Kss-U6YT
BAEN0k9z-ovod,Education,B,15000,10.83,0,0.25,BAEN0k9z-ovod
CRtQru5r-ZNQz,Venture,C,6000,13.47,0,0.27,CRtQru5r-ZNQz
tnjQkZAQ-OoXh,Debtconsolidation,A,10000,8,0,0.2,tnjQkZAQ-OoXh
vWO80r1p-Aglp,Personal,C,10400,11.66,0,0.18,vWO80r1p-Aglp
l0j3PpOh-dejL,Medical,D,7000,12.61,1,0.24,l0j3PpOh-dejL
arpXjro3-Ol4X,Debtconsolidation,A,4500,5.42,0,0.06,arpXjro3-Ol4X
U3oAIxhB-uk6R,Homeimprovement,B,6000,11.83,0,0.11,U3oAIxhB-uk6R
RFUXdH1A-rBsY,Debtconsolidation,A,1800,8.32,0,0.06,RFUXdH1A-rBsY
PMkcxp6H-IgGB,Personal,A,12000,7.9,0,0.18,PMkcxp6H-IgGB
HlL3WDiI-FeY1,Homeimprovement,C,3500,12.99,0,0.06,HlL3WDiI-FeY1
Ie7AuHiX-9Bsi,Personal,A,7800,7.51,0,0.17,Ie7AuHiX-9Bsi
XM4l3tEp-7c9s,Medical,A,3000,6.03,0,0.07,XM4l3tEp-7c9s
YQGsOYMy-JUZs,Personal,B,5600,12.42,0,0.09,YQGsOYMy-JUZs
vW0ylybZ-aWDh,Education,A,8000,6.62,0,0.19,vW0ylybZ-aWDh
s2blb2lr-YqNn,Homeimprovement,A,5600,5.42,0,0.14,s2blb2lr-YqNn
HkKYTbf9-QlP3,Medical,C,3600,15.23,0,0.05,HkKYTbf9-QlP3
dYmFjiJL-btqF,Venture,B,12000,NULL,0,0.12,dYmFjiJL-btqF
eTn9CCb7-JGRR,Venture,B,4800,11.99,0,0.15,eTn9CCb7-JGRR
5PXfA16D-diBN,Education,A,6000,7.14,0,0.06,5PXfA16D-diBN
eablbReB-vSBz,Debtconsolidation,C,19000,NULL,1,0.35,eablbReB-vSBz
4pUHHijp-nuFB,Education,D,12000,14.59,NULL,0.23,4pUHHijp-nuFB
ZXlwbMEQ-DTMM,Education,A,5000,NULL,0,0.04,ZXlwbMEQ-DTMM
DAxvHdFG-dI7Q,Homeimprovement,D,5000,14.96,1,0.15,DAxvHdFG-dI7Q
4YLUIHRa-B0Ol,Medical,B,1800,12.53,0,0.06,4YLUIHRa-B0Ol
yd1wYqDd-kQ2y,Personal,A,12800,7.29,0,0.12,yd1wYqDd-kQ2y
OllpQvFI-6UU6,Debtconsolidation,A,3000,NULL,1,0.16,OllpQvFI-6UU6
EHiUKMXP-JBzG,Education,B,10000,10.95,0,0.3,EHiUKMXP-JBzG
rCsfEeQW-PeRx,Venture,B,9600,10.65,0,0.16,rCsfEeQW-PeRx
IDtsA440-IHbf,Medical,B,7200,12.42,0,0.15,IDtsA440-IHbf
MoGpz5c5-XHnu,Education,C,7000,NULL,1,0.13,MoGpz5c5-XHnu
y1njRiR0-G7ys,Debtconsolidation,B,19200,9.99,0,0.23,y1njRiR0-G7ys
bAsM34oq-NbOM,Debtconsolidation,A,5250,9.63,0,0.08,bAsM34oq-NbOM
r3mWzX95-SY3R,Debtconsolidation,C,4650,10.28,1,0.12,r3mWzX95-SY3R
lmhmFx2j-spGc,Personal,D,13250,16.89,0,0.38,lmhmFx2j-spGc
8Mnvq9pZ-rhCf,Medical,B,24000,10.75,1,0.4,8Mnvq9pZ-rhCf
C0H0RZkD-lDQ1,Debtconsolidation,C,9000,11.49,0,0.26,C0H0RZkD-lDQ1
3fqmNN53-mt1A,Debtconsolidation,A,11000,7.88,0,0.26,3fqmNN53-mt1A
buahmT6z-wgzp,Debtconsolidation,C,6000,13.98,0,0.11,buahmT6z-wgzp
T3wsKLZm-NLwO,Medical,B,3200,NULL,0,0.02,T3wsKLZm-NLwO
0FU5TD1K-k4N5,Medical,A,12000,7.29,0,0.14,0FU5TD1K-k4N5
tgZpgi72-jXtF,Homeimprovement,B,15000,11.12,0,0.07,tgZpgi72-jXtF
KDb5GEo9-Ii9B,Venture,A,12000,NULL,0,0.16,KDb5GEo9-Ii9B
GhaZxwns-yhdf,Debtconsolidation,D,6000,14.84,1,0.12,GhaZxwns-yhdf
kOTyheSl-DQgt,Education,A,9000,7.49,0,0.25,kOTyheSl-DQgt
EPl9uv5B-h9Ta,Medical,D,3000,15.62,1,0.07,EPl9uv5B-h9Ta
TPTQCpN9-F7f1,Personal,B,6000,10.65,1,0.31,TPTQCpN9-F7f1
LBYrGOkq-gSWi,Personal,D,5000,15.65,1,0.11,LBYrGOkq-gSWi
vlG4bCP3-xO6z,Medical,A,14000,7.51,1,0.33,vlG4bCP3-xO6z
aYYkiU5f-88Tr,Medical,A,2400,6.92,1,0.2,aYYkiU5f-88Tr
yXSCz8Ux-dcE8,Medical,A,10000,7.66,0,0.2,yXSCz8Ux-dcE8
2ywUwfyF-sjpn,Venture,A,10500,7.66,0,0.12,2ywUwfyF-sjpn
2iBoddbm-UfZn,Venture,A,4500,8.49,0,0.08,2iBoddbm-UfZn
Jd5FzcH4-PjpG,Personal,C,10000,14.26,1,0.22,Jd5FzcH4-PjpG
yqFTPzRo-P9vK,Debtconsolidation,A,9000,6.76,0,0.11,yqFTPzRo-P9vK
72hKyZmy-NTln,Education,C,7000,13.47,0,0.13,72hKyZmy-NTln
PrAWoPyP-bNMw,Debtconsolidation,D,5000,15.65,0,0.1,PrAWoPyP-bNMw
4f67dJoR-IJys,Venture,B,7000,10.99,0,0.23,4f67dJoR-IJys
lf738LuF-Jtne,Education,B,2500,10.37,0,0.07,lf738LuF-Jtne
sF6oH6YX-5Pb8,Education,C,12000,12.53,0,0.14,sF6oH6YX-5Pb8
DLaYnuf9-nfri,Venture,C,3600,15.23,0,0.02,DLaYnuf9-nfri
wpLik81L-PBcn,Venture,B,12250,8.88,0,0.29,wpLik81L-PBcn
I07yTrYN-cD2b,Homeimprovement,A,12000,7.88,0,0.12,I07yTrYN-cD2b
XeFIvTrL-1QAw,Medical,B,8650,11.49,0,0.13,XeFIvTrL-1QAw
5okpbrxf-Zcol,Personal,A,6000,7.29,0,0.09,5okpbrxf-Zcol
p9bn2WYG-yo0u,Personal,A,8000,5.79,0,0.33,p9bn2WYG-yo0u
B3ED5I6J-PisZ,Personal,C,25000,13.85,0,0.09,B3ED5I6J-PisZ
gp7W8s0h-4AkX,Education,A,8500,6.54,0,0.17,gp7W8s0h-4AkX
vk1rmvXY-lnae,Education,C,7000,12.99,0,0.12,vk1rmvXY-lnae
ePrM7nmY-8orO,Medical,B,18500,12.18,0,0.17,ePrM7nmY-8orO
rpZO6bTJ-IKZK,Education,A,7000,8,0,0.16,rpZO6bTJ-IKZK
R5MGPOgB-Sy60,Debtconsolidation,B,15000,11.71,0,0.19,R5MGPOgB-Sy60
cjtBbX64-AuhI,Venture,A,3000,7.66,0,0.12,cjtBbX64-AuhI
YzG92uDc-tQ3Z,Debtconsolidation,A,6000,NULL,0,0.06,YzG92uDc-tQ3Z
R81qwdno-6Efs,Education,C,13250,16.89,NULL,0.38,R81qwdno-6Efs
dJ8Ze34K-D48J,Venture,C,24000,12.87,0,0.3,dJ8Ze34K-D48J
aOyn1Qg5-WuyZ,Venture,B,22000,12.69,0,0.27,aOyn1Qg5-WuyZ
hgSA871r-gdEh,Personal,A,30000,7.51,0,0.24,hgSA871r-gdEh
k6g3il5c-t1dy,Education,D,6000,16.07,0,0.12,k6g3il5c-t1dy
WHAo9aUd-sqSM,Venture,C,8000,15.96,0,0.11,WHAo9aUd-sqSM
djvmyEPN-CUuG,Debtconsolidation,C,12000,13.57,0,0.12,djvmyEPN-CUuG
YwpyWEpN-aFfZ,Personal,B,11200,11.49,0,0.11,YwpyWEpN-aFfZ
DBSm7qeF-0Jj0,Education,C,14400,13.48,0,0.13,DBSm7qeF-0Jj0
r0mQH7vv-PX8N,Personal,B,6000,9.63,0,0.21,r0mQH7vv-PX8N
bJTe9cSy-ruOa,Personal,A,4000,7.49,0,0.12,bJTe9cSy-ruOa
UgE1Jx96-YH9t,Education,C,7000,11.34,0,0.17,UgE1Jx96-YH9t
bih5iJgQ-zWNO,Personal,D,25000,15.05,1,0.23,bih5iJgQ-zWNO
NbmMMXCq-pIB3,Medical,B,19000,10.83,0,0.35,NbmMMXCq-pIB3
H0eFo5aG-tdxK,Venture,B,1200,11.49,0,0.03,H0eFo5aG-tdxK
I9q5awat-81Q7,Medical,A,7000,6.91,0,0.12,I9q5awat-81Q7
saRubuLG-56T3,Personal,C,1500,15.96,0,0.02,saRubuLG-56T3
hSwS0X6G-NUWP,Debtconsolidation,C,5600,15.96,0,0.12,hSwS0X6G-NUWP
YzApcEsT-D7ca,Debtconsolidation,C,5000,13.61,0,0.06,YzApcEsT-D7ca
CzC4km8p-kxyn,Debtconsolidation,A,7475,8.49,0,0.3,CzC4km8p-kxyn
OquIau5Q-CWNT,Homeimprovement,E,24250,17.56,1,0.31,OquIau5Q-CWNT
nkKChIaH-N3sx,Medical,B,4650,9.99,0,0.21,nkKChIaH-N3sx
G1ewdgYc-RTC0,Venture,E,12000,16,1,0.27,G1ewdgYc-RTC0
Jnw91qR7-nXTI,Medical,B,10000,9.64,0,0.15,Jnw91qR7-nXTI
Xa3qe3Y4-0ILb,Personal,D,2800,16,1,0.08,Xa3qe3Y4-0ILb
Q858Yfef-1lWK,Venture,A,7500,7.9,0,0.22,Q858Yfef-1lWK
WjsB3A5U-M9yz,Personal,A,6250,7.88,0,0.13,WjsB3A5U-M9yz
8E75n1EB-pFWh,Medical,A,14000,7.88,0,0.13,8E75n1EB-pFWh
zSs1ue4B-xNdb,Medical,D,4000,NULL,1,0.08,zSs1ue4B-xNdb
XPmZUet5-LGoq,Education,B,8000,12.69,0,0.23,XPmZUet5-LGoq
BxSvwzlF-4CpT,Education,A,11400,9.63,0,0.08,BxSvwzlF-4CpT
Jj93w8sl-RJo4,Education,B,10400,11.86,0,0.13,Jj93w8sl-RJo4
m9txgkva-cOEH,Homeimprovement,D,8000,14.46,0,0.11,m9txgkva-cOEH
GAkNHRf4-fCAU,Homeimprovement,A,4000,8.9,0,0.06,GAkNHRf4-fCAU
RKQmfyxB-0Ri1,Homeimprovement,A,15000,9.63,0,0.14,RKQmfyxB-0Ri1
hk6qf9Rs-ayS6,Venture,B,2525,NULL,1,0.19,hk6qf9Rs-ayS6
0dfI0oUw-xf6Y,Medical,C,2400,13.49,1,0.04,0dfI0oUw-xf6Y
BHRSc14R-qgzw,Debtconsolidation,C,10000,NULL,0,0.12,BHRSc14R-qgzw
9aRX7Ze4-us5U,Debtconsolidation,B,10000,NULL,1,0.09,9aRX7Ze4-us5U
GDnXz0Pa-r76R,Venture,B,10000,12.42,1,0.38,GDnXz0Pa-r76R
xSfz0G2B-i1TH,Medical,A,15000,8.9,0,0.07,xSfz0G2B-i1TH
TmhiQ9ng-lgl1,Venture,D,12000,6.99,NULL,0.11,TmhiQ9ng-lgl1
X5JUoqDX-aInG,Homeimprovement,B,3300,10.99,1,0.2,X5JUoqDX-aInG
9nd5EsUX-F1Gk,Debtconsolidation,D,10000,16.89,1,0.2,9nd5EsUX-F1Gk
xWJj6Hcz-5drE,Venture,A,6000,7.9,0,0.12,xWJj6Hcz-5drE
HZ4yaCwy-cCTa,Medical,C,7500,11.34,1,0.35,HZ4yaCwy-cCTa
INY9LF2P-UAEp,Personal,D,22000,15.65,0,0.34,INY9LF2P-UAEp
mDdfiQme-rN5e,Venture,A,8000,7.29,0,0.24,mDdfiQme-rN5e
ZdvqnkL2-xxkt,Venture,A,1800,8.9,0,0.04,ZdvqnkL2-xxkt
7Ncgg59S-rNux,Venture,D,5600,14.59,1,0.39,7Ncgg59S-rNux
xh6OWzcG-9U4e,Personal,B,15000,11.11,0,0.16,xh6OWzcG-9U4e
DpPvqFYP-2Oh2,Education,C,11500,15.27,1,0.32,DpPvqFYP-2Oh2
GJLRPgMp-4WgM,Homeimprovement,C,16200,13.99,1,0.32,GJLRPgMp-4WgM
KZZ0BZZR-nhso,Personal,B,8000,12.12,1,0.22,KZZ0BZZR-nhso
8t7pMXWH-Q4ug,Personal,A,6000,7.88,0,0.28,8t7pMXWH-Q4ug
iA8EB6WU-KDKQ,Medical,B,10000,10.25,0,0.28,iA8EB6WU-KDKQ
1iPuEryI-dSA1,Homeimprovement,B,4000,10.95,0,0.07,1iPuEryI-dSA1
rydDATx3-N9y7,Homeimprovement,D,25000,15.31,0,0.12,rydDATx3-N9y7
UC0nDbku-lYTR,Venture,A,5000,7.49,0,0.12,UC0nDbku-lYTR
r48aZSbT-o5o9,Education,C,10000,12.73,0,0.21,r48aZSbT-o5o9
MKcmQrqO-Tu6D,Education,D,18000,16.32,0,0.3,MKcmQrqO-Tu6D
bkp6eaYs-6iDh,Venture,D,7000,10.38,0,NULL,bkp6eaYs-6iDh
CJwSToAj-nZo3,Debtconsolidation,C,5200,13.92,0,0.15,CJwSToAj-nZo3
FrxnPeGS-MJ4R,Personal,C,20000,13.79,0,0.14,FrxnPeGS-MJ4R
rMUuJlA6-uwkl,Debtconsolidation,B,21000,11.48,0,0.28,rMUuJlA6-uwkl
K7dQoKss-OLOU,Homeimprovement,B,9000,12.42,0,0.19,K7dQoKss-OLOU
qle1yRQR-PZEi,Education,B,3200,12.42,0,0.08,qle1yRQR-PZEi
QKDlpIm7-sqMC,Venture,D,14000,16.89,1,0.13,QKDlpIm7-sqMC
uBxXp0a6-mpey,Education,C,8000,11.09,0,0.11,uBxXp0a6-mpey
hQLKn0Ne-uFS4,Education,C,3600,12.69,NULL,0.04,hQLKn0Ne-uFS4
BPsGSXuf-mZNC,Debtconsolidation,A,12000,7.49,0,0.18,BPsGSXuf-mZNC
mRdaJlQW-GAzh,Personal,,7600,NULL,1,0.17,mRdaJlQW-GAzh
8eMUr2Nx-tXqD,Education,D,10000,16.29,0,0.12,8eMUr2Nx-tXqD
1d9RIhk6-vwov,Venture,B,6000,NULL,0,0.08,1d9RIhk6-vwov
FQhMCqwF-8RXp,Venture,A,5600,7.49,0,0.09,FQhMCqwF-8RXp
EgPOG2XK-fvyf,Medical,B,12000,10.99,0,0.1,EgPOG2XK-fvyf
40qlhA7j-5biQ,Medical,C,16800,13.47,0,0.22,40qlhA7j-5biQ
dmj3wtqx-ucZu,Personal,D,1825,15.62,1,0.13,dmj3wtqx-ucZu
r7NcNOX8-OQ26,Homeimprovement,A,10000,7.51,0,0.09,r7NcNOX8-OQ26
cXJCPpl0-g1Ra,Venture,C,20000,13.06,0,0.25,cXJCPpl0-g1Ra
C5xNa6Bq-zz1E,Homeimprovement,B,3000,NULL,0,0.04,C5xNa6Bq-zz1E
2i5UmxCs-jGkB,Personal,B,2400,10.99,0,0.09,2i5UmxCs-jGkB
bTuQ8DdQ-6CAg,Medical,D,10000,15.28,1,0.12,bTuQ8DdQ-6CAg
nhh1Hj4l-tmyS,Venture,A,11400,7.51,1,0.38,nhh1Hj4l-tmyS
a6F6NLYJ-IUll,Venture,D,8000,15.65,1,0.2,a6F6NLYJ-IUll
rfQl9qNb-33ES,Personal,A,8000,7.88,0,0.11,rfQl9qNb-33ES
rT4Wvc97-8ev2,Education,A,4000,5.42,0,0.04,rT4Wvc97-8ev2
Yo4KdjSR-gxDi,Medical,A,7000,7.29,0,0.16,Yo4KdjSR-gxDi
jiaxAjg6-LCpJ,Personal,D,3000,14.59,0,0.06,jiaxAjg6-LCpJ
MOXxp1lQ-6bkY,Venture,B,12500,11.99,0,0.12,MOXxp1lQ-6bkY
bDB4g1Pu-tdTm,Homeimprovement,B,9200,11.89,0,0.2,bDB4g1Pu-tdTm
m6giyUGm-nAte,Medical,F,5000,18.43,1,0.25,m6giyUGm-nAte
A2IhNpzC-aUk4,Debtconsolidation,B,21000,10,0,0.28,A2IhNpzC-aUk4
vtyNnSaU-mE8f,Homeimprovement,A,15000,7.88,0,0.12,vtyNnSaU-mE8f
ugPzflty-aolk,Medical,B,18000,NULL,0,0.1,ugPzflty-aolk
x1qHwMcX-u4bb,Personal,A,9000,NULL,0,0.12,x1qHwMcX-u4bb
NvCLi7oD-DBvb,Education,A,7500,8.32,0,0.09,NvCLi7oD-DBvb
wwKDFSrN-ZYYX,Medical,A,17500,8.49,0,0.12,wwKDFSrN-ZYYX
PAt3u1vf-O3cu,Medical,A,4425,8.9,0,0.07,PAt3u1vf-O3cu
ppL2I9xU-NMDl,Homeimprovement,B,6000,8.88,1,0.13,ppL2I9xU-NMDl
t2cfhB12-X6Ga,Homeimprovement,B,8500,12.18,0,0.17,t2cfhB12-X6Ga
WjERk7bk-flUT,Personal,D,2400,14.42,0,0.01,WjERk7bk-flUT
gBSmMIi5-ga4b,Homeimprovement,A,4800,5.42,0,0.06,gBSmMIi5-ga4b
pxbOckYQ-rSHy,Education,B,25000,10.25,0,0.31,pxbOckYQ-rSHy
zUlN3LrO-lIjj,Education,A,3600,NULL,0,0.08,zUlN3LrO-lIjj
fAp3bB4x-m24H,Medical,B,25000,11.86,1,0.31,fAp3bB4x-m24H
mNrucw9Z-Xl0T,Personal,C,9000,NULL,1,0.11,mNrucw9Z-Xl0T
A3yqYHhz-GK1y,Homeimprovement,A,20000,6.91,0,0.2,A3yqYHhz-GK1y
LhlJUi1Q-YiEv,Debtconsolidation,A,4800,8.9,0,0.14,LhlJUi1Q-YiEv
wfhaKEj3-QrgU,Medical,B,6000,10.65,0,0.25,wfhaKEj3-QrgU
hwREmn3x-Hz9U,Homeimprovement,B,25000,NULL,0,0.16,hwREmn3x-Hz9U
SELrP1I0-oFTY,Venture,B,12000,10.74,0,0.12,SELrP1I0-oFTY
k97YRYOf-u5z1,Personal,C,7000,13.79,0,0.26,k97YRYOf-u5z1
26KOtdFm-fwt7,Medical,C,6000,14.22,0,0.14,26KOtdFm-fwt7
Y37lP7Ty-tas2,Debtconsolidation,B,35000,NULL,0,0.22,Y37lP7Ty-tas2
GNcA2p0X-B9Gf,Medical,B,12000,10.38,1,0.35,GNcA2p0X-B9Gf
OhL6e5J2-azaj,Personal,A,7000,NULL,0,0.12,OhL6e5J2-azaj
QL5GsrlT-5ts2,Medical,A,10000,7.51,0,0.17,QL5GsrlT-5ts2
mB97UIG5-CYmY,Medical,B,3000,11.49,0,0.05,mB97UIG5-CYmY
HiTGoiOp-PwAX,Debtconsolidation,A,4500,7.66,0,0.11,HiTGoiOp-PwAX
OCRbrGbm-T85N,Medical,A,35000,8.9,0,0.24,OCRbrGbm-T85N
MQTFgdl9-WiXQ,Venture,B,19000,11.99,0,0.18,MQTFgdl9-WiXQ
2pqJR4EC-k5Sb,Medical,C,7000,13.49,0,0.08,2pqJR4EC-k5Sb
iEHuKufD-Rfty,Personal,B,3000,11.89,0,0.05,iEHuKufD-Rfty
hPlfs8Mp-QYPq,Personal,A,2500,5.99,0,0.04,hPlfs8Mp-QYPq
x9aFDAvM-ATxX,Education,A,2500,6.92,0,0.08,x9aFDAvM-ATxX
MMEDmqMK-UzCH,Homeimprovement,B,15000,9.99,1,0.17,MMEDmqMK-UzCH
