id_cliente,idade,salario,tipo_imovel,tempo_trabalhando,id_emprestimo,motivo_emprestimo,grupo,valor_emprestimo,juros,RISCO_INADIMPLENCIA,emp_sal,id_historico,INADIMPLENCIA,tempo_cliente
K1F9HpLD-Dbu2,25,33000,Mortgage,6,WBmZG9sP-AaaQ,Education,A,8000,6.62,0,0.24,6fnibIgw-rvsx,N,4
qJUpNOvJ-uYAP,34,54072,Mortgage,12,3DIEktYL-8Lk2,Personal,B,7000,11.89,0,0.13,oX3qUxt8-461d,N,9
1IlPqkBJ-zQpv,23,55000,Mortgage,2,zzny3FWt-99ll,Education,A,7000,8.59,0,0.13,ps84xFWG-HAAs,N,2
x9T5EOfw-0rA7,25,110000,Mortgage,1,qMHzWEIR-7cK4,Personal,B,25000,11.49,0,0.23,XeoXDu74-NcNU,N,4
QlXaCX3t-Q85L,27,40000,Rent,8,ON3nZ3dM-wtaH,Medical,B,12000,10.37,0,0.3,yFWW5jtg-PvHs,N,9
uxQId6GI-d2mT,26,45500,Rent,2,vgAIPEm4-98bz,Education,B,9400,9.91,0,0.21,CNdOex7p-6kDu,N,2
hUw9rah2-9fRN,31,30372,Rent,2,pS6hZK93-R18S,Personal,D,20200,14.74,1,0.67,lgOzwHSH-4w7c,Y,5
m6DGkUaP-iHXK,32,27500,Own,1,DfWyTQmP-LNW7,Venture,D,5000,14.59,0,0.18,0vz2S8uA-dvl5,Y,10
yNc3AMUJ-g9M0,25,48000,Rent,3,s5R0Zoii-JoXI,Debtconsolidation,B,2000,10.74,0,0.04,tfP5myUL-MN7O,N,2
DnvUYdtP-qrko,37,97000,Rent,8,ZUnZ5SKp-kQS6,Homeimprovement,F,25000,19.41,0,0.26,KGncw2D5-kLp3,N,11
kAlNx7Er-lUmv,26,45000,Rent,2,G4GvIgC2-Pm8O,Debtconsolidation,A,9050,7.29,0,0.2,WDeR1OyZ-KWY3,N,3
YLjxgZrW-OZI1,30,77000,Mortgage,5,Yoah6FHe-TPwH,Debtconsolidation,,6000,13.79,0,0.05,kEevvn8I-cs3l,,10
2Arimgvk-Loqu,24,120000,Mortgage,8,F6Dq97Xe-i9Sh,Homeimprovement,C,9500,11.66,0,0.08,z0jh9bn3-PyNX,Y,2
g9BgqUY9-LWaW,29,110000,Mortgage,0,lZu7WTQf-g6ds,Venture,A,15000,8.94,0,0.14,S6M7mStN-r5Br,N,7
BzbRTgq5-yEWn,26,45000,Rent,5,8or8PTb2-ZWMj,Personal,B,2000,11.49,0,0.04,M0YcnP0n-xt25,N,2
2RDFhRYK-Pfmh,25,55000,Rent,2,oiPZG06v-npYx,,,7200,9.88,0,0.18,fM4wDFZL-fZFM,N,4
qywrL1vg-3cEu,24,33600,Rent,1,iBbuB5c7-BxMW,Debtconsolidation,B,10000,9.88,1,0.3,lMGxmGuC-cbDn,N,4
DeTLIWJI-4xNK,23,34348,Mortgage,7,HDrXYUGP-w1P4,Education,A,5000,7.9,0,0.15,97gvf9qI-HE7w,N,3
tXzpD63u-jQ7x,24,73000,Rent,0,6cmu4XDe-IaCG,Venture,E,22400,16.7,1,0.31,Tn6Exis0-H4u2,Y,4
KpCXvBds-ABZJ,24,90000,Rent,6,ZhkizmIH-yvlt,Homeimprovement,D,15000,17.27,0,0.17,HxP51WSC-uRrw,Y,4
fS3wBoN1-CERS,22,36996,Rent,5,xytY8drt-jWuD,Education,A,10000,7.51,0,0.27,xntvz1ur-TDlv,N,4
zMhIlSqi-AEKN,21,40000,Rent,3,yU73LS76-FLhY,Venture,B,5000,9.25,0,0.13,0Mj2PAXG-XRiT,N,4
njhdtaWa-YjYj,24,90000,Mortgage,0,Q0gpax9E-GeAi,Debtconsolidation,C,24000,13.06,0,0.27,SKUbyzPQ-NzxZ,Y,2
gdFsESTL-53AY,23,34884,Rent,3,a291oFnF-HMYb,Education,A,2000,6.92,0,0.06,Bbbdnf9B-yCLk,N,2
m8L35Htc-wyH7,25,44000,Rent,9,6BTtJIu5-9r0X,Medical,A,9000,7.29,0,0.2,w0gK4OaM-P5Ox,N,3
oYrTAkcZ-6IIh,23,48500,Mortgage,1,z4sZmfcI-twEF,Venture,,15000,12.68,0,0.21,6cPXUYMO-ReOc,,12
QY8u8lpT-bjPx,22,50000,Mortgage,2,W2eEhL4u-150I,Debtconsolidation,A,11000,8.94,0,0.22,kdE9pCxp-dbg6,N,4
Cvb4O2jp-wHu1,22,28800,Rent,3,FYZdalOY-opC5,Medical,A,2000,8.49,0,0.07,0tn2d3Ra-g1Yf,N,2
dYoE39RU-b55U,22,86000,Mortgage,7,gTl9I4ZQ-qeTR,Education,C,18000,13.48,1,0.21,t3yheQ7t-dinf,N,2
WZYbIwRd-6BHg,23,65000,Rent,2,KT3TPb3t-NpXn,Venture,A,5000,5.42,0,0.08,cKMGQ67m-AoC0,N,2
jgejgj4Q-T2mX,24,70000,Mortgage,4,Qd1z2fzs-XCRq,Education,B,21000,11.99,0,0.3,nwNw9KhT-xSE4,N,4
kcz1Q0BI-BHYC,22,34819,Rent,2,qp1Z7I1F-lCLF,Personal,B,16800,10.99,1,0.48,84p1dIlA-BbrB,N,4
C0YoCWbd-ijJk,28,105000,Rent,5,vJgZXsMs-c6Nl,Debtconsolidation,C,5500,15.23,0,0.05,sydunFy5-z1ks,N,7
8hJw4NmS-3slq,23,37440,Rent,8,8ulintvn-MmRN,Education,E,8000,14.18,0,0.21,JqSovkOX-CmlI,N,2
ZTlNGvyz-XCeZ,26,244800,Mortgage,11,0Kn9F1fD-TDds,Medical,D,12000,16.29,1,0.04,zppvvmxl-xEoJ,Y,4
fXUfKjJy-Urlj,25,125000,Mortgage,9,Au6v3NeF-Xfju,Personal,B,12000,9.91,0,0.1,SdNzsJKR-9NY6,N,3
appCZ4do-LtKX,29,62050,Rent,3,hdD9yDrn-N1Oy,Medical,E,15000,15.95,1,0.21,9b9Yilpd-jSTb,Y,8
P2nyUngi-F1PT,23,51000,Mortgage,7,BdNGntCr-qvL7,Medical,A,10000,7.14,0,0.2,O2BxjQKr-9aAu,N,2
38M5a2op-d8GA,26,71004,Rent,0,YBZNSCLM-C146,Debtconsolidation,D,20000,13.36,1,0.28,SkSNIzWd-wMA5,N,2
hHibXddk-Jyuo,25,40000,Rent,9,o8ZptnDF-rHdw,Education,D,5600,14.61,0,0.14,exWa4XeR-c8uj,N,2
RPS1jCBb-XNle,26,39516,Rent,0,B7qwUmrw-8284,Medical,A,5000,7.74,0,0.13,GS53EKqU-07O5,N,3
C8sPyNFu-CkHC,27,29120,Rent,2,BHdexHRR-pYpC,Medical,B,4000,10.75,0,0.14,6iisdXGM-fKOE,N,8
KUtXD8Wt-qB7F,22,74000,Rent,4,J1nzMMkO-6MnB,Personal,A,5050,5.42,0,0.07,2YeXe7Fj-jier,N,3
K7zoRhxn-eb7l,28,20292,Rent,3,lRo3zwU2-PRH7,Venture,B,3900,12.53,0,0.19,0Rqls6p8-2YNy,N,9
LP3nnAaH-75KA,36,30000,Rent,1,Xu6iyCMJ-sndF,Debtconsolidation,B,5000,11.14,0,0.17,yWD23Hc7-FwdT,N,17
MqYBRNH7-5c4B,22,70000,Rent,5,cIOekPU2-7fL8,Personal,A,13600,7.29,0,0.19,vDNYGk2b-1dAu,N,4
dgAaSjYz-gJIX,22,76000,Rent,6,bAXwww4Z-6hsS,Education,B,7000,11.12,0,0.09,wTtKEBQq-C3tB,N,2
32cvO078-WNew,30,80000,Mortgage,4,ID3vFNZH-7XhQ,Debtconsolidation,A,10750,6.17,0,0.13,BSZZmupJ-5pBC,N,5
Kf6gImcE-xbaw,32,30000,Rent,1,tn31lWz7-2PC3,Education,B,11450,9.99,1,0.38,P2fFRUNs-8QaU,N,6
S2elOxRr-I5DJ,25,82000,Rent,2,va2s6TDG-JBee,Personal,A,9200,6.03,0,0.11,NAewTBYi-TyUr,N,3
bXjzuQLY-jCAM,38,85000,Rent,9,5D5hLo6H-EseH,Medical,B,10000,11.12,0,0.12,N9FTZuZ2-Ht3E,N,12
q9vg3dAm-yMN7,27,42000,Rent,2,USYKwPD8-yIAf,Education,A,3000,8.94,0,0.07,ZeUkPows-sILM,N,5
SoqAx1G1-IqQS,33,65000,Rent,1,S1ZQ17lE-zJps,Education,B,4700,9.45,0,0.07,UsBCKy7g-QlCp,N,7
6sT5wH4f-Sz85,42,30000,Rent,5,uvMSSeJU-4w6r,Venture,D,8000,14.96,0,0.27,70EIJJxI-8gwT,Y,12
FdO3usIX-XXms,33,92000,Mortgage,8,E2HijRCe-Cacn,Personal,C,20000,13.06,0,0.22,XKSeAfNc-9Q00,N,9
IetsNfoS-G2wU,33,48000,Rent,0,8iKdx45w-453B,Medical,C,4000,14.65,0,0.08,N8ykOqqI-UepR,N,5
mpDz9lk9-iun0,24,80004,Rent,3,5zkjPp2f-v2wo,Education,A,10000,6.62,0,0.12,LBjXfeeh-I6yX,N,2
krSpmLa7-D1um,30,64000,Rent,8,2c9LlIqv-4qp3,Debtconsolidation,D,16000,15.7,1,0.25,6DZEwU52-9epO,Y,5
pj5c4z7K-uIwY,33,54000,Mortgage,6,U8iwtNM1-FeQo,Education,B,2100,9.99,0,0.04,1a4bIbMm-S0n2,N,6
J2vjPiPf-gof0,36,46000,Mortgage,6,pwGgrBqh-rg6S,Personal,C,5350,15.27,1,0.12,glJDUL98-caxt,N,12
asLBZcpm-kCZD,22,72000,Mortgage,6,k1CHjCi7-qI6t,Medical,A,5000,6.54,0,0.07,xU8Bnv6Q-3dEk,N,2
OxEqn5nk-fNcI,27,140000,Mortgage,7,tx3DY2Ft-Migh,Personal,A,18000,7.9,0,0.13,9Z94ZEcY-6CAa,N,9
jDyb0qXw-uz6h,31,79000,Mortgage,14,vYkrttbJ-I9xq,Debtconsolidation,C,20000,13.49,0,0.25,8ZjTBF0E-ozKf,N,6
w7iTMxXu-MK6b,29,38004,Rent,2,NdfRZlMF-eKCt,Education,C,1500,12.53,1,0.04,MdHxOoeL-wIwY,N,8
oQcHFARJ-ouWU,25,46000,Rent,4,jl8A4pQs-n3qg,Education,B,15625,9.91,1,0.34,MBsoKETF-s0pb,N,4
kZkKp548-1nSd,32,150000,Mortgage,11,5Ny3KDpX-bXWg,Personal,A,20000,7.9,0,0.13,J6xQCSto-IsXi,N,10
ZYHGSgmD-rgw4,28,82300,Rent,3,UJ8uRppx-7jHD,Venture,A,3600,9.63,0,0.04,qnrWMZ5K-mjay,N,8
q9JCcyOU-9YAh,29,48000,Mortgage,8,881Wczll-9QyE,Medical,A,4500,5.42,0,0.09,as8WAriC-nB3w,N,7
H8IgoUKx-lJcF,23,37700,Mortgage,4,rPj9EnMb-a3bc,Education,D,8000,15.62,0,0.21,CStmTbDl-q9cx,Y,3
S7jBQSo0-yKlr,26,64000,Mortgage,5,xZYr6kcE-d6iH,Debtconsolidation,D,7000,15.95,1,0.11,o04ipj4J-TzI1,N,2
izIs3iGa-SABq,24,40800,Rent,0,2NWc1ee8-s2bB,Medical,B,7000,11.86,0,0.17,3hM6FXcl-bI03,N,2
bOjjTiU2-QRZL,23,60000,Mortgage,6,Fw1T5DM6-YJ4r,Personal,A,7000,6.54,0,0.12,PdIcXjaO-SioI,N,2
WnsZnXno-zk8N,23,48000,Rent,7,kDxop3Ur-KELM,Medical,D,20000,15.65,1,0.42,NcRkNRHc-dZSH,N,4
CyQu921S-EHLE,24,69000,Rent,2,Bet48dJH-KFkq,Debtconsolidation,B,12000,10.2,1,0.17,gru8DGqA-8QEF,N,4
uYaTB3Wu-fppE,24,128000,Mortgage,4,JOnm6XHi-F5Uh,Education,A,12000,6.03,0,0.09,HLUIeOvX-mLwq,N,2
uMBb17OO-qik7,23,32388,Mortgage,0,M0p9gY7w-ESHY,Venture,B,6000,10.71,0,0.19,FMgpZyFw-Sezm,N,4
pcGh7n3E-NNXE,35,31000,Mortgage,2,CZ2YRdP0-Sx2R,Personal,B,8875,11.99,1,0.29,vc6wcT4J-E8m4,N,7
AB6ZOmSu-Fw6U,29,64402,Rent,1,gFi0XMM5-TWq8,Debtconsolidation,A,13500,7.49,0,0.21,dkwDwLUl-U9fh,N,8
jyGtSlgs-iUsc,30,25800,Mortgage,7,aj5H3e6C-IFUw,Debtconsolidation,A,6000,5.99,0,0.23,o1c25pAG-uxpk,N,6
AOpb6m2q-WZcv,24,65000,Mortgage,2,BGXes5i7-T2gJ,Venture,B,12000,12.69,0,0.18,eG1hGKrC-M9zf,N,4
mgUd3xbw-zc7w,37,40680,Mortgage,6,wFnB3Ghx-mSav,Debtconsolidation,D,8000,15.21,1,0.2,UhYen1OZ-TekC,N,13
vFtSh5E6-elj5,31,144000,Rent,0,lEGqOZfD-B68A,Education,G,13000,21.21,1,0.09,cPO69tgt-XW4y,N,6
i1cx3PxO-2vHX,31,59000,Mortgage,2,6RS2SzYu-bfZy,Debtconsolidation,B,13000,11.14,0,0.22,lAFgrLi0-as8C,N,7
lbkvs9nm-DbD1,32,45000,Mortgage,2,kYeThBq8-GXwm,Personal,C,8000,14.65,0,0.18,1YDvByed-mMir,N,8
DbpdMqcb-aOaX,25,200000,Own,0,YyOKc4g5-BmRO,Venture,B,24000,12.18,0,0.12,MlwmlJLf-xrUs,N,2
h0yo6okh-nObb,29,58800,Mortgage,13,nCHy8xEW-hGrB,Venture,B,16000,9.88,0,0.27,JkPTJTjx-rMQW,N,6
LJeqAUjy-TuB5,26,41892,Rent,8,5vcNPj1Q-eqSd,Education,C,11300,13.22,0,0.27,3FBCHTG1-Xwia,N,4
zyuj4Die-kRoq,25,60000,Other,3,0fhbJlyT-MUuw,Debtconsolidation,B,5000,11.14,0,0.08,QE2sR9cd-H7tZ,N,3
DALriLpj-igUA,22,96000,Rent,6,ckNHmK3e-nOP9,Personal,B,17000,11.48,0,0.18,40c5xyNG-FmOq,N,2
hhhhMPRX-yD9A,21,27600,Own,3,Xf6BMadY-bgfZ,Education,C,1000,15.27,0,0.04,tAuJhlyJ-WpoG,Y,2
otpEpRjY-ibPG,25,88668,Mortgage,2,95uCor5Z-aqjy,Medical,A,3000,6.62,0,0.03,zysmQ1pR-8yXy,N,2
WqWogdnB-iyZc,26,99085,Mortgage,10,Ftelt88n-GSnk,Venture,D,8000,14.91,0,0.08,X7I6MSKm-sYQF,Y,4
APru5grA-6xje,39,30000,Rent,3,1d7mqddG-aY7m,Debtconsolidation,C,2300,14.79,0,0.08,mcB2aN2i-FEid,Y,15
1JnqA9F9-78JP,37,22800,Own,18,EvtBzav9-5YiQ,Education,A,7000,6.03,0,0.31,dojYZ3Ie-WlX4,N,15
fLwL31X9-b09l,21,44000,Rent,0,bSgfXl4P-yxB5,Personal,D,5500,15.28,1,0.13,ruE6hY66-Ufb6,N,3
k5SQwikK-OO3Q,28,55000,Rent,6,NmzRwrDc-6Nfb,Medical,C,12000,14.27,0,0.22,YpuTDOhr-LIg5,Y,10
SFQ4hYkm-GYou,22,80750,Mortgage,1,TAhdM8I6-QF24,Medical,D,24000,15.99,1,0.25,SpFu9n5q-nXka,N,4
AgBAdMeS-2zRT,38,36000,Rent,13,XngH9zb0-uXQ3,Education,B,7500,11.36,0,0.21,XYyrFz5s-zbct,N,13
6f4bxHZt-GAqh,22,67807,Mortgage,6,Fjpn6N2X-6dPS,Education,A,6400,7.14,0,0.09,fZqge5uz-cNUp,N,3
tyZi0wGK-rwag,21,45600,Mortgage,5,3DlK3T4Y-EMvP,Medical,A,6000,6.03,0,0.13,nyz2Ck8w-5Qi2,N,4
7El5tLCy-zwgL,22,38400,Rent,6,yX7GLpJs-QRI8,Debtconsolidation,B,3600,12.69,0,0.09,zE0grmfE-2xBt,N,3
ngRq1Ail-cbTn,31,57400,Mortgage,6,1xo0m5uE-GMf0,Personal,A,7600,5.99,0,0.13,EpLJgP8j-lpGO,N,10
j9cPXqK2-5pdb,27,116000,Mortgage,4,j8TceiDv-mEEd,Personal,D,25000,13.36,1,0.22,zFUJE5k4-nBgH,N,6
3pYmvJL7-3AGb,28,39600,Rent,6,xHteA99Q-OfiP,Venture,B,4500,10.25,0,0.11,MrwUXdoN-skDt,N,10
SkSA1P9G-8Xjn,38,48000,Mortgage,9,Xoux84dJ-2WrP,Homeimprovement,B,7800,10.65,0,0.16,XfiUXBJP-q9Ca,N,12
ENJ47R41-fSIa,22,31200,Rent,0,0iBuGEIS-QdfL,Debtconsolidation,A,2700,6.91,0,0.09,pgI9ZTAm-YAYL,N,4
gBh8QppQ-H19F,22,69000,Mortgage,6,bsWWrCUn-b65N,Medical,A,6500,5.99,0,0.09,A2DfpamE-Lq2r,N,2
4uShMdO6-CyG8,45,26748,Own,8,Px4nS8sO-0EQc,Medical,A,4000,7.88,0,0.15,whtSohDo-GMk2,N,12
8CahRaM7-KljP,25,27600,Rent,2,kXBBtZwg-bSPQ,Venture,B,3200,12.21,0,0.12,2pT4T2Ru-OKba,N,2
RQWFf0Rp-SNS1,28,36960,Own,6,xebQZoaN-5JuO,Homeimprovement,C,15000,13.61,0,0.41,lDlHD7cr-cp0n,Y,10
gYE6fPgA-xRrd,23,56403,Mortgage,7,dlITUjzB-nzjO,Medical,D,30000,16.49,1,0.45,nODwk1U6-2o6o,N,2
uTcwUb7Q-DI8B,25,38880,Mortgage,1,3UhMQY5c-k6sr,Personal,A,9500,7.51,0,0.24,LpaP5a4L-Tqub,N,4
PfSsB3Tl-2XTe,22,42000,Rent,0,WfpITcYw-lSrX,Venture,D,16000,16,1,0.38,2TQupSEp-MQO1,N,3
onR08YxL-3Oe1,48,56500,Mortgage,9,cE1nEHAv-GwQF,Debtconsolidation,B,15000,11.14,1,0.27,fXgsHDJA-7G7l,N,11
ZOd5NM95-L2hX,24,120000,Mortgage,1,29iZ5uxL-9jaw,Medical,A,3000,6.39,0,0.03,NdT4e9hA-WfUy,N,3
mEsQYd6g-OWPq,23,61000,Rent,3,x5987Qnz-mdkj,Venture,C,8000,13.22,0,0.13,MNUGdiAB-QFhQ,Y,2
1IuhsXr6-4jxK,25,56000,Mortgage,5,WQlNC6Lu-NfJh,Personal,C,10250,14.65,0,0.18,0SufCfJR-ixxo,Y,4
g207752f-KPeq,24,48000,Mortgage,3,OqBz0aLl-YKaZ,Debtconsolidation,B,4800,9.99,0,0.1,FSquHZqw-zJzf,N,2
MDLb0B46-FN5o,28,123000,Mortgage,0,RsSlMGgQ-OA5S,Personal,A,10000,7.14,1,0.08,binQWD6g-fmi9,N,6
hq0EgrWZ-k1dN,26,55000,Mortgage,2,mt9xPcmL-zTwm,Medical,A,11300,7.29,0,0.21,Pwn4EIS3-lik0,N,4
PZMTzrF8-rebw,35,143485,Mortgage,10,GH1NQvYr-6qJT,Personal,B,8000,10.62,0,0.06,wAydPjzC-w6Ei,N,7
Dwu2WL4Y-MHQd,25,100000,Rent,7,CyHHGYU2-IQxp,Medical,C,9000,11.34,0,0.09,3Xi1zckI-Djq9,Y,4
5I5zaqge-KPb3,28,36000,Rent,2,Rz5hstMh-hPfm,Homeimprovement,B,7500,10.39,1,0.21,3HW3PWav-kutr,N,9
iTJZTJgR-uDaq,23,76000,Rent,7,hGQ2wWGl-BiGO,Medical,B,20000,10.37,0,0.26,FDhbvWny-58ON,N,3
MBQ9vwDS-GO6z,25,60000,Rent,9,THhlGtza-1rzk,Medical,B,7000,10.36,0,0.12,le3H793c-6t4m,N,3
rO48oIEy-fOiz,25,33000,Rent,0,poDkQUB8-nP4A,Venture,C,10000,15.96,1,0.3,xRpZKINr-McCU,Y,3
iaFRoD8s-dG19,43,50000,Rent,0,GGl4mYaI-5jUA,Personal,B,4500,10.74,0,0.09,7LEUYAG3-Lhcj,N,16
ijOaSbwD-RDsK,24,38000,Rent,0,l4K9JaSN-Sl5F,Education,C,12000,11.34,1,0.32,LmHuoxsL-S4le,N,3
Xr2DCjCw-3hDY,22,38500,Rent,0,ILm09WZA-ZBYN,Personal,A,5500,7.74,0,0.14,imRY4ZvM-Ygkb,N,2
JB9Rshiv-dQIj,21,35000,Own,5,iZ2bgu3b-2r07,Venture,A,4000,7.29,0,0.11,h2TkvsIr-bwlJ,N,2
UnzTTQjW-akgg,30,105000,Mortgage,0,JaXsUYxK-qhR3,Venture,C,6000,14.72,0,0.06,7zZ6Pos1-Ikzt,Y,10
HQzOZKXE-Z1pC,22,106000,Mortgage,5,eafESRfG-HI7d,Education,F,25000,18.09,0,0.24,ZnxO37J1-F4Pv,N,3
7jhfoxa6-ecy1,29,87000,Mortgage,4,uIs8mu3v-HAo8,Homeimprovement,B,15000,10.99,0,0.17,GzGZIXaL-j6x1,N,5
EiLqvW9T-M4wZ,33,30000,Rent,3,UjNqRxtK-silz,Debtconsolidation,B,11975,9.99,1,0.4,QP4PtfgC-jMDT,N,8
8z1I8Cyc-cpuj,22,80000,Mortgage,0,Gf9owtxv-22Mo,Medical,C,2000,14.72,0,0.03,EDvRjlCf-C8K4,Y,3
c6WxXTli-ZKNp,22,126500,Rent,1,AXlf7zhY-Ojol,Debtconsolidation,C,19200,13.79,0,0.15,pnuN0Rlr-Es4e,N,4
Kdd8Sz2h-i9uN,31,53000,Mortgage,2,bFr43xjU-c4Ct,Medical,B,7200,10.37,0,0.14,xlUic5a6-b12r,N,8
cHx4RQCW-7kT1,23,60000,Rent,6,BYTw6kdR-i0JY,Debtconsolidation,B,22000,10.25,1,0.37,gD6ZFmsM-QAxu,N,4
xhHUjMI7-4FNK,34,61200,Rent,18,W83si4Nm-8Jid,Medical,B,30000,11.71,1,0.49,5WjwbhNg-hQcd,N,8
A81tuFmU-6z4Q,23,65000,Rent,0,MzaUZiqA-vfDK,Medical,A,6000,9.63,0,0.09,8KJ9jfgE-DB9c,N,3
E5jCffBY-qcyI,24,54000,Mortgage,9,7lTKrITe-FZ9A,Medical,C,15600,13.61,0,0.29,osGYEG6H-xD1K,Y,4
mGY4Qr6b-vRlc,28,64000,Mortgage,3,ZR3XxjNx-s4pu,Venture,A,7200,7.29,0,0.11,2jH4kLhi-MnBZ,N,8
MWWXZaqO-vnve,29,51504,Rent,0,EhHtMq6D-DOJZ,Medical,B,5500,11.89,0,0.11,vmhysaic-gECg,N,9
UwgOMplB-wmQ9,46,54000,Rent,8,cUglwj1I-WtIw,Personal,B,10000,11.71,1,0.19,hCUJ6OnI-ab89,N,15
HEY4T7RA-GwQc,23,90000,Rent,5,zMeYBxbe-Ndhq,Medical,A,8000,6.92,0,0.09,pN1yHxlO-s7zu,N,3
sl7KhLkg-xNg0,24,27000,Rent,1,Ol7k7q0K-7Kom,Medical,D,1500,16.29,1,0.06,1CeOi9Id-Ky2x,Y,4
xyIfCaaG-CW5K,26,25500,Mortgage,8,FrCUyXXS-oC6i,Homeimprovement,C,5600,11.91,0,0.22,ZdU7DDU3-jNuD,N,4
kNQzn10N-OKfz,23,14400,Rent,2,OFeUYeON-Ctp4,Venture,A,5000,6.91,1,0.35,BRD3PpsX-UIUv,N,3
i9NKOvy8-TuKn,31,53000,Mortgage,8,WEolCmtN-aWmP,Education,C,3000,15.23,0,0.06,6J5zZzqi-rT6o,N,5
utgLWfZp-eSMT,25,100000,Rent,3,ucPvviCz-44Je,Venture,A,10000,6.62,0,0.1,e8gEzjql-J9h4,N,4
HFfsAwt1-ImcW,27,56000,Mortgage,4,Syv8NPsU-NDKG,Debtconsolidation,B,10050,9.63,0,0.18,OB4GQyes-aPZh,N,8
R2k5Ergn-fOdj,28,50000,Rent,4,vNDJCMZS-R0e7,Debtconsolidation,D,15000,14.91,1,0.3,XnTXMjGd-hPFS,N,7
PegtXpTN-SDKx,25,150000,Mortgage,9,9lKoItsG-u7OA,Personal,B,20000,8.88,0,0.13,zpTfbuMj-fv5v,N,4
X5JC9KxQ-HNBf,35,84175,Rent,4,Rn75jYn5-LjFa,Education,A,7000,7.29,0,0.08,a699IXvg-wgeA,N,8
Hm6LDMBt-pFw8,21,24000,Rent,6,LMhNzC2J-jLg4,Venture,D,2400,16.29,0,0.1,nmXYnqO1-AvXc,N,3
3A5PjLkd-5NIt,24,95004,Mortgage,0,Htj8Umkw-zOZx,Medical,C,18000,13.35,0,0.19,UzKExIT8-o6OI,N,3
RAbCC4dy-gCPe,23,36000,Rent,5,zY9quAjw-o4np,Medical,B,10000,9.99,0,0.28,mWQKvHwW-bYu7,N,4
62PoNdWK-GRsy,29,62532,Rent,6,J3MMUKy0-pUuP,Venture,C,9000,13.49,0,0.14,hu1htSXj-BhdZ,N,6
jbau8QBh-HiP0,28,35000,Rent,0,BjJfO0GI-Dn9Z,Homeimprovement,A,5000,8.9,1,0.14,grhDHE1R-WvNY,N,9
wqE7aw0Z-UH3e,33,30929,Mortgage,12,8akqbPwu-FcQ9,Education,A,5300,7.68,0,0.17,QomjXHUN-zq1r,N,7
oyYKtO7D-Th33,25,44000,Rent,1,9yndhtJW-FOuK,Medical,D,8000,12.92,1,0.18,tjmejDki-Ox4K,N,2
gxUdZXUu-rn88,26,120000,Mortgage,5,8Zt3ULtJ-IR1K,Education,B,13000,10.99,0,0.11,QGey0E5y-KPrU,N,2
QhY4wi0G-doC8,23,24000,Rent,1,ENFhbhYb-wcHQ,Venture,B,5500,10.99,0,0.23,qxu87SNg-TlHp,N,4
yU4o9N7i-NI4o,28,71000,Rent,0,aTxjdE8s-lxeN,Homeimprovement,D,3200,14.61,1,0.05,Z2vh3pXX-iKbW,Y,5
bbXitUZX-hdUp,25,156000,Mortgage,9,WoWUsduT-08eS,Debtconsolidation,C,10000,13.22,0,0.06,JKlca3LI-3MJ5,Y,2
Q1tAQwIG-uLWH,24,29000,Rent,0,4nOXZxAR-dk7m,Venture,B,4000,9.45,0,0.14,gjXMsAH9-C4d1,N,3
iT20Xqqw-BL4u,28,80000,Rent,0,5ft0ZCm0-DKpG,Venture,B,22000,9.76,0,0.28,08btoq1B-4DXz,N,9
WsePdzbL-uKZK,24,20800,Own,0,Jxy9tXWa-aFf9,Personal,D,5000,16.29,0,0.24,io5DkBKU-FjYx,Y,3
qgeoem9N-IWP6,27,45000,Rent,12,x5KMSIv4-ZpWW,Debtconsolidation,C,10400,14.65,0,0.23,AvMcQzXo-Ah3h,N,9
hutvdvF3-5a12,26,37680,Rent,5,wB2iq6vm-qJSO,Medical,D,2000,14.96,1,0.05,vWH4ITwz-Ffil,Y,2
XAJnT6HF-hdCX,27,56400,Rent,4,6kFdhkjE-pINJ,Personal,D,8000,16.77,0,0.14,dmu87TLb-IX30,Y,10
KF31fMNn-5CJM,34,68000,Mortgage,1,izpcJiM1-Mgxc,Education,C,15000,11.78,0,0.22,HIm4pLTu-XcBj,Y,7
HlLwWbOY-QK8E,28,111000,Mortgage,12,mTx4kTvu-Pz2D,Debtconsolidation,F,25000,19.79,1,0.23,p5WCwBiU-HRxN,N,5
5vcqCXKB-CmqB,34,30000,Rent,5,3gcXosSS-Mrf9,Medical,A,4200,5.79,0,0.14,byaLo7l6-enwZ,N,8
00LFrMaL-Ccoj,22,54000,Mortgage,0,7HTuFfNN-6UBr,Homeimprovement,A,16000,7.51,1,0.3,FBOvoxzg-0koQ,N,2
O97jQ6RM-sY9p,28,45300,Rent,3,pcXrO4Sg-Qy0n,Debtconsolidation,C,17000,14.72,1,0.38,g3Ne1pBC-Bew2,N,10
aES15J9K-GlvN,31,65000,Rent,2,PrM6SUMa-chFd,Medical,A,8000,6.99,0,0.12,DWduoRgD-oHnG,N,9
fr27S6wc-1Cvs,26,83600,Mortgage,2,wKJgTC9g-J9Aw,Homeimprovement,A,13600,7.66,0,0.16,XwiCyCOv-1fa3,N,3
aTYbg5kv-turX,37,54000,Mortgage,21,caPDZBla-7mul,Debtconsolidation,D,25000,15.57,1,0.46,KWvhqaK3-5to5,Y,16
yr2LTOlD-w44m,21,16200,Rent,3,dZFX0E7u-gjSo,Education,A,1200,7.49,0,0.07,Ag1gxcJG-8Bzn,N,3
