loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
QYR4UTYa-knKO,Homeimprovement,E,24000,19.69,1,0.22,LNEn2uT4-it1e,QYR4UTYa-knKO,0XkBgC1y-IWPU
M1qqeAgs-YxM9,Personal,A,5000,NULL,0,0.14,OEieJRyI-OxmZ,M1qqeAgs-YxM9,r8GNgywl-cBP1
GuYQBRLK-Eaea,Education,C,4000,13.49,0,0.13,7d0rvzUL-bQ6p,GuYQBRLK-Eaea,Jpdzy6n1-GLcu
LLkHlZZ9-xGlA,Debtconsolidation,B,10000,9.91,0,0.19,NXzUCGhx-PDhT,LLkHlZZ9-xGlA,cyfMjmjM-vQdy
TE3wdm8a-T5tz,Debtconsolidation,A,2275,NULL,0,0.04,vX0Qulf9-WAXk,TE3wdm8a-T5tz,WQdyceFi-XO75
2ptur1sI-vmNj,Homeimprovement,D,9250,14.96,1,0.64,OhIbdoyp-jCrh,2ptur1sI-vmNj,SnsreCl7-KcOd
uUDAC67o-QO6q,Medical,A,28000,7.9,0,0.23,ptCCgLL7-lH4s,uUDAC67o-QO6q,SbovFI9l-fNUJ
ofZqFWTL-2PS4,Debtconsolidation,A,3000,5.42,0,0.05,mCv0oxBI-AuI9,ofZqFWTL-2PS4,i9dZv8qS-dy1n
S1S3mYSB-pGqS,Debtconsolidation,B,7500,NULL,0,0.05,OQvjCCGy-Ygxb,S1S3mYSB-pGqS,F5LN9GW0-inPg
gQgpRktZ-3PtK,Education,D,35000,15.28,0,0.3,WvFeoIT2-NfXS,gQgpRktZ-3PtK,ZfDC6giy-sLRm
XGyJ3cu7-yUiX,Medical,C,4000,13.49,0,0.05,AfDojhCs-djJr,XGyJ3cu7-yUiX,14fuJ6lK-BQqw
f8EBtg11-bRqu,Venture,B,3500,9.25,0,0.04,9tHyWSly-8Nmz,f8EBtg11-bRqu,FoMoB7Om-QAGF
EFSsoFTm-EOr5,Medical,C,10450,13.57,0,0.24,FLgcD7UL-NQET,EFSsoFTm-EOr5,WrZ7RkMo-EZIF
xLC3bZb2-jPSz,Education,B,20000,NULL,0,0.45,YkkPpbn8-BEXR,xLC3bZb2-jPSz,1DUGMukZ-EwDC
TOOn1jRh-F76m,Education,D,12000,15.58,0,0.21,ZURdpoFU-JeIl,TOOn1jRh-F76m,OhRHMFEr-vyjC
JcL6N9SR-HE27,Venture,A,7000,7.66,0,0.18,Me3GxknB-9INi,JcL6N9SR-HE27,ngvheY7m-JBPr
2AWdv6eo-ybyp,Debtconsolidation,A,6400,7.29,0,0.06,edYZjLNT-kSrC,2AWdv6eo-ybyp,GQ1IG8sz-dNDf
xsBa9OHM-n1Af,Homeimprovement,A,10000,6.62,0,0.15,pfgjqRij-ORKM,xsBa9OHM-n1Af,jn9Jdaro-Enl0
uFeC6gHR-tLW0,Personal,A,11000,5.42,0,0.2,YuDPsJ5l-x0Ry,uFeC6gHR-tLW0,6gGcnMq1-ALd7
fhXlzOIj-ZN99,Debtconsolidation,A,9000,7.51,0,0.16,i1uzSh3o-SY0I,fhXlzOIj-ZN99,71NLPtJz-tLEN
fApes88Z-4k7x,Debtconsolidation,C,5600,13.11,0,0.08,fqSywtLv-qTOf,fApes88Z-4k7x,Q8YBh8TB-hCeM
7WUUuUc5-wmQc,Debtconsolidation,B,4750,11.83,1,0.25,NpvTp4vW-Gw9v,7WUUuUc5-wmQc,DA3bNFIu-hb7C
2yMk1NDW-RXfZ,Education,C,17000,14.27,0,0.23,Sbg3983D-i3Af,2yMk1NDW-RXfZ,ChLS5PAk-TRAv
4gPjpXQ2-bWTb,Debtconsolidation,D,14000,14.83,1,0.32,AFietz3d-jEnw,4gPjpXQ2-bWTb,9YTuCGUN-dQeS
xcIjDR4B-G3p0,Medical,D,5000,14.84,1,0.07,pI1aW4xl-3NaD,xcIjDR4B-G3p0,hy9xvFl9-EkhM
S15WAGef-XA9T,Homeimprovement,C,14500,12.61,1,0.19,K7ocsEqa-m1zB,S15WAGef-XA9T,UKJsaO4Z-YJsx
YigT6ZTe-TFS6,Debtconsolidation,C,20500,11.03,1,0.63,nywpgmK6-7H9j,YigT6ZTe-TFS6,6ehhyspO-jLoe
1H9IQ0W7-YD4Y,Medical,C,3000,NULL,1,0.06,0irxJt98-iyb8,1H9IQ0W7-YD4Y,eWrI1zcW-ndXz
D8DPS2Cf-Uswo,Education,B,10000,12.42,0,0.24,ffoSeOXx-ZT6c,D8DPS2Cf-Uswo,H554heHb-lAEH
z0UFRiZo-78gU,Personal,B,2500,10.37,0,0.09,PblKv7S0-LQgz,z0UFRiZo-78gU,GTClwxI2-eLbr
bih5iJgQ-zWNO,Personal,D,25000,15.05,1,0.23,NGcd7DPc-jRZe,bih5iJgQ-zWNO,W4CCFfrh-uhK0
Lc7MBDmf-eNty,Medical,A,6400,7.74,0,0.18,hEFnKSYU-Uyto,Lc7MBDmf-eNty,iOeNSjR6-Y963
dWS9rpop-oRor,Education,C,15000,8.94,NULL,0.15,W6S2KSMX-uLBU,dWS9rpop-oRor,svkCbKH0-DPFk
gvrLDimI-S7NJ,Debtconsolidation,C,25000,12.53,0,0.17,SUKM2xRE-v5Dm,gvrLDimI-S7NJ,uNFbfq41-bWy5
iZ2bgu3b-2r07,Venture,A,4000,7.29,0,0.11,JB9Rshiv-dQIj,iZ2bgu3b-2r07,h2TkvsIr-bwlJ
tb3usOIm-awt0,Education,A,14000,7.88,0,0.23,YBZONpGz-RYe6,tb3usOIm-awt0,AZ03E9kU-5gqg
R8scM9gM-TrlF,Education,A,5275,5.42,0,0.04,yv9fsUMY-x5kS,R8scM9gM-TrlF,YsvSYkEu-qtdw
NOkDkjGE-RTwR,Education,B,10000,10.37,1,0.33,P6Z487T2-F0dr,NOkDkjGE-RTwR,zUsoGDn6-pkvS
Knn8rBzh-wjRX,Debtconsolidation,A,4000,7.75,0,0.07,rpAOHR2n-bKoL,Knn8rBzh-wjRX,qgANDqc6-pCoa
90OEiaH5-eLKt,Debtconsolidation,A,20000,6.91,1,0.5,IbqL8dhN-61E5,90OEiaH5-eLKt,elNNH67h-aIhf
M14sETiR-5JLF,Debtconsolidation,B,NULL,6.03,0,0.07,hd2HHxgi-LzWT,M14sETiR-5JLF,TyNZpEpP-eIPn
53OrQCCh-9DCk,Medical,D,10000,NULL,1,0.31,4YXFt9kc-x6r1,53OrQCCh-9DCk,mZoOU35Z-b4Gv
NYAc2xTG-w2Pt,Venture,A,4500,7.9,0,0.06,JAZ8yf9J-mhrx,NYAc2xTG-w2Pt,WYMAoy8a-WQyH
GBWluEfs-oORC,Homeimprovement,B,14000,11.89,0,0.44,gPEAu02M-464t,GBWluEfs-oORC,71E3PGaW-ZDv4
eUSJUcPc-e8Fx,Debtconsolidation,B,20000,8.88,1,0.59,5TNrr0MM-T2pY,eUSJUcPc-e8Fx,CBGDZfxs-IDiK
tF1uchkF-TO2c,Personal,A,13800,7.88,0,0.11,oKHUmp7r-KSnG,tF1uchkF-TO2c,qlZeLKD6-UFqO
quirHLX8-7UaC,Homeimprovement,A,6000,7.88,0,0.07,PJ0eI93e-BIT2,quirHLX8-7UaC,4AmWTT0s-SOSh
Aq6urPQv-JNAO,Medical,B,7500,11.26,0,0.14,TuipXlpe-Bg6w,Aq6urPQv-JNAO,BA4iuLMA-oP0u
9WXKYp65-NHhd,Education,C,10000,13.57,0,0.18,CNRlD0dN-FzJd,9WXKYp65-NHhd,DhAdk9zI-Jfhm
4uxWamkg-KzRN,Medical,B,5000,10.59,0,0.05,TsC9ekdQ-O60p,4uxWamkg-KzRN,pbChq95T-nOfn
bK1d6Fpm-0Anb,Personal,C,15000,12.73,0,0.12,BQGi6GHs-zQXn,bK1d6Fpm-0Anb,UIC3wOWF-bkdF
ljcoQGDl-cM0s,Personal,B,10000,11.83,1,0.14,AEGYcqur-JfEL,ljcoQGDl-cM0s,9iqM9hYT-tFAr
lDBvvzPM-ydQw,Venture,B,15000,11.14,0,0.09,1dCZTM1N-u409,lDBvvzPM-ydQw,G63BvvPG-GSyn
MEGxkklf-cvYg,Education,B,14400,NULL,0,0.35,YtdrjMpt-w6Ya,MEGxkklf-cvYg,pKSIQiOG-axa9
yMIrsxaC-wsjn,Education,C,6000,12.61,0,0.01,Wp7yTBbG-RKYp,yMIrsxaC-wsjn,e4XHyaDd-UNDp
iIUwfJNx-dquy,Debtconsolidation,B,8000,11.71,0,0.09,57brImgq-Qtag,iIUwfJNx-dquy,HC3Q0Iva-tRwM
NdfRZlMF-eKCt,Education,C,1500,12.53,1,0.04,w7iTMxXu-MK6b,NdfRZlMF-eKCt,MdHxOoeL-wIwY
Agp7cbNm-RDba,Debtconsolidation,B,17000,9.99,1,0.36,51M6afij-PXyh,Agp7cbNm-RDba,sxNpGSeU-7YNY
mhmLZQOm-DZuw,Venture,B,25000,10.37,0,0.12,lL6ivnL2-4ejz,mhmLZQOm-DZuw,e3IPNpLQ-SiSJ
ov0CUXUi-QuUr,Education,A,9000,9.63,0,0.14,y0zoae3z-84kp,ov0CUXUi-QuUr,EYqBQ8ar-kPEE
EnoPOYFa-SOhL,Homeimprovement,C,1400,NULL,0,0.01,AdrvUfPX-jHsN,EnoPOYFa-SOhL,r50Oxrod-oWhe
wBh1ghBk-BFXl,Debtconsolidation,B,7000,11.49,1,0.11,HuGlggrT-i12g,wBh1ghBk-BFXl,lhg3WmPX-dQqp
ku4sKPK4-4wxx,Education,B,1000,10.59,0,0.03,809UPCLt-Qiq6,ku4sKPK4-4wxx,B1qRN5Iy-RQA5
tqcMpBC0-sNo3,Venture,A,9000,6.76,0,0.13,D1m03gzB-n3cX,tqcMpBC0-sNo3,AFrCWtYR-xaiv
YNIpzI4o-6oo7,Venture,D,7200,NULL,0,0.14,AqGfm8Me-w1ng,YNIpzI4o-6oo7,heUvyuWk-pn3Y
rRxZJgW6-N0Fv,Homeimprovement,D,1500,15.99,1,0.05,hgfF1lnx-5acP,rRxZJgW6-N0Fv,nb6S4vK9-47BA
KcUhqX83-HIGz,Medical,B,2400,12.18,0,0.05,B7yS01GB-p3Zb,KcUhqX83-HIGz,f8igHMng-08k4
YxqNxCaZ-0r7O,Venture,B,10000,10.59,0,0.48,6X4TqXNZ-BwP0,YxqNxCaZ-0r7O,oXqsGltU-tJIq
yLe4wfsj-YLN4,Venture,B,6800,11.49,0,0.12,hK0iZuEg-Ytg5,yLe4wfsj-YLN4,5L1kP75T-8kQb
wKJgTC9g-J9Aw,Homeimprovement,A,13600,7.66,0,0.16,fr27S6wc-1Cvs,wKJgTC9g-J9Aw,XwiCyCOv-1fa3
SBnDr8Qr-pTO2,Education,B,8000,10.51,0,0.18,Jg01z0hZ-X7Ha,SBnDr8Qr-pTO2,v0f5UMbv-iN57
Zo7TmMXo-hfzX,Personal,B,3600,12.42,0,0.1,awCUfyMr-vScu,Zo7TmMXo-hfzX,6gIvkPLU-ZFtJ
EccDC8mC-j1EY,Debtconsolidation,C,17750,13.49,1,0.37,RKtR1hsG-57RC,EccDC8mC-j1EY,gR5kWp0c-utRv
aJgwub6m-80r6,Venture,C,19750,13.92,1,0.53,xTqlrIaM-hufW,aJgwub6m-80r6,JBfdXXjt-kPS5
YZYis2cr-6TTI,Medical,A,2200,7.49,0,0.07,y5h8T8An-DEY2,YZYis2cr-6TTI,jJeqb60J-9RGG
wPSArs3v-l9DJ,Venture,C,11500,14.79,0,0.18,JWUKNphH-79WI,wPSArs3v-l9DJ,nl02xY8k-xfGg
ciRR6nvD-galu,Homeimprovement,C,17475,9.91,1,0.38,19auMavJ-7CSx,ciRR6nvD-galu,bln3YuuK-KqkI
C3M1KMdp-KRtk,Education,C,7000,13.98,0,0.04,BRtqdJYm-5PRQ,C3M1KMdp-KRtk,OsGqNjds-uAB5
UgKRMXBt-zo6t,Homeimprovement,C,14400,12.98,0,0.2,o5njZeLm-iFda,UgKRMXBt-zo6t,G4JI77pn-jWYb
XeFIvTrL-1QAw,Medical,B,8650,11.49,0,0.13,NEPqnoFB-YktG,XeFIvTrL-1QAw,aQviaCHw-K1FL
0MG0gZ3N-EZfH,Medical,B,14125,9.91,1,0.43,PaNbxNA2-7cir,0MG0gZ3N-EZfH,D2fQI52h-LSpY
2vLdpgZ4-zgSs,Homeimprovement,C,7500,13.92,0,0.06,sDRqNJMF-ZeS2,2vLdpgZ4-zgSs,dWEIQ3J9-M5Uv
ZtacgO35-XyOm,Debtconsolidation,B,5500,10.71,0,0.13,m7BOw7TB-GosM,ZtacgO35-XyOm,DMaChvhW-2R91
hI1Dxlrs-wWQx,Personal,C,6000,12.87,0,0.16,1NKTqOca-ngj5,hI1Dxlrs-wWQx,B4Nmg82W-61oO
b3R7nthA-Q3Ln,Homeimprovement,B,17000,11.12,0,0.15,DUutleWQ-BN6B,b3R7nthA-Q3Ln,Hmn0M8sC-6Xcn
J8awPUYm-xeOK,Debtconsolidation,B,12000,10,1,0.34,v6YkHCu7-IzyJ,J8awPUYm-xeOK,mBXPRfnB-ldYd
UiGhIwco-sK26,Personal,C,9000,13.85,0,0.21,i2SY1RTR-9mgZ,UiGhIwco-sK26,wZUl0CZA-9mwz
U00KPM4g-k1Nc,Homeimprovement,D,5000,14.96,1,0.12,Bpe002A9-4pnD,U00KPM4g-k1Nc,lNa3mWFi-HC2o
MSLFceid-D77x,Venture,A,6500,NULL,0,0.2,IztA7x6l-7QIb,MSLFceid-D77x,Z2jjSTiy-Yq76
7F8LHAqX-wHRv,Venture,B,1000,10.37,0,0.02,jOn0cJOc-oClT,7F8LHAqX-wHRv,bzXlWOEk-ZA82
rYD6oZaP-9GT9,Venture,A,3000,9.63,0,0.06,LDec0YXt-ddS1,rYD6oZaP-9GT9,wWqIuTd5-DwaA
I9XogMeH-O5fj,Venture,B,10500,NULL,0,0.09,0t8yu7jN-uOJ3,I9XogMeH-O5fj,4YKhOgF6-iTy4
uy4suaCi-NtQ8,Homeimprovement,A,20000,6.17,0,0.25,u3z4AQsj-jJdD,uy4suaCi-NtQ8,KeUAsD19-D60h
umAttmfS-94DA,Debtconsolidation,D,5000,14.61,1,0.15,Zarv8e2y-DO1u,umAttmfS-94DA,LKdARmBB-WBf7
CNO6tL2O-wp8j,Venture,D,10000,15.99,1,0.13,wIkBjrfW-D9mk,CNO6tL2O-wp8j,zg01R0RR-OPu5
mGPDy8gd-ouNe,Education,C,10000,NULL,0,0.41,mLsiOZJt-EhiY,mGPDy8gd-ouNe,8yKFI1gr-fW1N
nipa0pcd-HYx3,Personal,B,15000,12.21,0,0.19,ruDEzUe1-oyYJ,nipa0pcd-HYx3,y3GPtFwe-OgTe
KfLYjUb4-qixv,Education,A,13375,6.92,0,0.23,vGbZkKTx-Wl3e,KfLYjUb4-qixv,SEWZbYl5-MfKM
OFTg8G91-0nph,Education,C,12000,NULL,0,0.26,hX7B8zA1-AaZQ,OFTg8G91-0nph,57puu3xO-S0NE
zPPctAkw-clF6,Debtconsolidation,A,10000,5.79,0,0.13,LgFCvbQt-i6Lt,zPPctAkw-clF6,TCFmWdrJ-EAaE
0yytiKMy-RyNZ,Education,B,4000,9.99,0,0.1,PmBYoCai-Kwd9,0yytiKMy-RyNZ,5ejYBsTg-85ng
0Yk6KzDm-5PTs,Education,A,3000,NULL,NULL,0.06,cZ5YCzwa-BK0G,0Yk6KzDm-5PTs,XbI4eumR-Syyo
eXo9xTKX-JOdH,Medical,A,5000,NULL,0,0.09,JMDIsdyF-Yj1t,eXo9xTKX-JOdH,JzK7Hw3Z-eT9G
2K5HC00E-Ba2h,Venture,B,2800,10.37,0,0.08,M5UflaHH-7KqI,2K5HC00E-Ba2h,xoLS2CGv-eFSu
zWy9ftwF-X1ms,Education,B,6000,11.36,0,0.08,kjwxbiKw-MKEj,zWy9ftwF-X1ms,Z4hhjw8j-yJl6
79qrWN1A-rZxh,Education,C,1500,13.16,1,0.04,lrmGPR3m-7MvD,79qrWN1A-rZxh,PrNkhhhF-HcSy
MLN4HrEx-Iriq,Medical,B,12000,9.76,0,0.27,Fui6RowA-WYu6,MLN4HrEx-Iriq,8eum7eKj-QU7n
lMPkoi49-lMs5,Medical,A,12000,6.91,0,0.15,F2gijySc-ZxmI,lMPkoi49-lMs5,cFRc3lXl-HCK4
TngpfPBS-QP9X,Personal,A,12250,6.91,1,0.36,zh4SlvuH-ecqt,TngpfPBS-QP9X,wS9w2RK2-gKTl
G8lDDGwZ-Frdf,Venture,C,2000,12.99,0,0.06,aWMz3joR-drQf,G8lDDGwZ-Frdf,gwfBem8o-4z2X
HSoSZfqJ-5CZ2,Education,B,24000,9.91,0,0.2,SBvr0InW-36zJ,HSoSZfqJ-5CZ2,QUeONzmd-ijc0
wWwkc3ex-uY68,Homeimprovement,,20000,7.9,0,0.2,DQZeNI49-UlW0,wWwkc3ex-uY68,3ttYYXhY-XHj4
Bd30tzaU-4WiL,Personal,B,2000,9.91,0,0.01,WwXmM553-qv8j,Bd30tzaU-4WiL,e6Y558I7-OnH8
1bql8Ngy-57b7,Debtconsolidation,B,14500,9.88,1,0.4,mMTAkqq9-D8mH,1bql8Ngy-57b7,Ya6R1JaL-un7H
tdYMLIqH-cCZ1,Homeimprovement,A,20000,6.54,0,0.14,wJFepp6k-tOBp,tdYMLIqH-cCZ1,MvxhCQau-hTmt
lePnhi8j-zldT,Homeimprovement,D,15000,15.65,1,0.41,w0QWLBr8-ntrx,lePnhi8j-zldT,RskdFvdF-L9Mk
kHL3Se5E-uTjw,Venture,C,12375,13.49,0,0.23,OSL44nM6-rTTU,kHL3Se5E-uTjw,DiARF7DH-Ydmj
BPsGSXuf-mZNC,Debtconsolidation,A,12000,7.49,0,0.18,NJLcwUmD-Baul,BPsGSXuf-mZNC,518fqJ0R-llko
buuhQ7Y6-40Xs,Homeimprovement,A,5000,6.17,0,0.06,YKbU7CZU-zcuD,buuhQ7Y6-40Xs,9IrYFdPH-fYfk
bxPR9eiv-bKpq,Venture,C,18000,11.54,1,0.67,aqWJnrbj-7t4Z,bxPR9eiv-bKpq,7RRChfSN-3EqP
5QHCT7yT-Bjvt,Venture,B,12000,12.53,0,0.24,clvlSNAI-96EO,5QHCT7yT-Bjvt,OmAxnkNm-HpO3
79lqjAU8-HFWL,Venture,A,15000,8.49,0,0.19,5PQOzd3l-rpvU,79lqjAU8-HFWL,ttRfM5SN-SmL7
mNBenmyK-7IXc,Education,B,7000,11.36,0,0.09,EMBhOyqQ-eTrC,mNBenmyK-7IXc,FbkJvXNe-RQeZ
6Achmsrb-HSBK,Homeimprovement,B,2000,11.48,0,0.04,8X2RWydW-PmpJ,6Achmsrb-HSBK,zW1sx5gy-4B7U
kL4zQy9o-Kyuw,Debtconsolidation,A,12000,8.49,0,0.14,EatB9YkK-6tHG,kL4zQy9o-Kyuw,59ChCPS4-zOtg
w9kJivon-8wux,Medical,A,9000,8.49,0,0.16,JvrPN5MB-mYue,w9kJivon-8wux,fw3GSZqx-MRS8
RLcHRqiG-Eykx,Venture,B,15000,10.99,0,0.23,1sFwYKeI-uGLy,RLcHRqiG-Eykx,GEa73DYJ-bZni
EsWfi0xm-tPqt,Education,B,5000,10.62,0,0.2,pFmjqqm0-nlTv,EsWfi0xm-tPqt,sefR0PEA-H7dH
olTuajJE-PLj5,Medical,A,12000,5.79,0,0.1,lTP8GBeM-EUXu,olTuajJE-PLj5,nrmE5bNB-t13D
0CN3Yu0T-W67v,Debtconsolidation,B,13000,9.63,0,0.28,yA434aD4-4kio,0CN3Yu0T-W67v,QSteUN6Y-K02n
woSCHWv4-D2u6,Homeimprovement,D,6000,14.59,0,0.1,8EePooT6-1PHK,woSCHWv4-D2u6,OZSbtPkX-4dbW
L7wo6uuq-w6y8,Venture,B,5000,9.88,0,0.11,QgvpBk6h-KJBh,L7wo6uuq-w6y8,ljsln6oe-IT06
dya5fZE1-poTw,Homeimprovement,B,8000,9.99,0,0.13,1mhlsiOy-fKZP,dya5fZE1-poTw,uDdLGTu6-28g3
Cfn6rtYZ-KG1B,Medical,A,10000,6.54,0,0.24,MtBcrcIC-GoS5,Cfn6rtYZ-KG1B,dDT5gaOF-WZfu
pxgKUoDL-25Fa,Medical,A,14000,6.99,0,0.2,gp1S78oD-eFg8,pxgKUoDL-25Fa,HyHPUgqz-Ok78
KpU53Rql-YqXR,Personal,D,12500,15.95,0,0.26,q6AnHlNW-WyOf,KpU53Rql-YqXR,3nxoN2Tk-JO0j
XM4l3tEp-7c9s,Medical,A,3000,6.03,0,0.07,NblOOzbd-jvZN,XM4l3tEp-7c9s,3GdYpUml-YjKo
rMTQ51ik-nmjk,Education,B,25000,11.86,1,0.38,u46llGJM-bzcm,rMTQ51ik-nmjk,LoRacivR-Gway
G8BbKIIz-vmph,Homeimprovement,D,6625,18.25,0,0.1,0BQOA1pC-8X75,G8BbKIIz-vmph,Qm9QNezi-ILY4
5OZyN13N-oeUp,Debtconsolidation,A,NULL,13.62,1,0.23,Iiyw8R40-OssW,5OZyN13N-oeUp,strZMgYL-9lbs
6hfQ2nrj-jtjo,Debtconsolidation,A,7500,6.17,0,0.12,sPIn2mR3-yxFy,6hfQ2nrj-jtjo,ZE1ibaje-k6ia
qdDQiwiD-xoe6,Debtconsolidation,E,4800,16.45,1,0.09,EgbJW2Mv-15Ia,qdDQiwiD-xoe6,ZZrcitql-rZXJ
YJA36Ftk-GzOI,Homeimprovement,C,8000,14.65,0,0.11,IjfdLEBq-SxX9,YJA36Ftk-GzOI,6eUscba3-b7N5
DZASEz3C-t1B6,Venture,C,3200,13.48,0,0.11,XWYoSSHd-svee,DZASEz3C-t1B6,7GQsbobO-cgpX
m9txgkva-cOEH,Homeimprovement,D,8000,14.46,0,0.11,NH9HSwbg-nzzX,m9txgkva-cOEH,IOPISmfT-N2n5
dLUWDkOn-Fq61,Personal,A,18000,6.54,1,0.38,7zsfDgvk-oyen,dLUWDkOn-Fq61,pUeTEzSi-0h4R
xA7znjLq-QQqK,Education,C,8000,13.22,0,0.15,KzILJckP-wlZY,xA7znjLq-QQqK,USbKcGDt-gshG
R9PX6Boh-p9Ws,Venture,C,15000,14.27,1,0.43,3GqNiFW6-erwS,R9PX6Boh-p9Ws,NixWvM9f-2ufI
tn31lWz7-2PC3,Education,B,11450,9.99,1,0.38,Kf6gImcE-xbaw,tn31lWz7-2PC3,P2fFRUNs-8QaU
BuxEjGLz-Br1K,Personal,B,12800,11.83,1,0.37,QwgPPslo-m68O,BuxEjGLz-Br1K,j74PAfE6-u2QB
0FSqmJQg-RICI,Education,A,1000,9.63,0,0.03,wP6Acupj-wxNI,0FSqmJQg-RICI,LA98YaoL-FL35
y39e5URe-Y2Mc,Venture,B,16000,12.42,0,0.22,34zYZS0H-cTdI,y39e5URe-Y2Mc,JEajK3W1-NwRQ
rIDFQN2Y-qgZW,Education,C,5750,13.79,0,0.11,mmTZiCWw-pnAe,rIDFQN2Y-qgZW,7vzUBTtw-9OjK
mqiqwBlm-v9EF,Venture,C,5000,14.72,0,0.21,MTKEsiDE-jmfQ,mqiqwBlm-v9EF,DQje8JDh-TyUD
qtD0fEZg-Wvsv,Venture,A,7000,7.49,0,0.23,W9Bsiwqd-bCt3,qtD0fEZg-Wvsv,2qRNauUZ-BDPm
HneKcY7a-ReqD,Medical,E,6000,16.69,1,0.17,XK4IqxKx-IGi0,HneKcY7a-ReqD,zYN6fPHO-flLa
Ws4ZbFiw-KIHD,Personal,A,12000,7.51,0,0.33,n6whKREp-Z8cg,Ws4ZbFiw-KIHD,urZgUIIN-Sowt
WGceiSHG-3KuW,Education,E,35000,18.64,1,0.14,M631zmOY-QJuo,WGceiSHG-3KuW,gEggFNUl-CfJZ
DFP5p7kC-cXaY,Medical,C,15000,NULL,0,0.1,SpaNWLKu-rTLK,DFP5p7kC-cXaY,lmFpzlMq-tST1
2SYPkpHz-hrYH,Venture,B,17000,10.25,0,0.29,x8bL53M0-CweS,2SYPkpHz-hrYH,igZqlAKq-84xf
fXl3hIRF-ZFTO,Education,B,15000,11.48,0,0.13,kpB1ROvh-76rR,fXl3hIRF-ZFTO,dxtwb7fF-MiUh
HzxFHMKn-SK9d,Venture,A,14000,7.88,0,0.2,tJpdvDom-5eyM,HzxFHMKn-SK9d,v84yxy8y-uZxt
vA8oBkPN-Z5Xo,Personal,C,3500,13.06,0,0.1,DzH3lg7n-N34p,vA8oBkPN-Z5Xo,SrhmXD0u-4tBz
Pj34gXiq-a3bZ,Homeimprovement,A,18000,8.49,0,0.3,PyNw28UZ-Ol6r,Pj34gXiq-a3bZ,sEoG8QC3-jw0e
OrcqkIJ9-dOpT,Debtconsolidation,A,24000,NULL,0,0.21,bvyT1oEb-C6bL,OrcqkIJ9-dOpT,4Ks7i85Q-d9q7
yNwKolPg-waMy,Homeimprovement,A,8500,7.49,0,0.16,T60b1dKr-N6t4,yNwKolPg-waMy,sKFANuZB-CRH4
KUuMpi8g-SnCy,Education,A,4000,9.63,0,0.05,Ab6wWakK-mz3k,KUuMpi8g-SnCy,HziOXxWv-CmSx
tqZen07x-uq7c,Education,A,2400,9.63,0,0.1,YvdnFew2-CSg1,tqZen07x-uq7c,jMNXCg9D-gm4b
LvHXo2pw-qA60,Education,A,5000,6.91,0,0.17,HSxLFWbB-toBh,LvHXo2pw-qA60,MI0SipCt-mwbJ
Y3dg8nq4-v9ki,Education,C,2000,15.27,0,0.03,F0bjr7ms-TBdL,Y3dg8nq4-v9ki,7J5LQDEd-qslc
aPWqg1N0-zgUk,Venture,C,13000,13.11,1,0.43,C6eDg5wZ-hSYG,aPWqg1N0-zgUk,8JEckGx2-zETr
RODbm4co-yidc,Homeimprovement,E,6000,17.99,1,0.2,jFq0teno-NZIr,RODbm4co-yidc,DekLMHll-ipfI
WZXeM7MT-EYwD,Education,B,4500,9.62,0,0.19,RrrQjZNp-XXlf,WZXeM7MT-EYwD,EBBJvFJz-WTe5
Ww09w8A1-AcPS,Medical,B,3000,10.62,0,0.11,xZF4gbMJ-MHuu,Ww09w8A1-AcPS,fMAFR9pD-2KTd
o9QcmbpD-yjn5,Venture,A,3600,NULL,0,0.08,QAPX7sdY-glUW,o9QcmbpD-yjn5,jDwg5juX-Msmk
ErLCH3GS-7TQ1,Homeimprovement,D,25000,15.31,1,0.11,3bhrrbqD-8h9T,ErLCH3GS-7TQ1,i53B0jYU-gW0d
bWBCC8RM-Ks4N,Homeimprovement,D,4500,NULL,1,0.21,EEQvCRay-Msuo,bWBCC8RM-Ks4N,9UiUdT4J-fryb
lP3o0iNO-IeEu,Medical,A,2000,7.29,0,0.07,GIoY0hRI-OAYx,lP3o0iNO-IeEu,6ZpJeCwg-iywO
8S7aHRvn-hv5X,Personal,A,7700,8.9,1,0.32,beftwGvY-m4fv,8S7aHRvn-hv5X,qyGg1f8o-62Lu
yfyFNCZe-CkzX,Debtconsolidation,C,1350,12.68,0,0.02,f3qqKDlD-leAo,yfyFNCZe-CkzX,QM1xzDmp-MbhR
2qGb59de-43n3,Venture,C,3000,13.61,0,0.05,ByQpWwxp-GJ7B,2qGb59de-43n3,FR2IQmFd-8Oak
KcXlv5JA-jY4i,Personal,B,4000,10.74,0,0.1,8JhTuJnH-8jhS,KcXlv5JA-jY4i,Hu9R4NJC-tAwe
Ic2sC1Fp-2WoA,Medical,C,4000,13.8,0,0.11,GF7QwmeR-sWLX,Ic2sC1Fp-2WoA,k5N0ilhW-WcEH
k0vQvFZC-yzB7,Personal,A,4000,7.51,0,0.07,XcZGsZTq-erIQ,k0vQvFZC-yzB7,jCmz8hjX-81wM
gB7QAHyX-topb,Debtconsolidation,D,2500,16.29,1,0.11,yC8NzFcb-iDOF,gB7QAHyX-topb,Y9P4cEby-eRxn
