id_cliente,id_emprestimo,id_historico,tipo_imovel,motivo_emprestimo,grupo,idade,salario,tempo_trabalhando,valor_emprestimo,juros,emp_sal,tempo_cliente,INADIMPLENCIA,RISCO_INADIMPLENCIA
BlKuNTiw-NCXq,KOoGDwnF-WIEb,Qg57UEJu-wTF2,alugado,saude,D,39,60520,6,6000,15.33,0.08,15,1.0,1
LXFGNGQE-4Pbp,W9ZPqlQy-Puqd,2I1kq3UR-3H3w,alugado,ensino,B,23,44064,0,9500,11.26,0.22,2,0.0,0
Jo4ubDlA-M4Xx,QPusrlek-04U9,tEZxofXf-BoOp,alugado,saude,B,25,45000,1,10000,11.89,0.22,3,0.0,0
xo0R8pIw-QI56,iu6aghr0-45GI,AOHNU5bW-HeED,alugado,risco,B,28,39520,0,6500,11.89,0.16,6,0.0,0
sHNZtifM-RpJB,pefGhZBX-5W0u,kMHJ3AFL-kvDZ,financiado,ensino,B,23,55000,2,5000,11.11,0.09,2,0.0,0
SJDMxh6S-CKpC,W0TTMFMK-LAtr,Td0WAIIQ-W8lw,alugado,quitar,C,22,34000,0,3500,14.27,0.1,3,1.0,0
ndDTx2OM-Cxeu,GhaZxwns-yhdf,OS1LtAQU-jxvH,alugado,quitar,D,21,49000,5,6000,14.84,0.12,4,1.0,1
64FDYHWv-UAZ2,FCwrMNAG-wmrR,QP9A8RgX-CIDA,financiado,risco,A,23,84500,3,10000,7.51,0.12,4,0.0,0
uGIwOSMk-D4dn,X0yeawux-Svcb,lv0doFF9-gQqY,financiado,saude,A,27,47000,2,6000,6.99,0.13,5,0.0,0
MHfyGtqh-AP82,3AceZslI-Et45,qC0TBNuj-bC9c,alugado,saude,A,32,47900,2,11000,7.51,0.23,10,0.0,0
ubv3y9cN-5oyp,8JEqqdlp-Y1U0,UOwM1ARJ-iXxw,financiado,pessoal,A,22,86000,4,24000,7.51,0.28,2,0.0,0
Y8XZKmin-6cMi,mBxdnzfq-1Yed,sNAURw3j-nHDc,financiado,quitar,B,24,41000,3,9000,9.88,0.22,2,0.0,0
Xzrj03iY-T7ul,dq2BPjCN-dBjJ,4U7InR0w-RiwI,financiado,ensino,A,28,52000,10,13600,7.88,0.26,7,0.0,0
2rEArxtB-vR0I,eKPBa7iZ-QgSi,HHuIeANT-ej1E,alugado,pessoal,B,36,72000,8,10000,11.49,0.14,14,0.0,0
Cf8rEBa3-Tz8M,JkM2XUu9-yTaC,a8883Slw-fxbi,alugado,quitar,C,22,36000,1,6000,12.68,0.17,4,0.0,0
j5EA7DpX-dxTa,SjmNTwPq-Iw1v,ez2N3Zv0-y6zR,financiado,reforma,B,26,114000,4,6000,10.0,0.05,2,0.0,1
Oylzcq6l-Kn4n,vxuaXsUv-0uCW,0KHRME2Z-Ttze,alugado,saude,C,22,33000,1,1400,14.27,0.04,4,1.0,0
kKpsuNzX-FNb4,MH5h9MPQ-hn8Q,TNhGbF9t-Dn5b,proprio,risco,A,24,54870,3,1000,8.59,0.02,2,0.0,0
YIA1oN5J-mKM3,X3vQEA8f-B4G7,fWyPbKMt-n3T0,alugado,saude,A,38,65000,2,7000,7.88,0.11,17,0.0,0
8k59561n-cShZ,DHC7Xijt-pGYt,Zbtegz12-1cMP,alugado,ensino,C,27,98000,3,11750,13.47,0.12,6,1.0,0
Xmn90c5K-jryu,D5rrFSZF-g4PS,Fw7H25AU-71zH,financiado,saude,A,24,75000,6,9000,8.59,0.12,4,0.0,0
cLHA48Gv-u7lG,TIZi8ysF-mnCM,fnYgFKLh-CJvc,alugado,saude,B,22,40000,1,6000,12.69,0.15,4,0.0,0
TrZhW6Wk-Byxv,AdCZxeaF-zHFo,ZfMhXZvx-S4kz,financiado,risco,B,25,89796,2,9000,11.11,0.1,4,0.0,0
y0hr9ome-ceFp,eHg0jUYq-XCBJ,M3n3bZAY-3iAI,financiado,saude,A,26,93000,8,17500,7.51,0.19,4,0.0,0
UHDl9URC-PfQb,3YaFcc1e-Oyq3,Y6iDsW6F-UOe7,financiado,risco,C,28,58000,0,12500,13.43,0.22,8,0.0,0
a1ArI4DW-tv3R,G3Cu3chx-hGhl,UylmRE88-0vqk,alugado,ensino,B,22,40000,2,9000,10.59,0.23,4,0.0,0
LuMHsd1A-UGm0,Z9LyvdWr-MTR2,ZPPlfZ0o-rtMm,financiado,pessoal,C,26,110000,9,20000,13.72,0.18,3,0.0,0
NQEHcAXd-BQh3,Wb4RJjMX-7S8q,2wufYP8f-3zdj,proprio,pessoal,A,21,41000,5,5000,7.74,0.12,3,0.0,0
ikUZqvmT-iIl4,SPbd9w4U-UWR6,PPYfig3g-mAY1,financiado,ensino,C,27,86260,11,18000,13.72,0.21,7,1.0,1
hfhPDjvt-qE0q,fLwdWA2m-dAgQ,TjyecRlv-1n0p,financiado,risco,B,23,45000,7,14550,11.71,0.32,4,0.0,0
utDXDtQg-fHGI,ntJEYLTu-XuqU,PIre2kAv-dnzp,financiado,saude,A,23,30000,5,1000,7.4,0.03,2,0.0,0
BHon9s00-6WOz,86mi25eT-M9n1,vgEP0s69-gejT,financiado,quitar,F,25,77000,1,7200,18.53,0.09,2,0.0,1
LDec0YXt-ddS1,rYD6oZaP-9GT9,wWqIuTd5-DwaA,proprio,risco,A,36,52000,8,3000,9.63,0.06,15,0.0,0
YzJwxXh8-5jaC,opUjMENw-geeB,M4OAQ4SM-AxIr,proprio,reforma,A,24,51000,8,9000,7.14,0.18,3,0.0,0
GgbNCqTD-w80B,xrWOL5qF-SNf0,5tAKwFN3-Xaau,alugado,quitar,C,22,21000,2,10000,12.73,0.48,4,1.0,1
pXiJUD4P-UrZm,eQeJIQaN-mpyW,7f0xRW9K-zhXY,financiado,risco,A,30,57000,2,6000,7.51,0.11,8,0.0,0
ITtfKcxe-eeRk,YHyMWCzS-ez3w,dlBglAD5-Q1cq,alugado,ensino,C,30,72000,5,20000,13.79,0.28,7,0.0,0
QMeCGdF9-nstc,74L8CmfU-j91v,MRjG8e2C-Md7n,alugado,risco,A,42,18000,3,8000,6.91,0.44,17,0.0,1
hmi4F4fA-8aAF,UIHvNy4v-CbJd,E6smY1Bc-iq9i,alugado,saude,D,23,48000,0,20000,14.96,0.42,3,0.0,1
iSjJTQuU-fQHg,fvGHRbRn-UyKT,x1K8I4Px-BneL,financiado,ensino,A,26,127000,10,6000,5.42,0.05,3,0.0,0
E6IQYUJF-3CBf,cPphaCFN-MCfC,j2SYnuJZ-Gup7,alugado,quitar,D,38,25200,0,6000,14.59,0.24,12,0.0,1
ZZNN8grb-HIxN,2X6InXi9-Ep6b,QkvbAyZB-21Tx,financiado,risco,A,31,66500,0,4200,7.66,0.06,8,0.0,0
PDMjW3FN-YcHe,YIHeX4pZ-Ddl0,6fsIHERx-MU2I,alugado,risco,B,24,103641,8,4800,10.74,0.05,2,0.0,0
qFDc8RBO-jzQx,J6Q8p4gx-rEtc,1kXd6n6x-1O2i,alugado,pessoal,A,25,28000,10,13000,7.9,0.46,3,0.0,1
pXtNzeFt-8z4b,pu5zBlQz-szmS,dGCniuj3-uI9b,alugado,quitar,A,23,51000,0,1000,7.14,0.02,2,0.0,0
qE64kcKt-rG0g,LzSRocOt-5ASZ,oj34I5LC-JB3x,alugado,pessoal,A,33,30000,0,6500,8.49,0.22,5,0.0,0
s6CMQP5l-gatE,KgtN6k9F-c13w,HhPS4NZ5-eMNx,alugado,ensino,A,27,54000,2,3625,7.9,0.07,6,0.0,0
szBiSrBc-tTLT,kHI5sUwO-dW9E,eYRAAbyu-WFtA,alugado,pessoal,A,25,40000,5,6000,7.88,0.15,4,0.0,0
RH6xOffd-7tKs,arOLDDpY-0gzJ,IJZUFcoJ-ojiy,alugado,quitar,A,33,45600,0,11200,5.79,0.25,8,0.0,0
qJ192PNx-mRI9,qyQq8CdZ-fzrc,Nbwpgmew-Xae6,alugado,risco,B,22,47000,0,6550,10.65,0.14,2,0.0,0
TI4JDJhf-6a9D,c7fAjBRi-pNP8,S9N1yIok-vlJB,alugado,risco,A,27,72000,6,20000,8.9,0.28,5,0.0,0
kCcc2SGB-X3t2,A3mW8G0J-lTF8,Et5HDU12-GdKl,alugado,pessoal,A,25,40000,5,6000,7.88,0.15,2,0.0,0
bHn6n7f0-XHQ3,r7paDD1M-EqXW,TPYqhjTg-Wiel,alugado,pessoal,A,22,70000,2,3000,7.29,0.04,4,0.0,0
HCia2kXf-kzdy,t0ZacpiW-roU2,Nl73jqz2-6ABj,alugado,saude,A,25,46800,9,5000,6.76,0.11,3,0.0,0
FYCQtUWs-6rlS,xAQTLpBn-2kSy,tnpruXsG-SRp9,alugado,ensino,B,31,57000,2,7500,12.53,0.13,9,0.0,0
X8TBuHJX-hFQU,0IqXBmxs-EW6W,03jNqKs9-kKq3,alugado,risco,B,41,42000,1,3200,12.18,0.08,16,0.0,0
zDRjz6dQ-f8yK,4rwNGoXh-gWia,k85wfpec-oPWY,financiado,quitar,C,23,68000,2,21000,12.84,0.31,2,0.0,0
Z1bGARFC-LXlM,PAY6DyIK-aaE7,RDykZqQC-37rd,financiado,reforma,B,24,87000,7,25000,10.99,0.29,2,0.0,0
GLZ0pdJ7-5q1A,nK6ZYjts-hpJq,oaPB7Bnm-5whX,alugado,pessoal,B,23,58700,8,1200,11.71,0.02,4,0.0,0
AkkXoKq7-q0Ix,y4lC5fOR-opjH,Cpoa9l3o-nl7R,alugado,risco,A,22,190000,3,12600,6.92,0.07,3,0.0,0
itTWnpOR-3ndG,eF1zOgBZ-MxMG,zdQDPW7u-RuZu,financiado,risco,B,24,90000,4,1700,10.75,0.02,3,0.0,0
cXIOHdUc-8QdE,JCnD2WAB-IUqb,iB0LqxIh-PY1m,financiado,risco,A,32,70000,5,14000,7.49,0.2,10,0.0,0
JXrC8A7Y-ncOy,B6lySCq7-XH0z,Kf0wK3Ip-SCqn,financiado,quitar,B,24,55680,4,7875,10.65,0.14,3,0.0,0
9q6DgA7w-mws3,kzenkeN1-0OMC,YE8KF7lG-4M69,alugado,pessoal,A,26,66000,10,14000,6.62,0.21,3,0.0,0
4jOKLMGm-bLD3,GspRn1Xq-dzag,IbotBmNx-Z4ee,alugado,quitar,A,23,30000,3,10000,7.49,0.33,2,0.0,1
eWbCN3Kv-5mob,uhr66dZ1-pwcH,J9rMN9wO-7hd4,financiado,risco,A,24,115000,3,15000,6.03,0.13,2,0.0,0
YRvnCA3P-KZnj,QFW82utu-8thA,FuhQQMks-msvx,financiado,risco,A,35,38000,10,9600,7.49,0.25,9,0.0,0
Ap6aTpg5-AI9T,DLKsjlb8-dgHb,n4rl33iH-MBQW,financiado,reforma,A,32,115000,0,7200,7.9,0.06,10,0.0,0
mr7Ucexa-Qpqi,ppeZsqO5-TOZk,Sb7Sf0R2-6Xhc,financiado,reforma,B,26,36000,2,6000,11.49,0.17,2,0.0,1
388uAr4s-r1gv,TZtBg4wa-Hgzh,mX7ImMur-KhZ9,alugado,ensino,C,24,40000,2,7000,11.34,0.17,2,0.0,0
XschYlXy-i3Ll,07MjAcIw-GUnO,gAbA3PmK-MyKn,financiado,ensino,C,27,44000,3,6400,13.85,0.15,10,0.0,0
dwxNMqyA-ryDN,amBxfcO0-kjn5,D4HQlIJx-EKbw,alugado,risco,B,24,135000,8,16000,10.62,0.12,2,0.0,0
zmQ45gRs-MkMT,euNfGNEq-PAAi,Yci9Oz9U-HI4c,financiado,risco,B,38,75000,13,20000,11.36,0.27,11,0.0,0
vw62YkOj-Hhds,YRDsJwDG-wGrf,7iUuJDxZ-CPjw,alugado,ensino,B,30,44000,1,8500,11.36,0.19,7,0.0,0
1llpAkja-DfPb,67Q72oos-Dr4E,uq4G6nNQ-OHe2,outro,pessoal,A,24,70000,4,9000,9.63,0.13,2,0.0,0
TZW9KSJX-585f,Wu3oqEqC-zh4L,iNDkW5gc-5u1v,financiado,saude,C,26,106000,10,5000,12.98,0.05,4,0.0,0
swTFNhE5-clvz,gILMJoBh-iCxw,3KkFtZUC-w7Ml,alugado,saude,A,24,54000,7,8000,7.88,0.15,3,0.0,0
pRoMvSNx-fLJ9,aIr6wpvy-D2qU,pB6DFpWq-ctXw,proprio,ensino,A,22,87000,4,10000,8.59,0.11,3,0.0,0
sxbJEZMa-ahOl,EQQTgoHj-LTkJ,Fizz223A-2jLg,alugado,ensino,B,23,120000,7,25000,9.99,0.21,2,0.0,0
STeiWvuC-9JlE,CT4Y8Gwz-UAkq,qyybWUZW-dbO8,proprio,risco,A,36,26880,0,4500,7.66,0.17,14,0.0,0
KPuYSbNn-cATE,joplQRMf-UZPY,auzJc6UD-f9i9,financiado,pessoal,B,25,60000,2,1800,12.21,0.03,2,0.0,0
JarmfWhd-059A,2PU5l1XY-fs8Z,XGkmivkl-QUdL,financiado,saude,A,23,69935,2,7200,7.49,0.1,3,0.0,0
WTgv9OI8-NhG3,4jzx7Thg-nFyF,n10z9Bak-7LXU,financiado,risco,C,25,44400,6,14125,12.99,0.32,2,0.0,0
sd5rWFP4-01Qm,LwdHLn2b-jJ4h,CSFoiUjj-B4hA,alugado,pessoal,C,24,80000,2,12000,13.61,0.15,3,1.0,0
RjwmNIX4-HvrR,Gtdi0GDp-jsBi,ad7zxYP6-xrAI,financiado,pessoal,A,23,46000,7,5000,6.62,0.11,3,0.0,0
JrJXkHrj-Mv1M,8UvKXNe0-aBAz,Kzi4jD2m-BIvH,financiado,reforma,D,25,58000,5,10000,13.24,0.17,4,0.0,0
S63SzTeh-GTCT,A8xKCTDM-3aOg,H1qYDa3m-XfZp,financiado,risco,A,22,45600,3,1600,7.88,0.04,2,0.0,0
rD8a7YY8-WFOu,BaZGXMnY-p3Eq,tyKwP0uf-m521,proprio,risco,A,22,90000,6,7000,7.14,0.08,4,0.0,0
JDf2YFKR-3h3g,u76mks3A-xhpj,xez1lvI6-4Set,alugado,saude,A,24,57000,8,14400,7.49,0.25,4,0.0,0
ZqN4FHRw-Ne6O,9kGwlnuh-6FJU,uxLIAqbT-8O5e,alugado,ensino,C,22,80000,3,20000,13.98,0.25,4,1.0,0
hIaltHji-y2Wp,7f01Kxak-reJw,8Zajgx37-AIh2,alugado,reforma,A,26,65000,5,15000,7.66,0.23,4,0.0,0
GTWvmY9G-4mxA,t7MqWPfN-EGKh,NtJTGS5n-FTfY,financiado,saude,C,28,120000,5,22000,13.72,0.18,6,1.0,0
GEdzDIr3-znMz,BbK0rzj2-eGE4,o9LrFTTy-E9A1,alugado,saude,B,27,145000,11,5000,12.69,0.03,7,0.0,0
Bpe002A9-4pnD,U00KPM4g-k1Nc,lNa3mWFi-HC2o,alugado,reforma,D,29,42000,0,5000,14.96,0.12,9,0.0,1
f7yrIWC0-OJ8c,NSvMSu8y-fAOb,8niaEQU5-XDIh,financiado,ensino,A,25,250000,4,10575,6.99,0.04,2,0.0,0
yPWjoe7w-4rfH,liTKYQ7I-0SNj,gWWewzJD-69jg,financiado,quitar,A,25,30000,4,9000,7.51,0.3,4,0.0,0
yaZUMrJP-wqyK,haThugz8-R3y9,zw8Ac2au-ZD6w,alugado,ensino,A,22,29376,1,2800,7.43,0.1,4,0.0,0
BpFzg5c5-79u6,CNQtzda9-6h34,xvfmLL8U-pk2c,financiado,reforma,A,24,87000,0,12000,8.59,0.14,3,0.0,0
5CasqciZ-D75t,kpzOI4tj-kHgy,XAjh4APi-i7g6,proprio,ensino,C,28,96000,13,15000,13.47,0.16,6,0.0,0
mTMKZ54h-LA49,BttqM3Aa-K6c2,jze3HL5e-TmDJ,financiado,ensino,C,21,55000,5,10000,14.72,0.18,2,0.0,0
7qQsN2jX-X1t1,plZiE7AA-lQrv,O3q0Hhuk-w2Mf,financiado,pessoal,C,25,65000,6,7500,13.47,0.12,4,0.0,0
w9iQfliH-cUEH,dLybsiMX-6FMq,NgiZUm7e-WqnH,proprio,ensino,B,29,200000,13,23000,12.18,0.12,9,0.0,0
OAetmPHN-FJ1g,w1PEWh4n-imOZ,yZc4buts-o2fL,financiado,pessoal,A,24,29200,6,2500,6.76,0.09,2,0.0,0
SOnjLAUo-JAyL,2oTbYTcH-NPUt,ruJQTS6X-e79F,alugado,pessoal,B,29,42000,5,15000,10.99,0.36,9,0.0,1
JW7AxafL-l8fF,z3O2P85e-UZ6Y,R8voDbpz-8jHm,financiado,ensino,F,26,138000,4,18000,16.4,0.13,3,0.0,1
GfMbBXlK-dfOD,TATI5hmR-3qC7,lnm8hY3H-zDjj,alugado,saude,B,22,68000,7,15000,10.37,0.22,3,0.0,0
zpwRl8LQ-4EC6,WYarZYfU-OEUZ,Q4JxiizX-hM7A,financiado,reforma,A,27,156000,11,5000,6.54,0.03,8,0.0,0
bOLwORPf-o0Yb,LL2rGJ0W-vqGu,k8wkbwSx-zNUK,alugado,saude,D,24,18000,3,5400,15.99,0.3,3,1.0,1
jm0TyK56-sSwq,MUvOEYCk-U3y6,2XYMAKDl-9wmS,alugado,risco,A,25,20000,2,4000,7.29,0.2,3,0.0,0
Wsg5IBUZ-gPEg,ZO4a7e04-zXG3,TgmOB74j-A1hU,alugado,quitar,B,34,18000,0,1500,11.48,0.08,8,0.0,1
4tn1jpq4-YQKv,iSTZ2v6o-PHwv,Wbxwifno-PeMF,financiado,risco,C,24,87600,8,10000,13.49,0.11,3,1.0,0
T2t90LvH-eDPd,9mxhBboZ-hkuN,lScJBqao-aj2L,alugado,risco,B,26,33000,1,3500,10.25,0.11,2,0.0,0
uPSSKUaO-L4fN,7IiCB99D-boQY,QnIrnCuZ-xrjA,financiado,ensino,A,23,39996,5,10000,7.51,0.25,3,0.0,0
Bclv9OAr-9OqY,Z3d99Mn2-jUKX,hChP2Uuw-QtNh,alugado,quitar,C,27,31500,10,6000,12.84,0.19,8,0.0,1
dWmQKMZz-R4l9,WE96by4f-WzNP,7MxNlOPt-HrQC,alugado,reforma,B,27,56000,5,20000,12.18,0.36,10,0.0,1
wPp99vpA-xk7u,rG9wmq7o-cpJ7,L16JpNwa-3Ct5,financiado,saude,A,21,30000,6,3000,5.99,0.1,3,0.0,0
GTfcpgtK-Ykr2,QgFjZHXK-0ucq,JANagmWP-w32I,alugado,reforma,D,29,16800,9,2750,14.84,0.16,10,1.0,1
0CatWyak-BZG4,f4UdfG0e-F2T3,SmrnPQ2Z-wPuW,financiado,pessoal,A,26,132000,3,2000,7.51,0.02,3,0.0,0
pbOUaXn1-kqr6,JUAcS3AN-hDjt,WDJnXWzt-Sunf,alugado,saude,A,22,28150,0,1600,6.39,0.06,4,0.0,0
NmFdDSUA-XPJk,v6tUn9TQ-jyTk,oR1laTXE-Dd0s,financiado,pessoal,D,29,40777,4,8000,14.91,0.2,8,1.0,0
MsJyMqTf-o8jy,sNao7tX4-ETr9,kyFu1T9c-zQco,alugado,pessoal,A,24,60000,7,8400,6.17,0.14,3,0.0,0
nfkoRwI4-FzgF,8QdYyoNR-xnJj,k28OSETa-7bn2,alugado,saude,A,26,125000,3,12000,6.99,0.1,4,0.0,0
kdtgvxkl-g66J,E9sli5n1-jmQv,bo90XTPx-z3N8,financiado,pessoal,A,30,48000,4,8500,7.49,0.18,8,0.0,0
JqPqQmnG-qsYp,DNIDHkm2-mwOc,jhJG6MNa-DPd6,alugado,saude,D,34,25480,6,5000,12.8,0.2,5,0.0,1
msucpsXN-tljf,emmXTK8G-Wab5,xB6J7ppL-jRx3,alugado,ensino,C,22,40000,6,14000,13.11,0.35,3,1.0,1
41XfE5Tk-O6Qe,Fyh7NLx7-2kBK,H10cnUha-8guA,financiado,reforma,A,24,55000,1,5275,8.07,0.1,4,0.0,0
XlqMtpjx-kBBB,BEbrRN3m-hHYr,LfBNghnU-wyqZ,alugado,ensino,A,24,45888,5,9000,5.79,0.2,4,0.0,0
12axshiw-Dg7O,0BiyHrGU-5xfd,hozutuqa-pilB,alugado,pessoal,D,29,28000,2,5000,16.07,0.18,8,0.0,1
omssQ38B-59YW,nLOgj3UN-GO8a,bfJhjeAa-7qss,alugado,saude,C,25,87000,7,9000,13.49,0.1,4,0.0,0
vrYMi6eB-6OAo,ieOUTunU-lAt5,a09zr01B-TXhN,financiado,risco,A,29,125000,0,10000,5.79,0.08,9,0.0,0
SI8OIPJb-bOiT,7y968J7E-zLAY,P83KJHU2-QIeO,alugado,risco,B,21,90000,2,3300,11.71,0.04,4,0.0,0
M3h3sJTL-yN7y,0Lpn845P-q2j3,Y3OpsdIt-Hq2h,financiado,ensino,A,33,103000,5,24000,7.49,0.23,10,0.0,0
uS8AZlj8-Bk75,I21PiI7b-g87G,MN626M27-3j5K,financiado,ensino,A,23,92000,7,4800,7.49,0.05,2,0.0,0
r6lsXI4l-kgfq,jXc4xy2m-Jktj,zNuusRn0-jMIq,alugado,saude,A,31,52000,1,4000,7.49,0.08,5,0.0,0
jmUyntlI-tWSo,AEzqdcZM-saIx,n242aZbg-6nfn,alugado,saude,D,43,46000,2,13000,15.7,0.28,15,1.0,1
Ouf7Kj8i-nxjo,eQOSRChw-6hEA,o2sGNyWe-rqID,alugado,reforma,D,24,54000,0,16000,15.65,0.3,4,0.0,1
syYL3jR4-FRse,2MoSYZZq-k9vL,6pxHmg6h-pT1m,alugado,ensino,C,22,60000,6,7500,11.34,0.13,4,1.0,0
kIskKHB3-Bfem,xlbAk4M1-Jdds,OgL6aA5M-X5m6,financiado,pessoal,A,22,22000,6,7200,7.14,0.33,2,0.0,0
bnqXjw55-uGUh,wYFEC9ue-1cRg,8wkll1Tb-25yn,financiado,pessoal,C,22,100000,0,15000,13.85,0.15,3,1.0,0
QUibYjdI-lqEN,ITxlskoG-FFzb,Zg4kmTIP-Pres,financiado,reforma,A,30,24000,7,6000,8.94,0.25,7,0.0,0
BopwyaXj-Nx0W,q9oB4Mcy-isNZ,DtIw1bfx-dD3t,alugado,ensino,C,23,60000,0,9000,13.61,0.15,4,0.0,0
OcL11C0s-6UOU,eazIPQO1-jEgt,7y67O2DA-lzzH,financiado,quitar,D,36,73000,3,8000,17.49,0.11,17,0.0,1
pkEvWcMv-bTNZ,0TSfYCZc-ysQi,d1ZZCIl0-mAx6,financiado,saude,A,24,135000,8,17000,6.17,0.13,4,0.0,0
Jfpy5AmN-LoZW,YzM9wOKh-KDue,ILsiNzd3-Tif2,alugado,risco,B,25,42000,1,10000,10.99,0.24,2,0.0,0
IqkS5STC-eY4A,rCeIoXx8-8yCq,PBfOt1bN-sFTl,alugado,ensino,A,23,41000,5,9500,7.88,0.23,2,0.0,0
fLYb6C1o-OTLw,x5lPNaGM-WATi,wCHDXCNF-ge2s,alugado,pessoal,C,22,82000,3,21600,13.61,0.26,3,1.0,0
Mt6Dzjvq-cJWa,NOmJYIHF-WdJP,5ZeEMsKC-YoK4,financiado,pessoal,A,25,120000,9,10000,5.42,0.08,4,0.0,0
FmwjqMWP-zmuy,jxS64doh-Hetf,fqYQuO2p-FB60,alugado,quitar,B,24,130000,7,24000,11.49,0.18,3,0.0,0
WdNqh0Ou-NHNg,C8vruMra-ac3l,retDegjb-WNZC,alugado,ensino,C,22,45000,0,9000,14.26,0.2,3,1.0,0
fBvkExeo-xmxs,0KCzfJSR-uww5,Pjdk3rPT-3o1B,financiado,pessoal,A,27,95004,1,15000,7.51,0.16,9,0.0,0
qqap403T-Tesx,nnvg63py-tZxc,bfMYLqKA-y8Dw,alugado,saude,B,28,46000,6,5500,11.11,0.12,10,0.0,1
7eQhcNBe-purv,o3QcbFGc-Deaf,jwiULqJB-9hMl,alugado,pessoal,C,23,28000,7,1500,14.17,0.05,4,1.0,0
elpmAeQR-MpZw,aBxykFpp-eSrL,gqPAjDIQ-4FQK,financiado,pessoal,A,24,50000,2,6000,7.51,0.12,3,0.0,0
zB8lxwcd-662R,LlppAZrP-wp2q,hLHhyNpL-TXcA,alugado,risco,C,27,29000,2,6000,15.27,0.21,6,1.0,0
kjT1DsKX-QYTY,Jxg84FbA-fBzs,f9PnTqe9-lnfD,alugado,reforma,A,22,48000,3,13000,7.88,0.27,3,0.0,1
bJ9MWfOk-xK7w,y3BfxT2n-bhd5,2T65fbod-4z7w,alugado,quitar,B,29,59004,0,4800,11.49,0.08,7,0.0,1
HARrP39N-9Uhf,YlqcjMlj-ZhXt,yre8kUS8-b0hq,alugado,ensino,A,22,70000,6,8000,6.99,0.11,2,0.0,0
qkEIMORo-XBMh,QufjCFFA-NqwP,Lv3R05xx-J3oX,financiado,pessoal,B,33,36000,17,6250,12.69,0.17,6,0.0,0
l0dIxPNH-h1pG,XGoMw68w-AHc9,ZTYLCcIO-12rf,alugado,ensino,C,33,97000,4,7000,12.98,0.07,8,1.0,0
0wYvlad9-X6Ri,Tbavoevm-Hg4Y,wA1wkaMH-mDvD,alugado,pessoal,C,33,120000,1,9150,13.99,0.08,5,0.0,0
NN1zMiTz-PhTi,Ds8lJktK-RDWN,QnAnTCkG-xMgl,alugado,risco,A,31,33000,2,7000,8.9,0.21,10,0.0,0
C4wOynon-lf2o,lshRbd9g-IfJN,8JcTIIj5-5v60,financiado,risco,A,22,42000,5,5000,6.99,0.12,4,0.0,0
NXeWNq15-07NW,ziQXdcrc-akrq,dMHbIa5i-BaRg,financiado,reforma,A,26,127500,7,10000,7.51,0.08,3,0.0,0
2sX3dxtI-g3Je,x2IRvD23-XIyT,FzaEgZeB-QsJg,financiado,reforma,A,28,120000,12,6000,7.74,0.05,5,0.0,0
infEYZz9-6LIC,5MkedLhq-IB6p,8Y2ZnaWe-yPCH,financiado,risco,A,28,45100,2,6000,5.42,0.13,9,0.0,0
LOT5BJ0M-4Jvb,8WNX4oQ9-Btww,s5QXkKKb-hOrN,alugado,pessoal,A,23,26000,0,4000,6.76,0.15,3,0.0,0
QJh1IIET-baah,m2mx0JH5-BHjc,RmODyYMq-QYkn,proprio,risco,B,22,30000,5,3000,10.36,0.1,2,0.0,0
bu2Jbzyv-4JEq,qQBLxxgf-rRu7,OKMUrm3j-DQYL,financiado,ensino,B,23,55000,1,4400,10.59,0.08,3,0.0,0
HwkQWxhs-kT8D,z4FYhUDC-nSOw,Her2yR5p-FUcT,financiado,quitar,C,25,174000,2,8800,14.27,0.05,3,0.0,0
IsetpqUI-17Ds,TvaDmpJv-T1Nr,mEE9qyzv-rDZt,proprio,risco,A,25,47000,9,4000,6.62,0.09,2,0.0,0
N1TH4N5T-puSI,dpKtqKDt-Ehdb,wAqXoxul-DOpa,financiado,quitar,A,22,56004,6,2000,7.51,0.04,4,0.0,0
gJ0yXse5-GoOp,p8IHlU8H-B3NZ,3Fs7GU73-2QZd,financiado,pessoal,A,32,100000,4,6000,7.14,0.06,10,0.0,0
S0ZrtHaG-nm1R,jrLw4HMJ-NNX7,HDsxvI7e-BEu7,alugado,saude,C,24,85000,1,9000,13.92,0.11,4,0.0,0
qDZ4rxP4-LCRL,DWGRoGwE-BRWk,5eWyau9R-ujHI,alugado,pessoal,D,23,42000,2,14000,16.89,0.33,3,0.0,1
SZ0uZrwi-ZNFD,FvhOrXID-yPxq,dyWLe8iW-htGP,financiado,risco,A,29,48000,13,7000,8.49,0.15,9,0.0,0
8hi2McAr-dE2D,OlzcF3Hr-Jl9q,7itrKBXr-K5v1,financiado,pessoal,B,22,28000,6,10000,10.99,0.36,3,0.0,0
Swhrxh6p-22X6,xFnRJ47o-51Jd,IN5a1x4H-jJ1k,alugado,quitar,A,26,70000,0,11600,6.99,0.17,3,0.0,0
L7b4WzY7-m9MO,PXgRuoOC-QhS4,ffZ661Jf-WOQx,financiado,ensino,B,27,69000,3,4000,11.49,0.06,8,0.0,1
cRfpHMfx-ahHh,k6z1sLRh-IiKc,kWE4KSFp-Cger,proprio,pessoal,A,29,21996,7,8300,5.42,0.38,7,0.0,0
cBfzJmQa-gb1U,cayETaNq-2tmD,URUkM4sz-DPN2,financiado,ensino,A,27,72000,6,6000,5.42,0.08,10,0.0,0
