person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id,loan_id,cb_id
ICUaH8FA-YeOi,27,52000,Mortgage,5,ICUaH8FA-YeOi,K5mKzdoI-dKmr,ITx7QIBy-IFKT
u8FxGZ27-mE1T,22,68000,Mortgage,6,u8FxGZ27-mE1T,2rYSjTiO-cKXC,XoKWNveC-pt2b
xlEMH3Ps-F1uZ,25,120000,Rent,2,xlEMH3Ps-F1uZ,XiEtYU5q-e798,hgpBXROw-qStN
RHlznRC2-rh2e,25,150000,Rent,2,RHlznRC2-rh2e,fXeLXAbO-5nMQ,9Lakoj0Y-B60g
wIYN2iFk-YaiH,45,118560,Mortgage,1,wIYN2iFk-YaiH,EwPWopTq-coLh,cvq3lm2t-yER8
WOm68ybv-4qfz,24,54000,Own,8,WOm68ybv-4qfz,j48vDxzd-WzCt,TNUugZc5-GAmi
3TUR245z-A4iq,33,65600,Rent,4,3TUR245z-A4iq,32660GhQ-NZUI,k9oQ8rSL-i2JF
7QqQpNRY-RNlc,40,61500,Rent,3,7QqQpNRY-RNlc,gx0v6aE9-gMow,36JwERpO-w3C6
J2vjPiPf-gof0,36,46000,Mortgage,6,J2vjPiPf-gof0,pwGgrBqh-rg6S,glJDUL98-caxt
dbn3Q9z4-bCry,25,80000,Mortgage,9,dbn3Q9z4-bCry,yMmkIlkI-R3nb,4hH7heyK-asFG
FbeDIrmX-kRv1,22,57000,Mortgage,5,FbeDIrmX-kRv1,1Gi0SuUB-xlrL,smJz9So2-NGcD
X8huUcWA-5aIe,25,38340,Rent,9,X8huUcWA-5aIe,LHeHA8z9-7Gze,HspoUCWi-4Bea
LuqzItXk-R330,23,26400,Rent,7,LuqzItXk-R330,9jHmrT4y-tNHJ,W9rn7MTE-qlc3
gLAgmJ4c-Qj9L,22,33000,Mortgage,6,gLAgmJ4c-Qj9L,4YsIOtIq-PqZJ,9hC89Ei9-stFc
q66F2ujr-6GTq,32,53000,Rent,4,q66F2ujr-6GTq,8Z42d638-qbOe,am9fIFiA-DmdP
dlUwP92G-riBp,21,47208,Rent,2,dlUwP92G-riBp,AyEffvmi-ayyl,s4JTIudX-gXEA
z8lIDa3v-DRxI,25,NULL,Rent,0,z8lIDa3v-DRxI,lj6L30Kl-N1BM,WUtzLCoy-dc2X
EgnfiIpH-2HB2,22,49000,,6,EgnfiIpH-2HB2,NFXsp9p1-8rxU,QJGkiv3k-tuGX
luKCKk3z-TAH0,22,31200,Rent,3,luKCKk3z-TAH0,3MUdLANs-ldnu,ZFx6sAcb-Eekb
iSYpGZyq-nUev,26,98700,Mortgage,6,iSYpGZyq-nUev,KenkmuzE-HDUn,tQ0QsYxJ-AAvb
t3KPPDZC-vv8r,29,15000,Rent,NULL,t3KPPDZC-vv8r,BRMZUMmB-PKyC,NfTLOqxB-gC3A
lx5r4F9U-bDIW,30,24000,Rent,NULL,lx5r4F9U-bDIW,gRf4bzdn-4E1a,bdQCuzss-2ffJ
BmSfJBYv-BeHf,70,39996,Rent,NULL,BmSfJBYv-BeHf,GX59fDb4-5FJW,ei66qmed-tZFB
oP1GtI4D-aT22,28,40000,Rent,1,oP1GtI4D-aT22,bscgrhOe-RUzk,y3MgiUko-QuAE
8iv2qtBi-jOLA,25,70000,Rent,9,8iv2qtBi-jOLA,aYR1PoKH-9n3s,hR3qGM6m-YL4r
RQR6PLvE-hscR,25,39996,Rent,9,RQR6PLvE-hscR,MneB5zXy-bqLh,WXRlDEho-feET
SljY3IGF-IRz5,21,30000,Rent,1,SljY3IGF-IRz5,p9cTI1zs-yKTW,lN2Tp1rg-bimO
keihZllx-DO0x,21,39900,Rent,0,keihZllx-DO0x,zcQOiICc-r7cr,7m1M0YJI-kcIS
bWOx4rOx-YUII,44,200000,Mortgage,NULL,bWOx4rOx-YUII,nk3iAZDS-bJUm,s8viAGiO-8BUF
oWHSN2fF-lTaQ,23,39689,Own,1,oWHSN2fF-lTaQ,gHKybfeW-Cfqt,nMRMORs7-IBcM
7JXIukpO-6pEb,23,39800,Mortgage,NULL,7JXIukpO-6pEb,3kBOdx27-j8ZT,IEIkOisR-rDqW
MR40l1bf-ARrM,31,40000,Rent,0,MR40l1bf-ARrM,yMghuMzC-kRPX,KQ63027b-vp4y
uSCy6Sbs-B57o,22,33000,Rent,3,uSCy6Sbs-B57o,lZTLHtvN-gs0K,KMXtfeYi-vN7H
PxbqZSBN-HI10,36,51996,Own,7,PxbqZSBN-HI10,QIEFj1q6-PNee,6hosKyvO-Q0qI
BByEZEq4-tnyS,23,87000,Mortgage,7,BByEZEq4-tnyS,Y9lT9lhP-yqyh,I1LDY8M6-jqPk
RbIo9MZv-mj6L,31,41558,Rent,3,RbIo9MZv-mj6L,9mnDsmLe-Sz7f,PziaY6BW-EBGA
2QHZUrEo-QYBF,37,85000,Own,3,2QHZUrEo-QYBF,xmE2omk0-8mis,SCdSZb7D-Huwl
h4Nl4mLF-QIBZ,22,19200,Rent,3,h4Nl4mLF-QIBZ,lPTf0xwA-3mT4,514ulYRP-0i7L
cBfzJmQa-gb1U,27,72000,Mortgage,6,cBfzJmQa-gb1U,cayETaNq-2tmD,URUkM4sz-DPN2
y0zoae3z-84kp,22,65000,Mortgage,4,y0zoae3z-84kp,ov0CUXUi-QuUr,EYqBQ8ar-kPEE
PL8evgR1-60xk,23,77927,Mortgage,7,PL8evgR1-60xk,2LM3xcLy-gQSu,CZeZxXIy-CssS
O1NR2NjG-auh7,26,100000,Rent,6,O1NR2NjG-auh7,QGRnukUT-N6ZG,uf7A81UJ-fJ1P
51fJrRgk-kG8n,28,80000,Mortgage,11,51fJrRgk-kG8n,fjqKjYGO-Zz4c,RZpElOUR-IG8q
vikOGOHx-veZh,25,30000,Mortgage,2,vikOGOHx-veZh,vggppasd-ozXt,vhRzpicK-wnSb
1RMIbIlG-NUYK,28,49861,Rent,2,1RMIbIlG-NUYK,FAdZK3Zt-LHcp,ZSD1g55v-vz2f
cmjtb5Lk-MI8I,28,57936,Rent,2,cmjtb5Lk-MI8I,mGdGRIGL-1CRr,HSAd5AGX-YhFa
SIT6Hezd-Mkml,27,NULL,Mortgage,7,SIT6Hezd-Mkml,1iqQ5tIk-SgOp,3IMAy3O6-KmfB
ZwxvYG6X-yTZq,27,32220,Rent,11,ZwxvYG6X-yTZq,tujKkoao-Cf4t,tbyKmMmf-YcYw
2ebYikdX-Na9z,30,45000,Rent,0,2ebYikdX-Na9z,jE0wtDbz-k3Y9,7GljLUnh-u1Jx
Qw2AC6P4-JXo7,22,57200,Mortgage,4,Qw2AC6P4-JXo7,3rejagqq-8Z5F,i1PLMHjx-jrps
MJKLkxia-wZ5p,29,75000,Own,NULL,MJKLkxia-wZ5p,gdQoS6U9-4tSY,tJGcJAEv-Ee8Q
GPZEs6Ru-v54c,22,30000,Rent,1,GPZEs6Ru-v54c,h37QhQ8N-Hqbb,ZYn1YWOg-UMWF
kB0kc5oC-5jpz,30,85000,Mortgage,0,kB0kc5oC-5jpz,2ix7H9nA-X6B9,dD292pJZ-AjHx
XhnN6EUD-pLkY,23,85000,Mortgage,3,XhnN6EUD-pLkY,AXlvzaNu-K8gO,h76TXFcN-zFPz
NoI6BFDS-m5Gj,31,96000,Rent,5,NoI6BFDS-m5Gj,P2AU6YBT-Q333,Bhf9g2vd-id2G
AnAG7N3k-Awiz,22,58000,Other,3,AnAG7N3k-Awiz,CuOot00e-CwWd,5Zp33wS6-6jZj
jBnWU85l-1DK5,26,35000,Rent,2,jBnWU85l-1DK5,yg1YIDvx-BovE,WiQz9sb3-QJhu
n3dEkuXk-9a8n,23,39000,Rent,2,n3dEkuXk-9a8n,5jJq6OAs-3PEv,2PpNwDGd-H6T4
beM6F3Wc-vsUG,27,49600,Rent,2,beM6F3Wc-vsUG,lbtlsnXG-XodK,iaLnp5vt-OBj8
sljJfJHD-X3Cq,29,14400,Rent,2,sljJfJHD-X3Cq,xOXmcOUj-bxij,CKGcrylc-UWS4
ywEYH5lH-klsL,24,62100,Mortgage,8,ywEYH5lH-klsL,Uw8ushrZ-vJ3K,Iw4QiqgL-s66A
d4jE1NF4-CnH9,25,74678,Mortgage,9,d4jE1NF4-CnH9,JRGECnxN-IQ8l,HtFlBs2M-GCOn
7HCP9Fzf-SwJU,29,61455,Mortgage,1,7HCP9Fzf-SwJU,nHSFCjv9-biv7,8d4l9AUz-KDHF
PajUTcyZ-K9UN,35,110000,Rent,2,PajUTcyZ-K9UN,m6Sf9vgn-3Kvu,DKRn6n9m-S4j6
zqKZ3CKq-DqjH,30,46044,Rent,4,zqKZ3CKq-DqjH,LBAd5wc5-GgW0,RS1k0IzT-ix2b
LNEn2uT4-it1e,22,107000,Mortgage,6,LNEn2uT4-it1e,QYR4UTYa-knKO,0XkBgC1y-IWPU
LxTpqh9l-Teuj,33,21000,Own,1,LxTpqh9l-Teuj,LdS1zuyn-jHck,XsZpj11Z-4by0
gHhReUbg-i9MS,22,78000,Mortgage,6,gHhReUbg-i9MS,24hj5JCq-FDKZ,HjXBPng1-oCsX
Tidg1JBN-Czwg,30,38400,Rent,6,Tidg1JBN-Czwg,zujoub0P-E9iU,O62eEJff-IiCr
6MfXw4hK-9bpt,27,36000,Rent,3,6MfXw4hK-9bpt,XaRpX8HX-zCz4,8KeRvc5e-pP93
dj7NRCWe-PR2s,27,65000,Rent,5,dj7NRCWe-PR2s,gTl1pTWu-9fTz,DPrauYaI-2Un2
yCsMlrfh-guop,22,38400,Rent,5,yCsMlrfh-guop,BFSs73ku-yOHL,d4QYptKP-XBaH
flGzj58w-0IQ7,28,26004,Rent,0,flGzj58w-0IQ7,KHEJPA6N-6mg7,N3uwtOcq-sFTe
INHBixu6-DrIr,23,42000,Mortgage,0,INHBixu6-DrIr,jUTgph0b-l5YH,vuRQ0CMt-RJwN
9e6sjUiY-6jyE,27,127000,Mortgage,6,9e6sjUiY-6jyE,YReC4MM8-Sr8T,poktU9XL-EbQe
yA434aD4-4kio,30,47000,Rent,2,yA434aD4-4kio,0CN3Yu0T-W67v,QSteUN6Y-K02n
kpB1ROvh-76rR,24,115000,Mortgage,8,kpB1ROvh-76rR,fXl3hIRF-ZFTO,dxtwb7fF-MiUh
HZit9L5N-1yi9,25,125000,Own,4,HZit9L5N-1yi9,k9sUAkeQ-W9uq,2pEPRCtF-ck1w
mY2awvbI-I9HL,22,31000,Mortgage,1,mY2awvbI-I9HL,YEwO2xtU-YwZ7,sc5s5yo3-df9I
20tWiDi9-0L3P,27,84000,Rent,0,20tWiDi9-0L3P,FJszjCNY-NYuv,9JoLd5fe-9o1g
qgeoem9N-IWP6,27,45000,Rent,12,qgeoem9N-IWP6,x5KMSIv4-ZpWW,AvMcQzXo-Ah3h
rgspkJLv-llkh,32,65000,Rent,2,rgspkJLv-llkh,Iwx0fcZP-sHjA,4kaGsecE-Udbv
rch6CP2S-CJJG,26,78000,Mortgage,8,rch6CP2S-CJJG,m8Uw2aqp-xXyN,qnTII8UE-9nF0
Fz5kLdoZ-PvCy,25,200000,Mortgage,3,Fz5kLdoZ-PvCy,mdk4FziB-HFyu,YloJAahY-2TDg
9h6lr3HH-XORx,39,100300,Rent,2,9h6lr3HH-XORx,x089m3Gl-wFAc,3a1ZiRR8-gyEO
ZfAjoprB-tHWZ,31,114237,Rent,15,ZfAjoprB-tHWZ,vQlsRLRZ-b1Ha,7pcgwX0M-LWYI
hylztlag-6sHe,35,78000,Mortgage,9,hylztlag-6sHe,IBGdlxyQ-b5kf,P0GDOhNu-F0zY
R1XSHeFF-ZtOy,23,25920,Rent,4,R1XSHeFF-ZtOy,WelrLng2-vE3q,eb2MgipU-BLA2
L5YvfevL-8i8D,22,78996,Own,6,L5YvfevL-8i8D,rwxJnapd-RuyF,cawqn6Nb-Cktl
CseU73qi-Kdjs,26,120000,Mortgage,10,CseU73qi-Kdjs,loWRXSkl-rEH2,ibXKRcbH-7TqG
XnTAv8M8-yGwU,30,54000,Rent,1,XnTAv8M8-yGwU,QkH3QAkT-a32f,cverlhwc-qeyX
922rTq0y-gjR0,23,51000,Rent,3,922rTq0y-gjR0,s1nGUJQa-MRJ5,RhDRX7wF-0Bzy
8CahRaM7-KljP,25,27600,Rent,2,8CahRaM7-KljP,kXBBtZwg-bSPQ,2pT4T2Ru-OKba
UIKjJnCN-i4PK,23,NULL,Rent,4,UIKjJnCN-i4PK,cYfY9Z29-BFdD,1x0atkeJ-vtxF
2Z8Lcstu-BR3F,29,66000,Rent,4,2Z8Lcstu-BR3F,E96XDZx4-1SxP,zI6P1Fta-IZR6
UYduFps0-ShBt,22,80000,Rent,1,UYduFps0-ShBt,5jK3OQME-NK7K,dw56ZD3O-8EHe
cRFZpT9i-Xzo2,29,64548,Mortgage,3,cRFZpT9i-Xzo2,XTgySbON-mhls,lxFayJ05-CHa9
t0XpFd29-wSFQ,25,76500,Rent,4,t0XpFd29-wSFQ,Nsd7iD9a-wkJ9,LiAik4D7-NpiF
sTRK7ygp-RHxm,38,72000,Mortgage,8,sTRK7ygp-RHxm,txsqvifc-RqgC,hRBQW6eE-PitO
ctXbGl4M-Xhsy,24,12960,Mortgage,0,ctXbGl4M-Xhsy,UYXTUaAc-Su1W,xnSwgtRB-tx6A
gkXW63mf-CFud,27,52000,Mortgage,5,gkXW63mf-CFud,NsNooAg8-LUNF,jBOIR7CD-0oGT
GgOj15Si-YLoL,28,75000,Rent,0,GgOj15Si-YLoL,Od5pSkpS-RDLc,4Osle0pR-E73C
QWi3wr0F-hvh4,31,48996,Rent,0,QWi3wr0F-hvh4,3gI1dDcq-IYIx,OT62q7x0-4smf
4Nm7dFRv-3wRW,48,83500,Rent,7,4Nm7dFRv-3wRW,7sPYP30X-qhuG,fLbRhfG2-ek0C
udIFjgYJ-F1si,27,116000,Mortgage,0,udIFjgYJ-F1si,HG6OWJRD-MXyu,GbTnL2Dr-xPvg
tZ9eeAyv-0bX2,24,35000,Mortgage,5,tZ9eeAyv-0bX2,2smQflnG-nk19,xOF8wom7-UTPc
6rg4e3ew-4oUP,31,80000,Mortgage,0,6rg4e3ew-4oUP,RpM1NTQ0-zMnF,hAbalDyz-E6PM
kLroLzmr-dlfN,24,30000,Rent,1,kLroLzmr-dlfN,f0IZmW8o-FYMm,Tu3OvWda-pKiQ
W6S2KSMX-uLBU,37,85000,Rent,3,W6S2KSMX-uLBU,dWS9rpop-oRor,svkCbKH0-DPFk
MeX7TBkf-izpP,23,75000,Rent,1,MeX7TBkf-izpP,04HTFAoN-IGYy,F1iA8619-MJzx
8raj7WcS-ulAU,25,23000,Mortgage,4,8raj7WcS-ulAU,Z6JWm3ZO-xtDe,MAyzjlNi-1kq4
3XJ8L2da-dwdt,29,75000,Rent,0,3XJ8L2da-dwdt,oKT1Bgot-URWM,0QqxpMlQ-WkdE
CulGLvLF-2hor,22,36000,Rent,6,CulGLvLF-2hor,Q5H2wXOy-FFWX,e5rJ86Me-geqX
gOFGhkJb-EAgG,21,44304,Rent,5,gOFGhkJb-EAgG,SeeuETbA-xtup,jXgQvS9S-M1pZ
lzSyxjkS-Wg7F,29,175000,Mortgage,1,lzSyxjkS-Wg7F,jwCUjjaY-j8Fs,R77h2wNi-zr7j
z28BpRUD-kkBF,31,105400,Rent,2,z28BpRUD-kkBF,dfgQpFLj-cEhB,dNpp12G6-kYxa
Eesb0h8R-8ZXk,27,38000,Rent,1,Eesb0h8R-8ZXk,c7hZyRFr-cAFn,9918qxci-sIyg
s2qLKi4j-CKLE,29,40000,Mortgage,5,s2qLKi4j-CKLE,aqa8iNYi-3HoN,HYnCHtki-rPqz
p3DdFY8B-QDKc,30,52800,Rent,4,p3DdFY8B-QDKc,TlCCWlgB-4TPF,qRhuR1Pk-XbAY
jGRlxE3p-0cTg,31,24000,Rent,2,jGRlxE3p-0cTg,4FWjIW8L-nlso,DcFg8Sn7-1DkO
v6Q0T3cD-ZdKv,26,57000,Rent,0,v6Q0T3cD-ZdKv,oBH2ioR4-MgJ6,Y0wa6o32-FWLI
8a2NnM0p-PHQL,22,112000,Mortgage,2,8a2NnM0p-PHQL,cr2TCAIu-LHPY,Wt48akDv-y9NQ
Jrh1sStJ-NhRz,40,54000,Rent,7,Jrh1sStJ-NhRz,AOtf7xgj-Ya74,4kkUa33y-QnYS
EH4XoTme-kUKm,30,148000,Rent,2,EH4XoTme-kUKm,UOUbhp1H-J7Hb,dfOR8ZjY-TSfF
mkUnw7rd-UfTP,26,52000,Mortgage,3,mkUnw7rd-UfTP,Z4D3ZfXw-HL1D,pMTIgsUP-oad4
N9szXxhs-6LPb,41,21600,Own,1,N9szXxhs-6LPb,k07qhdsQ-gsaf,48HEZo0Z-TQA5
MwR0dIGU-kbCB,27,102400,Mortgage,2,MwR0dIGU-kbCB,Wy7EClmi-yTJp,YUL3dCo5-9Fbw
06OeH5Z1-h0tr,24,205000,Mortgage,2,06OeH5Z1-h0tr,HpNpSsXM-YpJK,Cc9F0hne-qo5M
X9Fgv43T-Kldd,24,28800,Rent,0,X9Fgv43T-Kldd,A3HhBafG-ocTJ,S7tFOXL6-c22Z
JqyEvMgK-EsA4,28,135000,Rent,8,JqyEvMgK-EsA4,URhwy2Jt-vMZl,76vgC7gs-fss2
e9OLlRjP-YDro,25,46350,Mortgage,0,e9OLlRjP-YDro,SAKnBJQd-pTgo,KdP09prQ-kHiU
dThOkoBi-lmu9,33,90000,Mortgage,5,dThOkoBi-lmu9,xubuILiL-1RtB,wwLJhpv5-TkHo
EWYCvolO-0Uom,23,55200,Mortgage,7,EWYCvolO-0Uom,F4315PkF-ueyz,qSjhRvOd-ilyL
ziNSLfoT-MXD9,23,51600,Rent,6,ziNSLfoT-MXD9,K6h250Tj-CNgm,kBopo55q-yLyp
gm2qurFS-ZMIH,24,120000,Rent,8,gm2qurFS-ZMIH,WeS9JIJp-xsMA,kZpvBAOL-8o1X
XfAfEp9B-iNX2,28,34000,Mortgage,2,XfAfEp9B-iNX2,mzIYKdjB-RhQD,tMJZ4QMB-59uE
G8zg6gsE-1qrc,28,48000,Own,1,G8zg6gsE-1qrc,8U2hvJyL-FeOc,NizOqLa5-DN5E
IduHtle6-G8ME,31,60682,Rent,NULL,IduHtle6-G8ME,WFukDFDN-RcxW,1EjJgxrq-HPBz
e3vlfIgy-8rwl,23,78885,Own,2,e3vlfIgy-8rwl,HBi7LQeB-mbdB,4u1H78wN-T3Ao
HvSfUXlq-3eJJ,26,45000,Mortgage,9,HvSfUXlq-3eJJ,jpQKEyvn-bjv7,iSJ1zGXS-fPY6
5jBJK1Sc-Bw9C,23,52800,Rent,4,5jBJK1Sc-Bw9C,fkhHrLlk-6MFD,ICLOCu6c-LRtQ
QFnCMXkP-IQd0,41,43439,Rent,NULL,QFnCMXkP-IQd0,gttnG18p-qewe,5bxZSJ2b-fwHI
CKlWFP0b-WHZR,22,40058,Mortgage,5,CKlWFP0b-WHZR,0FK0TMxz-Wu7Z,1MsoCyyE-eeaE
4qtn41LL-d7sH,38,50000,Mortgage,6,4qtn41LL-d7sH,m66itZyM-gHmD,3voX5CIK-tCxE
1JFYbtqx-dD93,25,30000,Rent,NULL,1JFYbtqx-dD93,33l9kC0D-dp2r,K3qM8GIW-CTX6
huzcFkxP-7KZc,25,61000,Rent,9,huzcFkxP-7KZc,So5Tqod8-9pr4,Gw8BuPmH-mG3v
6gNP9uhm-8cSN,27,65000,Mortgage,11,6gNP9uhm-8cSN,Q9lGinI9-lnbz,AO8LCy1S-Z6QG
ApXxEe3l-Xtes,23,34000,Rent,5,ApXxEe3l-Xtes,qe3ENUaN-d36i,bBxdAMwY-Hu6t
NA8zWMrt-And7,24,55000,Mortgage,8,NA8zWMrt-And7,ehlfDkha-fWit,FdcxOlQr-f6cu
ytpsCOGr-CRC4,24,48000,Mortgage,4,ytpsCOGr-CRC4,v4rA7Tj2-BeNE,kt0ANdkH-Ymmu
ZnmDwJpC-MQJU,25,35000,Own,9,ZnmDwJpC-MQJU,YvYkN3r5-hioX,RXUK6LeU-KhyJ
bcqDAnxF-Ixsa,23,57664,Mortgage,4,bcqDAnxF-Ixsa,1sl3PJqN-OZaY,wFFjnJY3-Swap
UxzMeRxb-YBLP,22,82000,Rent,2,UxzMeRxb-YBLP,NZUC4aUM-8HwA,pHJnE9IH-Jsl9
PkCBflb5-OHPg,36,84000,Mortgage,2,PkCBflb5-OHPg,AurZSbC7-s3uo,sNcIqt1l-SNla
sKGCuXY9-jeQW,25,115000,Mortgage,4,sKGCuXY9-jeQW,oQfwRjzJ-BjIH,TtKsn5pX-C9if
ZnnBUjgb-qxGi,26,55000,Mortgage,4,ZnnBUjgb-qxGi,Cb3XDt1D-OCEI,AiCQT1rZ-8H8s
Cfwj73yK-7PIA,24,40000,Rent,4,Cfwj73yK-7PIA,QcZ8Eaq6-IKU8,QHZpeFZs-NHH6
LLI4rrSB-aSQS,30,36000,Mortgage,4,LLI4rrSB-aSQS,FiiNUDUr-QwRI,v8RKHmmr-MoKr
MWItfl6H-fvdQ,46,76800,Mortgage,0,MWItfl6H-fvdQ,Lh799932-5OlU,RHovGUbd-BXcf
xwwrjzlq-nxzp,32,55000,Own,4,xwwrjzlq-nxzp,wkvyLJqO-4poh,EU2yi0bj-5bKN
zPiqxjpk-autg,28,33600,Rent,9,zPiqxjpk-autg,qzwal6Jn-lpAQ,A3rSSXzw-hehE
ul731bOb-oHeQ,26,NULL,Rent,NULL,ul731bOb-oHeQ,mW07mqMx-Cooy,QMDgTcvx-romf
t73zrItZ-4Fqn,27,120000,Mortgage,4,t73zrItZ-4Fqn,P4tw18i6-ET50,cuy3eHAc-6a7n
ha63uCar-EKbj,37,63000,Rent,2,ha63uCar-EKbj,3AI7n37i-uTqI,JgB6fRJ3-ZEt5
aEqxqQtL-yMbC,24,100400,Mortgage,6,aEqxqQtL-yMbC,nf58eHNi-YqkM,NqW5PEyW-i8zA
rrNMqyCO-bwos,39,55000,Own,3,rrNMqyCO-bwos,pddzgrFF-bNtF,tOFvJLL5-0HAR
xLD6eBzg-4y5t,31,12252,Rent,15,xLD6eBzg-4y5t,ys7DB19z-DHwq,M8ot8RnY-vuhv
tRSo0I4D-SiZ7,27,53000,Mortgage,3,tRSo0I4D-SiZ7,oEYCvOE3-UjU0,LBHfls93-cXOe
antSgmOw-CeYZ,23,28800,Rent,5,antSgmOw-CeYZ,611ffNnl-Fao8,FNLwpU9W-HXSW
PTaHEwTr-i3IN,25,100000,Mortgage,4,PTaHEwTr-i3IN,KHbj1EeQ-9l7K,oGTgmeQX-BO56
GNTCOemb-oi2o,32,87000,Mortgage,8,GNTCOemb-oi2o,v2CWP8Z3-t1Fr,qFKp51GN-UYAb
W2eb0tys-ggeb,25,47000,Rent,4,W2eb0tys-ggeb,gf1rChAh-p6EK,BKpJkYua-HaLl
KIjmhq8Z-FrXh,22,36000,Rent,6,KIjmhq8Z-FrXh,ZLxgTFbR-nf0c,TaKgDpGb-rjMB
By1YS88j-Ytpl,25,41000,Rent,3,By1YS88j-Ytpl,on5loHqd-7gfk,4p9ngreB-HxKy
7tXpj7We-G8bO,22,49000,Mortgage,2,7tXpj7We-G8bO,PiBHDDMz-N3F8,doZZq78z-a6BP
383sZxU1-qvkn,28,46551,Mortgage,12,383sZxU1-qvkn,2kQWcAyn-NJfy,e5hYbGUi-abS1
TjgAvELU-8Jnl,33,35000,Mortgage,2,TjgAvELU-8Jnl,89IKJorl-PpDa,gKOohbtn-7FkX
U7XtKfq0-0N2y,29,39996,Rent,0,U7XtKfq0-0N2y,HEes53Y7-cdHi,RWSITLQW-oIZf
LZ08okJc-xFKY,28,82000,Mortgage,0,LZ08okJc-xFKY,mi2p6D3e-vamA,YS6iUbrt-YpeA
LfDZ7iGN-xtkK,21,26000,Rent,4,LfDZ7iGN-xtkK,NzGiG1wH-pjE9,Nz7EG7Ol-G7bJ
Ch8udrW4-ogcF,24,68900,Mortgage,2,Ch8udrW4-ogcF,86I7k5ck-e83v,4dyiqsNI-3mHd
UFiehRYb-mLvF,27,50400,Mortgage,NULL,UFiehRYb-mLvF,lz8Krx90-S6SM,4QL1QeIH-X0CD
ricDg9F3-6Uqs,25,45000,Mortgage,4,ricDg9F3-6Uqs,s75gaQ2T-7TpO,0jmup9R3-UtjE
Tt1eccM8-jPDR,31,80004,Mortgage,9,Tt1eccM8-jPDR,GodtU54m-mX4z,81JaZ1sx-q5CO
kb5zM8Fk-ZA0H,42,65000,Own,6,kb5zM8Fk-ZA0H,ocWquD8E-Y0gN,PdZ7BLNf-Smaa
9KekpIlT-iRY6,26,83000,Mortgage,1,9KekpIlT-iRY6,MHGUistX-fh0u,LmJRPZ8p-xJ6p
SJzbytqA-luT8,25,77000,Mortgage,8,SJzbytqA-luT8,qxoHhCfv-1LX1,XJe9R0ep-s34Q
4OgZwuec-ldJq,27,36000,Mortgage,0,4OgZwuec-ldJq,J2ULtupJ-Rpec,qIxn5hGs-fCOj
3fU9LDN8-9csU,22,58600,Rent,5,3fU9LDN8-9csU,axw2nEax-QJKB,njRnwW7k-E1Lc
0kybXJWi-1Fnr,44,17112,Rent,NULL,0kybXJWi-1Fnr,i9BIXgid-Czv0,522LWIuS-R7TQ
6grOaU9q-ELax,23,55000,Rent,2,6grOaU9q-ELax,zTz79zHU-4xLF,f69EtOQa-2Hu5
YjUjappd-fGwD,29,163000,Rent,NULL,YjUjappd-fGwD,IHjZsxeW-bXmk,lrno3bUQ-I5Cn
8sYqRvMU-2n8l,25,130000,Rent,3,8sYqRvMU-2n8l,dBBJnpYD-K8lz,TJPOZg8n-5NRr
yQImyhgS-WavE,24,50000,Rent,2,yQImyhgS-WavE,NqDUyhda-yilA,UbW9O6NB-egSH
ulmT9L53-AyLi,28,61200,Rent,12,ulmT9L53-AyLi,kqQN9cTG-rtbC,owZpL1cO-18Os
qCKMhfjI-HARn,23,81600,Rent,1,qCKMhfjI-HARn,HF631WaB-dpx2,EK0sqNB0-i5BA
KNa1PRqi-SSO7,37,55000,Rent,19,KNa1PRqi-SSO7,UmHxafKA-iEEg,Fm0Kf6lw-au08
pj187px8-SC1H,25,132000,Rent,4,pj187px8-SC1H,uN7UMsb5-E3Lo,qdpK0bue-UAf2
2riblH3E-x7tq,35,35300,Rent,0,2riblH3E-x7tq,hOh3e9yo-wTGJ,uEMTmBkE-XU7t
0bWSLrM0-Ai6D,22,44000,Mortgage,4,0bWSLrM0-Ai6D,FvXwoc5A-mnJU,5mLridXJ-WKM2
4j1jpUg2-LuUf,25,39900,Rent,8,4j1jpUg2-LuUf,p4hLcFNS-k39I,1fpgczft-lTUc
7HKKGpQr-Jl6y,31,20000,Rent,0,7HKKGpQr-Jl6y,rRpwB94M-Dmmc,0FAGeZRz-rWfG
0irxJt98-iyb8,24,50000,Rent,3,0irxJt98-iyb8,1H9IQ0W7-YD4Y,eWrI1zcW-ndXz
Qe8wYX4Y-9aNH,27,47000,Rent,1,Qe8wYX4Y-9aNH,nK6jZX78-Eqbt,CXqCZyKc-XiBU
HRC9ow4W-KPeT,32,34200,Rent,0,HRC9ow4W-KPeT,phM1ZSyr-nTDC,ElKsAsZk-GIww
OdNIilrY-yDEt,27,144000,Rent,8,OdNIilrY-yDEt,plrzhbrP-g9Cl,1MfHAjWG-59sM
bTnHf98u-QitJ,30,60600,Mortgage,1,bTnHf98u-QitJ,XJLE4Tgd-OPid,9qbOWva1-nLv2
ksFgzz9Q-C9UY,33,45000,Rent,4,ksFgzz9Q-C9UY,xqHIoylH-DZiS,9JLndroR-NZdM
zzqSHsTX-rQ3I,32,51996,Rent,6,zzqSHsTX-rQ3I,syrSdfjM-KZo7,nitBrZWN-Rr17
5qsZMOCt-1tfb,31,39000,Rent,15,5qsZMOCt-1tfb,wjeyqWFE-k8Wx,XjM325mk-Kf06
