person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id
HKshaX7U-tsye,24,48000,Mortgage,4,HKshaX7U-tsye
hKsyklQQ-lnH5,26,24000,Rent,5,hKsyklQQ-lnH5
hKxE238W-WW6z,30,45000,Rent,11,hKxE238W-WW6z
Hl3MFQEt-I1Ki,22,24000,Own,5,Hl3MFQEt-I1Ki
HL7PHPKr-fEvO,27,45600,Mortgage,6,HL7PHPKr-fEvO
hlAhOY05-xDxe,27,96000,Rent,3,hlAhOY05-xDxe
hlEt29W8-JoCN,28,89602,Mortgage,4,hlEt29W8-JoCN
hLGKEUd6-Tz1u,25,80000,Mortgage,2,hLGKEUd6-Tz1u
HLhegirl-F0K5,23,40000,Mortgage,7,HLhegirl-F0K5
Hlhr5Wmm-aUkm,37,30000,Rent,6,Hlhr5Wmm-aUkm
HLIRNcdC-1xtg,36,24168,Rent,2,HLIRNcdC-1xtg
hlLLFS1t-xg3D,21,56532,Mortgage,NULL,hlLLFS1t-xg3D
hln2AKXE-Fz2x,36,45000,,14,hln2AKXE-Fz2x
HLQaN7H7-pbe4,32,60000,Rent,4,HLQaN7H7-pbe4
HLto3BQ4-lBQz,22,54000,Rent,4,HLto3BQ4-lBQz
hlx0TM9w-A0a6,25,15648,Rent,NULL,hlx0TM9w-A0a6
hLz4gmnl-h8yn,22,60000,Mortgage,5,hLz4gmnl-h8yn
hLzRfxXM-zp4t,26,125000,Rent,0,hLzRfxXM-zp4t
HM2tHQky-Yu2J,29,NULL,,9,HM2tHQky-Yu2J
Hm6LDMBt-pFw8,21,24000,Rent,6,Hm6LDMBt-pFw8
hMBjWzd0-cjEU,21,12000,Rent,0,hMBjWzd0-cjEU
hmcb3KWf-gdHa,26,69000,Mortgage,10,hmcb3KWf-gdHa
hmDjAxyl-mxOd,25,47000,Rent,0,hmDjAxyl-mxOd
hmi4F4fA-8aAF,23,48000,Rent,0,hmi4F4fA-8aAF
HmlgxUPq-BMAq,43,230004,Mortgage,19,HmlgxUPq-BMAq
Hmm6kZdm-LoGv,33,85000,Rent,0,Hmm6kZdm-LoGv
hmpjIlD9-RmRv,25,150000,Mortgage,6,hmpjIlD9-RmRv
hMQzlqbh-T0qt,44,58000,Mortgage,13,hMQzlqbh-T0qt
hMsJq6Nr-GZQj,32,76500,Rent,12,hMsJq6Nr-GZQj
hmv9sg6v-P1ix,23,52000,Rent,5,hmv9sg6v-P1ix
hmw9wP67-7Ii7,45,48000,Mortgage,8,hmw9wP67-7Ii7
hn0ZP3tC-16cX,41,60000,Mortgage,18,hn0ZP3tC-16cX
HN3HOkwi-836Z,23,27040,Rent,2,HN3HOkwi-836Z
hnARoDiy-Suje,28,42000,Rent,4,hnARoDiy-Suje
hnDNLSut-JM3H,27,75288,Mortgage,12,hnDNLSut-JM3H
hNHsYFvc-nHb8,33,138000,Rent,0,hNHsYFvc-nHb8
HniQA4th-POvs,22,28000,Rent,0,HniQA4th-POvs
hNizykOp-l7xl,25,54000,,NULL,hNizykOp-l7xl
hNKrXuLB-SY22,22,48000,Mortgage,6,hNKrXuLB-SY22
HNN6Grnl-fknG,24,75000,Mortgage,9,HNN6Grnl-fknG
hnnJ38Nn-iLck,29,58800,Mortgage,13,hnnJ38Nn-iLck
HNoFRkgr-TadJ,23,55000,Rent,8,HNoFRkgr-TadJ
hnwv0bTw-IWR5,42,36000,Rent,8,hnwv0bTw-IWR5
HnXFOHY6-yhdb,25,66125,Mortgage,2,HnXFOHY6-yhdb
hNzLtZxI-CyTx,31,14400,Rent,3,hNzLtZxI-CyTx
hNzU2dWZ-Ipp3,25,99275,Rent,1,hNzU2dWZ-Ipp3
Ho4o5GeD-kQPn,25,55000,Rent,9,Ho4o5GeD-kQPn
HoaFSFe2-glq6,40,75000,Rent,3,HoaFSFe2-glq6
HOay8tyG-4WmB,38,38000,Rent,3,HOay8tyG-4WmB
HoDThtkX-n9CF,24,110000,Mortgage,8,HoDThtkX-n9CF
hofEcqwg-fDfa,30,108800,Mortgage,2,hofEcqwg-fDfa
HoG3okLr-ISP9,31,62000,Mortgage,4,HoG3okLr-ISP9
HOG7MA3l-zzKc,28,100000,Rent,1,HOG7MA3l-zzKc
hojP5LoE-aKHo,28,110000,Mortgage,12,hojP5LoE-aKHo
HOJWjAmm-pS2Z,23,93000,Rent,6,HOJWjAmm-pS2Z
holAvgFg-4CD5,26,85000,Mortgage,10,holAvgFg-4CD5
honwIB2H-Mt12,26,110000,Rent,2,honwIB2H-Mt12
HouXyaXP-TdF8,47,65000,Rent,2,HouXyaXP-TdF8
hov8QZB8-DGt5,23,69000,Mortgage,1,hov8QZB8-DGt5
hoWMvCHG-sOmI,44,124800,Rent,1,hoWMvCHG-sOmI
hOxGH168-pFt0,25,38000,Mortgage,1,hOxGH168-pFt0
hoxwmYCK-CWcb,28,73073,Mortgage,8,hoxwmYCK-CWcb
hp3UvPzv-FcAy,24,51500,Rent,6,hp3UvPzv-FcAy
hp4bHfPM-5ims,NULL,NULL,Rent,4,hp4bHfPM-5ims
HP4M5qxf-1Tai,23,30000,Rent,3,HP4M5qxf-1Tai
HpAbcnlJ-gXb2,25,115000,Rent,2,HpAbcnlJ-gXb2
HpaXX5mF-60tT,23,100000,Mortgage,7,HpaXX5mF-60tT
hpDfojk7-nckM,27,102500,Mortgage,3,hpDfojk7-nckM
hphI0sw3-2Uo8,27,21600,Rent,2,hphI0sw3-2Uo8
Hpkoo8qT-Z1n1,36,88000,Rent,4,Hpkoo8qT-Z1n1
HPpl1QkW-3XOq,24,94000,Rent,3,HPpl1QkW-3XOq
HPqdv7EQ-ka7f,38,76000,Mortgage,4,HPqdv7EQ-ka7f
HpsTPQ29-7QLN,22,39996,Mortgage,7,HpsTPQ29-7QLN
HPvBCNDR-TgyA,25,38400,Rent,0,HPvBCNDR-TgyA
hPxBkT2L-RyMJ,25,37200,Rent,6,hPxBkT2L-RyMJ
HpZbx5B0-Kun4,31,72000,Rent,15,HpZbx5B0-Kun4
hq0EgrWZ-k1dN,26,55000,Mortgage,2,hq0EgrWZ-k1dN
hQ1WRp9k-M1Pj,30,41000,Rent,7,hQ1WRp9k-M1Pj
hQ5JnB5I-gzmh,24,60000,Mortgage,8,hQ5JnB5I-gzmh
HQ7SXnKn-1kum,25,19200,Rent,5,HQ7SXnKn-1kum
hqa3dr5D-hBsJ,31,24000,Rent,0,hqa3dr5D-hBsJ
Hqd9HHgA-cYYs,22,18000,Rent,6,Hqd9HHgA-cYYs
hQDhKs77-Mh2h,21,91500,Mortgage,4,hQDhKs77-Mh2h
hqeOamqQ-Y2ix,27,32000,Rent,0,hqeOamqQ-Y2ix
Hqg4yEzg-jQ2o,28,100511,Rent,1,Hqg4yEzg-jQ2o
HqGZYISm-Gu7W,21,55600,Rent,2,HqGZYISm-Gu7W
HqkU07fM-KeUF,32,45000,Rent,0,HqkU07fM-KeUF
HQMUEj0X-1cAZ,26,102000,Mortgage,3,HQMUEj0X-1cAZ
hqNKGwdo-eixr,23,42000,Rent,7,hqNKGwdo-eixr
hQPfhXmD-pNCd,43,62900,Rent,22,hQPfhXmD-pNCd
hqpun5Eg-GyOr,26,83000,Mortgage,11,hqpun5Eg-GyOr
hQQ9KaYS-ieaP,23,62000,Mortgage,4,hQQ9KaYS-ieaP
hQuKWJ2l-vPHj,37,77000,Mortgage,2,hQuKWJ2l-vPHj
hRbkeoLj-pawJ,23,36000,Rent,1,hRbkeoLj-pawJ
HRC9ow4W-KPeT,32,34200,Rent,0,HRC9ow4W-KPeT
hrdU6YiF-U3lk,32,62000,Rent,8,hrdU6YiF-U3lk
HRfK9MPE-wwGb,23,70000,Mortgage,5,HRfK9MPE-wwGb
HrfoA3hE-4GTc,35,125000,Mortgage,8,HrfoA3hE-4GTc
Hrk2jzrJ-ggJY,25,55000,Mortgage,10,Hrk2jzrJ-ggJY
hRlBAIvI-LPvz,22,39000,Rent,0,hRlBAIvI-LPvz
hRLM14LG-4DDs,24,26400,Rent,3,hRLM14LG-4DDs
HrmjxzG8-zv6J,23,200000,Mortgage,0,HrmjxzG8-zv6J
hRO9kOL5-Y29L,26,65000,Mortgage,11,hRO9kOL5-Y29L
HRoG3o1e-W5Fv,37,26500,Rent,11,HRoG3o1e-W5Fv
hrRUzmnc-aIer,24,50000,Mortgage,8,hrRUzmnc-aIer
hrsQKnxE-jeso,24,66000,Rent,3,hrsQKnxE-jeso
HRT3wzqE-1Oc6,21,30000,Rent,2,HRT3wzqE-1Oc6
hRtgNqpK-dQMk,28,62352,Mortgage,3,hRtgNqpK-dQMk
hRtkacJh-EOzY,29,57000,Rent,5,hRtkacJh-EOzY
HRXbgMBe-dW6t,23,38667,Mortgage,2,HRXbgMBe-dW6t
hrytbuhS-w80l,35,120000,Rent,4,hrytbuhS-w80l
hs0uWcGt-zbcn,29,29780,Rent,2,hs0uWcGt-zbcn
Hs3eEfD3-cHNw,22,70000,Mortgage,6,Hs3eEfD3-cHNw
hs3rUhwA-DwrY,29,65000,Rent,1,hs3rUhwA-DwrY
HSfLOeJz-3Bmh,23,33000,Rent,7,HSfLOeJz-3Bmh
HSHB3F2d-ROKe,25,80000,Rent,0,HSHB3F2d-ROKe
hsHl3Yqe-iidw,30,21600,Rent,2,hsHl3Yqe-iidw
hspjFhNQ-NKdS,24,32000,Rent,4,hspjFhNQ-NKdS
HsPuFrTS-XsN5,22,53000,Mortgage,6,HsPuFrTS-XsN5
hSQbsdWq-Qp8o,22,80000,Mortgage,5,hSQbsdWq-Qp8o
hSsqpcCw-PDdJ,21,85000,Rent,5,hSsqpcCw-PDdJ
HsxdGb5a-P1Ke,33,25200,Rent,1,HsxdGb5a-P1Ke
HSxLFWbB-toBh,22,28800,Rent,6,HSxLFWbB-toBh
Ht1Rpk6v-oFHN,22,110500,Rent,2,Ht1Rpk6v-oFHN
hT2vfYbe-Q3YY,31,36572,Rent,NULL,hT2vfYbe-Q3YY
hT9eB7XK-a79E,35,60350,Mortgage,15,hT9eB7XK-a79E
Htac75JA-WR2x,30,86000,Mortgage,7,Htac75JA-WR2x
hTahOgt4-4kUj,35,415000,Mortgage,2,hTahOgt4-4kUj
htKQy0Q1-spTY,28,20000,Rent,4,htKQy0Q1-spTY
htm5cfEh-fIsC,22,36000,Rent,4,htm5cfEh-fIsC
HtofIPoD-juDn,29,115000,Mortgage,7,HtofIPoD-juDn
hTP1uj0M-a4py,32,70000,Own,12,hTP1uj0M-a4py
htpG1huA-T8iA,24,41004,Rent,2,htpG1huA-T8iA
hTrxLBIi-7loA,38,40000,Rent,19,hTrxLBIi-7loA
htxTnjw4-9thl,35,60000,Rent,0,htxTnjw4-9thl
Hu1bS6Hi-SqCQ,22,48000,Mortgage,0,Hu1bS6Hi-SqCQ
Hu1v5l4C-Rt0o,21,36000,Rent,NULL,Hu1v5l4C-Rt0o
Hu2OWiR2-7GjN,35,77268,Mortgage,11,Hu2OWiR2-7GjN
hU9cxsFh-mEO8,28,NULL,Mortgage,8,hU9cxsFh-mEO8
hud3DWbC-wchY,31,75000,Rent,1,hud3DWbC-wchY
HuGlggrT-i12g,25,63600,Mortgage,9,HuGlggrT-i12g
HuiqgP0w-aPA5,40,51000,Rent,1,HuiqgP0w-aPA5
hUJBytRy-59vA,27,31000,Rent,0,hUJBytRy-59vA
huM99aqa-ejK0,33,30000,Rent,0,huM99aqa-ejK0
HunCo8Ck-kgE6,35,40000,Own,5,HunCo8Ck-kgE6
HuokXrvk-3HaF,21,38000,Rent,5,HuokXrvk-3HaF
HupewJg0-F9XS,34,75000,Rent,2,HupewJg0-F9XS
huQN9c5R-HXdi,26,45000,Mortgage,0,huQN9c5R-HXdi
hUSzdOp4-BelT,22,96000,Mortgage,0,hUSzdOp4-BelT
hutvdvF3-5a12,26,37680,Rent,5,hutvdvF3-5a12
HuvDhARo-oRB9,33,34000,Rent,7,HuvDhARo-oRB9
hUW8JGFq-rAvB,24,23000,Rent,0,hUW8JGFq-rAvB
hUx77FXL-KuEe,40,55000,Own,2,hUx77FXL-KuEe
HuyWDdjt-pHYh,25,28800,Rent,8,HuyWDdjt-pHYh
huzcFkxP-7KZc,25,61000,Rent,9,huzcFkxP-7KZc
Hv0MYnJM-daDr,25,84000,Mortgage,0,Hv0MYnJM-daDr
hv5917B6-M0Ad,27,44000,Mortgage,3,hv5917B6-M0Ad
HvGmEj8R-dUuy,22,36000,Rent,1,HvGmEj8R-dUuy
Hvi0XAoW-eI8S,22,49500,Rent,7,Hvi0XAoW-eI8S
hvkTQGus-25Hn,21,84000,Mortgage,5,hvkTQGus-25Hn
HvSfUXlq-3eJJ,26,45000,Mortgage,9,HvSfUXlq-3eJJ
hvXUwAz3-cHDk,42,40800,Mortgage,5,hvXUwAz3-cHDk
HvYsKnlI-e4KA,35,175000,Rent,0,HvYsKnlI-e4KA
HvZb3X4y-5QKU,23,36000,Mortgage,3,HvZb3X4y-5QKU
hw65PjQh-AKGk,25,123000,Rent,1,hw65PjQh-AKGk
hW78D76q-HJix,24,60000,Mortgage,7,hW78D76q-HJix
hw82lS42-ltni,25,115000,Mortgage,4,hw82lS42-ltni
hw8aEaub-w7qv,22,48000,Mortgage,0,hw8aEaub-w7qv
HW9Cyzhg-7xpb,58,33600,Rent,6,HW9Cyzhg-7xpb
hw9HwidM-bZMq,23,57000,Mortgage,6,hw9HwidM-bZMq
hwapvLIF-2PAR,24,30000,Rent,2,hwapvLIF-2PAR
hWbFEiWD-SYsg,25,216000,Mortgage,2,hWbFEiWD-SYsg
hwC8RIm5-6QKO,36,30123,Rent,5,hwC8RIm5-6QKO
HWccdzPG-RhFz,65,57996,Rent,4,HWccdzPG-RhFz
hWKcF4gO-DRyJ,22,80000,Rent,4,hWKcF4gO-DRyJ
hwkl083e-1ewZ,22,88000,Mortgage,0,hwkl083e-1ewZ
HwkQWxhs-kT8D,25,174000,Mortgage,2,HwkQWxhs-kT8D
HwRj0yKx-rgoU,32,25000,Rent,NULL,HwRj0yKx-rgoU
hWtWd5EY-cILg,23,56928,Rent,3,hWtWd5EY-cILg
HwwIfP5R-eazP,32,52000,Rent,0,HwwIfP5R-eazP
HwxsDg3N-sp6h,26,41400,Rent,5,HwxsDg3N-sp6h
Hx4WIx3M-Qlg1,37,47004,Rent,5,Hx4WIx3M-Qlg1
hX7B8zA1-AaZQ,30,46000,Mortgage,1,hX7B8zA1-AaZQ
hX7ripOW-rK00,29,45000,Rent,0,hX7ripOW-rK00
Hx8jIn9h-CZ4m,31,52000,Mortgage,0,Hx8jIn9h-CZ4m
hxAg8hjQ-MMqe,23,45000,Rent,4,hxAg8hjQ-MMqe
HXhjyrZm-Q6vO,23,72000,Mortgage,5,HXhjyrZm-Q6vO
HXiHczub-eeb4,21,34416,Rent,5,HXiHczub-eeb4
HXJOHjDm-NtaN,38,110000,Own,6,HXJOHjDm-NtaN
HXkmGbhS-zjfK,22,33000,Rent,1,HXkmGbhS-zjfK
HXmSU7Rx-abZA,23,28800,Rent,5,HXmSU7Rx-abZA
hxNU7BCN-ZGTJ,24,34900,Rent,3,hxNU7BCN-ZGTJ
HXRGmy6a-o5p0,23,30000,Rent,1,HXRGmy6a-o5p0
hXWfh8ZW-7ooH,23,33204,Rent,7,hXWfh8ZW-7ooH
hxX8etLR-pmu9,37,42000,Mortgage,9,hxX8etLR-pmu9
hxyo1l5Y-IiQn,30,126000,Mortgage,6,hxyo1l5Y-IiQn
hY0NCirw-KlGO,26,14400,Rent,1,hY0NCirw-KlGO
hY6ud8wM-FtXJ,23,55000,Mortgage,7,hY6ud8wM-FtXJ
hybdOYlt-AuZ7,26,52800,Rent,4,hybdOYlt-AuZ7
hYfp5hiI-ouOE,24,48000,Rent,4,hYfp5hiI-ouOE
hyhnioN9-q3gl,25,68250,Mortgage,3,hyhnioN9-q3gl
hylztlag-6sHe,35,78000,Mortgage,9,hylztlag-6sHe
HYMkeEek-k45m,39,37200,Rent,1,HYMkeEek-k45m
HYNz400D-rzsb,22,60000,Own,7,HYNz400D-rzsb
HyQps3sR-bRxO,22,50000,Mortgage,6,HyQps3sR-bRxO
hYqWz1JD-8DF0,25,46000,Mortgage,4,hYqWz1JD-8DF0
Hyr4sxnJ-GCwQ,22,60000,Rent,0,Hyr4sxnJ-GCwQ
HyrgePEX-4w7T,24,62000,Mortgage,8,HyrgePEX-4w7T
HytJWYNG-ydng,26,45000,Rent,3,HytJWYNG-ydng
hYvWHqSC-yqm6,30,108000,Mortgage,14,hYvWHqSC-yqm6
hYwcNNgh-h2os,33,62000,Mortgage,3,hYwcNNgh-h2os
hz3tkKIn-Pa9G,28,75000,Rent,5,hz3tkKIn-Pa9G
hZ5odep7-TPW8,24,33000,Rent,1,hZ5odep7-TPW8
Hz6o9Ai4-Kgb8,31,160000,Rent,8,Hz6o9Ai4-Kgb8
HZBv0twZ-F4DS,26,27000,Rent,0,HZBv0twZ-F4DS
HzDusjmT-9COl,21,74880,Mortgage,5,HzDusjmT-9COl
HZFMUJQa-Chtj,25,70000,Mortgage,1,HZFMUJQa-Chtj
HZit9L5N-1yi9,25,125000,Own,4,HZit9L5N-1yi9
HzKIskHr-HMQr,31,215000,Mortgage,NULL,HzKIskHr-HMQr
hzNc1BgD-TnQJ,25,75000,Rent,4,hzNc1BgD-TnQJ
hzqg9Qc1-C8EA,42,75000,Rent,6,hzqg9Qc1-C8EA
hZwGzRRo-rgx2,32,36000,Own,3,hZwGzRRo-rgx2
i03R0cTc-giU5,33,90000,Rent,8,i03R0cTc-giU5
i05jGsuZ-v7r6,33,92000,Mortgage,18,i05jGsuZ-v7r6
i0cHi8fW-aoth,30,39996,Mortgage,2,i0cHi8fW-aoth
i0FqAfYk-TXm4,46,91000,Rent,0,i0FqAfYk-TXm4
I0hgOhxX-i1EI,29,37000,Rent,1,I0hgOhxX-i1EI
i0jSHCrb-8sca,27,40000,Rent,9,i0jSHCrb-8sca
i0lEnbGi-AZcJ,34,55000,Mortgage,3,i0lEnbGi-AZcJ
I0QobB2A-jH7c,26,58000,Rent,0,I0QobB2A-jH7c
i0rE2Jc7-Jz6v,25,48000,Rent,9,i0rE2Jc7-Jz6v
i0sbYrYl-D6n1,23,62000,Mortgage,6,i0sbYrYl-D6n1
i0UbjUSw-Siws,22,125004,Other,6,i0UbjUSw-Siws
i0WQnBXs-SMDu,NULL,50000,Rent,3,i0WQnBXs-SMDu
I134b4t2-qGMv,23,60000,Rent,3,I134b4t2-qGMv
i1cx3PxO-2vHX,31,59000,Mortgage,2,i1cx3PxO-2vHX
I1ihfoT1-z8Ks,27,88000,Rent,11,I1ihfoT1-z8Ks
i1nWHWhF-sQHK,23,49000,Mortgage,7,i1nWHWhF-sQHK
I1u2a5JJ-5cPG,21,25200,Rent,1,I1u2a5JJ-5cPG
i1uzSh3o-SY0I,27,55000,Mortgage,1,i1uzSh3o-SY0I
i1wrwkJR-b2iU,29,35000,Rent,4,i1wrwkJR-b2iU
i29UycZw-bJ1i,25,34800,Mortgage,NULL,i29UycZw-bJ1i
I2aQA0Pj-DNgR,23,55000,Mortgage,7,I2aQA0Pj-DNgR
i2aWMzQ3-3umc,24,20160,Rent,3,i2aWMzQ3-3umc
I2c8p1J5-Fydp,24,75000,Rent,4,I2c8p1J5-Fydp
I2CAxe5e-CyR0,22,58650,Mortgage,6,I2CAxe5e-CyR0
I2Mwzwir-Gh7g,29,38000,Rent,3,I2Mwzwir-Gh7g
i2OBll7k-96mD,24,64000,Mortgage,8,i2OBll7k-96mD
I2pWg1Uk-7GtU,24,54996,Mortgage,8,I2pWg1Uk-7GtU
I2qPXgcY-FcPd,22,43000,Own,7,I2qPXgcY-FcPd
i2SY1RTR-9mgZ,26,43000,Rent,0,i2SY1RTR-9mgZ
I30KHL8X-BglH,23,57750,Rent,3,I30KHL8X-BglH
i3DggFa8-XG8t,25,128000,Rent,9,i3DggFa8-XG8t
I3EZlT6j-x7RO,30,54000,Rent,2,I3EZlT6j-x7RO
i3Kj28Mi-eHxk,24,75000,Rent,7,i3Kj28Mi-eHxk
i3qbUiby-KyoW,35,45000,Mortgage,16,i3qbUiby-KyoW
i3Uwv0Iz-PHS8,23,33000,Own,5,i3Uwv0Iz-PHS8
i3XahqOw-AZ7N,26,34000,Rent,6,i3XahqOw-AZ7N
I3XhpyUt-TnbW,33,26400,,3,I3XhpyUt-TnbW
I47RGndS-GOJY,35,110000,Rent,9,I47RGndS-GOJY
i4c4ogru-0nno,28,34000,Rent,7,i4c4ogru-0nno
I4cClRsd-sHf9,22,64000,Rent,2,I4cClRsd-sHf9
I4DCy75Y-LKeI,23,64000,Mortgage,7,I4DCy75Y-LKeI
i4g33O0N-Xq2H,23,120000,Mortgage,7,i4g33O0N-Xq2H
i4RgU1R8-vRNL,48,92000,Rent,6,i4RgU1R8-vRNL
I5DFjn3n-esTN,28,170000,Mortgage,4,I5DFjn3n-esTN
I5g2OPYo-e32H,36,95000,Mortgage,18,I5g2OPYo-e32H
I5Js7Yzv-wKku,28,72000,Mortgage,12,I5Js7Yzv-wKku
i5m8zgML-lr5y,31,95000,Rent,0,i5m8zgML-lr5y
i5Z5eAa7-Puad,22,36000,Rent,4,i5Z5eAa7-Puad
I612natv-wYyR,25,55000,Rent,0,I612natv-wYyR
i63RdIov-eHaT,27,39000,Rent,4,i63RdIov-eHaT
I6o5UQSg-ls01,38,81000,Rent,0,I6o5UQSg-ls01
i6OgANLE-8PAD,31,52000,Mortgage,7,i6OgANLE-8PAD
i6WD0EJx-0tsP,37,110000,Rent,12,i6WD0EJx-0tsP
i6Z8LDp7-1j4x,33,14076,Rent,NULL,i6Z8LDp7-1j4x
I77HGaYB-9WpE,46,107000,Own,17,I77HGaYB-9WpE
I7eFW3n4-ecyA,44,72061,Mortgage,8,I7eFW3n4-ecyA
i7EY5DGd-fqW2,29,125000,Mortgage,13,i7EY5DGd-fqW2
i7GDJK40-97MC,23,114600,Mortgage,7,i7GDJK40-97MC
i7ps7ETw-S1IT,26,75000,Rent,0,i7ps7ETw-S1IT
I7UZlnpq-M1BE,24,31609,Rent,4,I7UZlnpq-M1BE
i7yWnvvA-QSSX,23,42000,Mortgage,3,i7yWnvvA-QSSX
i814hiOm-dl2F,23,22800,Rent,5,i814hiOm-dl2F
i81zED6f-ASy7,21,50000,Mortgage,5,i81zED6f-ASy7
I8CgfOlA-6yAE,28,29120,Rent,0,I8CgfOlA-6yAE
I8CZCDq1-WWLS,27,78000,Rent,5,I8CZCDq1-WWLS
I8IU3b7N-IH2K,46,101500,Mortgage,8,I8IU3b7N-IH2K
I8LsFPEI-0kER,31,70550,Mortgage,9,I8LsFPEI-0kER
I8YSpqw8-LRue,33,43000,Rent,1,I8YSpqw8-LRue
i8ZaxfCH-ZvnB,23,50000,Rent,4,i8ZaxfCH-ZvnB
I9ijv6CE-nQaz,28,13200,Rent,0,I9ijv6CE-nQaz
i9iksW9Y-tkJa,29,48000,Rent,6,i9iksW9Y-tkJa
i9ItBDlX-DcRR,29,28080,Rent,1,i9ItBDlX-DcRR
I9jbYvBU-pUTf,28,71000,Mortgage,1,I9jbYvBU-pUTf
i9PIXGe3-abQG,25,56000,Rent,2,i9PIXGe3-abQG
i9xPUBY7-mHDS,30,68000,Rent,5,i9xPUBY7-mHDS
I9xYDcHM-IuYZ,45,33600,Own,14,I9xYDcHM-IuYZ
IA6J19xE-cosl,23,42000,Rent,2,IA6J19xE-cosl
ia9YcAMJ-YLG7,22,60000,Rent,2,ia9YcAMJ-YLG7
iaA42chZ-ZDJb,22,29000,Rent,0,iaA42chZ-ZDJb
iADfmb3p-cFqE,25,65000,Rent,1,iADfmb3p-cFqE
iAdYDpvD-9MTx,33,24000,Rent,0,iAdYDpvD-9MTx
iaDyvy8m-7KiP,25,125000,Mortgage,6,iaDyvy8m-7KiP
IAexPbal-UkAD,29,35000,Mortgage,11,IAexPbal-UkAD
IAkyZl07-0kye,27,78000,Mortgage,2,IAkyZl07-0kye
iALB8dy5-p83Q,32,55000,Rent,5,iALB8dy5-p83Q
iaLT2pA5-Ovma,24,91000,Mortgage,8,iaLT2pA5-Ovma
iAOq9nox-ymow,25,66000,Rent,NULL,iAOq9nox-ymow
IaRy907r-SERM,26,175000,Mortgage,0,IaRy907r-SERM
IAtTN3Dz-zMh9,30,120000,Mortgage,5,IAtTN3Dz-zMh9
IaWSg6zc-I2oW,27,115000,Rent,3,IaWSg6zc-I2oW
IB04dtCi-l2lb,25,36480,Rent,4,IB04dtCi-l2lb
ib33AdMP-Qw3o,27,66000,Rent,11,ib33AdMP-Qw3o
iBcQHBr1-evAX,23,69996,Own,2,iBcQHBr1-evAX
iBDnA328-10Mx,27,12240,Rent,0,iBDnA328-10Mx
iBDOeyCd-kjM3,23,58500,Rent,2,iBDOeyCd-kjM3
IBHc9bNo-muIb,25,45000,Own,1,IBHc9bNo-muIb
IBn1Z7wt-cq4d,27,61000,Mortgage,11,IBn1Z7wt-cq4d
ibP6Z3bt-Wgj9,23,55200,Mortgage,1,ibP6Z3bt-Wgj9
IbptaATl-PLrQ,26,220836,Mortgage,10,IbptaATl-PLrQ
IbqL8dhN-61E5,27,40000,Rent,11,IbqL8dhN-61E5
ibqTzzYF-nxZL,30,48996,Rent,2,ibqTzzYF-nxZL
Ibs3QdnI-4wEd,28,52000,Rent,2,Ibs3QdnI-4wEd
ibvIMokx-Xcoz,23,38400,Mortgage,6,ibvIMokx-Xcoz
iC4kayrt-TEsM,35,130000,Mortgage,2,iC4kayrt-TEsM
ic6g1Br4-NAnE,28,53796,Mortgage,12,ic6g1Br4-NAnE
ic6Jp40s-JkE8,36,39000,Mortgage,8,ic6Jp40s-JkE8
Ic71ZwGh-ErKm,28,42000,Rent,1,Ic71ZwGh-ErKm
ic97MQdF-ePQo,22,38000,Mortgage,6,ic97MQdF-ePQo
Icc0tAth-SRcW,22,102240,Rent,6,Icc0tAth-SRcW
IcDQ9EGS-GKOv,39,52000,Rent,2,IcDQ9EGS-GKOv
icff0fwN-g0Di,28,63000,Mortgage,7,icff0fwN-g0Di
ich4T99P-jTUJ,24,36000,Rent,3,ich4T99P-jTUJ
iChiXmvq-CiJf,38,72000,Mortgage,2,iChiXmvq-CiJf
iCix1sUJ-uoDz,24,65000,Mortgage,2,iCix1sUJ-uoDz
icjKTz2u-9QbI,26,55000,Rent,3,icjKTz2u-9QbI
IcKOiutq-7WBm,38,86760,Mortgage,NULL,IcKOiutq-7WBm
ICkToabL-pGQE,23,25920,Rent,4,ICkToabL-pGQE
iCLBERym-dxPh,27,31200,Mortgage,3,iCLBERym-dxPh
ICprTb6t-yPXf,25,42000,Rent,3,ICprTb6t-yPXf
ICu2LwIn-qW5u,30,185000,Mortgage,8,ICu2LwIn-qW5u
ICUaH8FA-YeOi,27,52000,Mortgage,5,ICUaH8FA-YeOi
icUd66xk-ffKw,24,79631,Rent,8,icUd66xk-ffKw
iCvojPGe-x9vG,29,40800,Mortgage,0,iCvojPGe-x9vG
IcXIOTZr-GpMJ,28,70000,Own,4,IcXIOTZr-GpMJ
icYgiLwM-aS8x,43,61000,Mortgage,3,icYgiLwM-aS8x
Id04ORe5-Ei4z,22,NULL,Mortgage,5,Id04ORe5-Ei4z
iD26fJ5d-Il68,30,76000,Mortgage,5,iD26fJ5d-Il68
id4kZh5q-8NSU,37,80000,Mortgage,8,id4kZh5q-8NSU
idahaOvc-w4h3,70,42000,Rent,1,idahaOvc-w4h3
iDb0AQ9c-T4St,24,24000,Rent,0,iDb0AQ9c-T4St
IDFfjcdx-OkFP,24,43000,Mortgage,5,IDFfjcdx-OkFP
IdH2E9Hp-IqBZ,28,54000,Rent,2,IdH2E9Hp-IqBZ
IDhm4OSH-12eE,22,94500,Rent,2,IDhm4OSH-12eE
idJGorH8-pOCj,24,74000,Rent,7,idJGorH8-pOCj
